bucket,top_similarity,row_identifier,food_description,compound_fraction,value,candidate,candidate_data_type,match_method,rationale,best_candidate_similarity,runner_up_similarity,similarity_field_was_mislabeled,auto_flag,review_verdict,approved_fdc_food,rejection_reason,match_scope,reviewer,review_date,review_notes
ambiguous,0.73,03020050:IPSUM,"Soybean, Giza 82, raw",IPSUM,1563.5196720000001,"Soybeans, green, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Soybeans, green, raw', 'Soybeans, mature seeds, raw') are too textually similar to the source description (0.73 vs 0.67 similarity) to place confidently",0.73,0.67,,,,,,,,,
ambiguous,0.73,04020008:PHYTCPP,"Sweet pepper, yellow, raw",PHYTCPP,14.81,"Peppers, sweet, yellow, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Peppers, sweet, yellow, raw', 'Corn, sweet, yellow, raw') are too textually similar to the source description (0.73 vs 0.73 similarity) to place confidently",0.73,0.73,,,,,,,,,
ambiguous,0.73,05010008:PHYTCPPD,"Banana, raw",PHYTCPPD,22.0,"Pepper, banana, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Pepper, banana, raw', 'Bananas, raw') are too textually similar to the source description (0.73 vs 0.96 similarity) to place confidently",0.96,0.73,YES,,,,,,,,
ambiguous,0.73,06010159:PHYTCPP,"Rose, seed, dried",PHYTCPP,522.45,"Seeds, chia seeds, dried",sr_legacy_food,fuzzy,"top two name-search candidates ('Seeds, chia seeds, dried', 'Seeds, lotus seeds, dried') are too textually similar to the source description (0.73 vs 0.71 similarity) to place confidently",0.73,0.71,,,,,,,,,
ambiguous,0.73,13030009:PHYTCPPI,"Roselle, calyces, raw",PHYTCPPI,1905.6604,"Roselle, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Roselle, raw', 'Rose-apples, raw') are too textually similar to the source description (0.73 vs 0.65 similarity) to place confidently",0.73,0.65,,,,,,,,,
ambiguous,0.73,13030017:PHYTCPPI,"Roselle, seed, dried",PHYTCPPI,834.765,"Seeds, chia seeds, dried",sr_legacy_food,fuzzy,"top two name-search candidates ('Seeds, chia seeds, dried', 'Seeds, lotus seeds, dried') are too textually similar to the source description (0.73 vs 0.67 similarity) to place confidently",0.73,0.67,,,,,,,,,
ambiguous,0.72,01030033:PHYTCPPD,"Bread, wheat-based, for toasting",PHYTCPPD,63.0,"Bread, wheat, toasted",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, wheat, toasted', 'Bread, wheat, sprouted, toasted') are too textually similar to the source description (0.72 vs 0.70 similarity) to place confidently",0.72,0.7,,,,,,,,,
ambiguous,0.72,01060019:PHYTCPPD,"Barley bran, raw",PHYTCPPD,4030.0,"Barley, pearled, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Barley, pearled, raw', 'Oat bran, raw') are too textually similar to the source description (0.72 vs 0.76 similarity) to place confidently",0.76,0.72,YES,,,,,,,,
ambiguous,0.72,01060018:PHYTCPPD,"Barley bran, raw",PHYTCPPD,4030.0,"Barley, pearled, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Barley, pearled, raw', 'Oat bran, raw') are too textually similar to the source description (0.72 vs 0.76 similarity) to place confidently",0.76,0.72,YES,,,,,,,,
ambiguous,0.72,03010583:PHYTCPPD,"Mung bean, Satya, raw",PHYTCPPD,698.445,"Mung beans, mature seeds, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Mung beans, mature seeds, raw', 'Mungo beans, mature seeds, raw') are too textually similar to the source description (0.72 vs 0.71 similarity) to place confidently",0.72,0.71,,,,,,,,,
ambiguous,0.72,03010625:PHYTCPPD,"Pigeon pea flour, dried",PHYTCPPD,11.7,"Pepeao, dried",sr_legacy_food,fuzzy,"top two name-search candidates ('Pepeao, dried', 'Peanut flour, defatted') are too textually similar to the source description (0.72 vs 0.62 similarity) to place confidently",0.72,0.62,,,,,,,,,
ambiguous,0.72,03010715:PHYTCPPI,"Winged bean, 039(a)a, raw",PHYTCPPI,748.0,"Winged bean tuber, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean tuber, raw', 'Winged bean leaves, raw') are too textually similar to the source description (0.72 vs 0.75 similarity) to place confidently",0.75,0.72,YES,,,,,,,,
ambiguous,0.72,03020057:PHYTCPPD,"Soybean, Mooncake, mature seed (6 weeks), raw",PHYTCPPD,704.12,"Soybeans, mature seeds, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Soybeans, mature seeds, raw', 'Soybeans, mature seeds, sprouted, raw') are too textually similar to the source description (0.72 vs 0.66 similarity) to place confidently",0.72,0.66,,,,,,,,,
ambiguous,0.72,04010152:PHYTC-,"Gourd, flowers, raw",PHYTC-,29.2,"Pumpkin flowers, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Pumpkin flowers, raw', 'Gourd, white-flowered (calabash), raw') are too textually similar to the source description (0.72 vs 0.68 similarity) to place confidently",0.72,0.68,,,,,,,,,
ambiguous,0.72,04010153:PHYTC-,"Gourd, flowers, raw",PHYTC-,10.6,"Pumpkin flowers, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Pumpkin flowers, raw', 'Gourd, white-flowered (calabash), raw') are too textually similar to the source description (0.72 vs 0.68 similarity) to place confidently",0.72,0.68,,,,,,,,,
ambiguous,0.72,04010195:IP5,"Pagwanpa, raw",IP5,4.0,"Papayas, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Papayas, raw', 'Parsnips, raw') are too textually similar to the source description (0.72 vs 0.69 similarity) to place confidently",0.72,0.69,,,,,,,,,
ambiguous,0.72,04010195:IP6,"Pagwanpa, raw",IP6,13.0,"Papayas, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Papayas, raw', 'Parsnips, raw') are too textually similar to the source description (0.72 vs 0.69 similarity) to place confidently",0.72,0.69,,,,,,,,,
ambiguous,0.72,04010195:IP5_A_IP6,"Pagwanpa, raw",IP5_A_IP6,17.0,"Papayas, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Papayas, raw', 'Parsnips, raw') are too textually similar to the source description (0.72 vs 0.69 similarity) to place confidently",0.72,0.69,,,,,,,,,
ambiguous,0.72,04010227:PHYTCPP,"Sorrell, leaves, raw",PHYTCPP,30.07,"Taro leaves, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Taro leaves, raw', 'Grape leaves, raw') are too textually similar to the source description (0.72 vs 0.76 similarity) to place confidently",0.76,0.72,YES,LEAFY_GREEN_GARBAGE_BUCKET_SUSPECT,,,,,,,
ambiguous,0.72,04030012:PHYTCPP,"Capsicum, green, raw",PHYTCPP,15.96,"Cabbage, green, raw",foundation_food,fuzzy,"top two name-search candidates ('Cabbage, green, raw', 'Peas, green, raw') are too textually similar to the source description (0.72 vs 0.78 similarity) to place confidently",0.78,0.72,YES,,,,,,,,
ambiguous,0.72,15010039:IP6,"Culantro, leaves, raw",IP6,44.418,"Coriander (cilantro) leaves, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Coriander (cilantro) leaves, raw', 'Taro leaves, raw') are too textually similar to the source description (0.72 vs 0.81 similarity) to place confidently",0.81,0.72,YES,,,,,,,,
ambiguous,0.72,15010040:PHYTC-,"Culantro, leaves, raw",PHYTC-,13.5,"Coriander (cilantro) leaves, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Coriander (cilantro) leaves, raw', 'Taro leaves, raw') are too textually similar to the source description (0.72 vs 0.81 similarity) to place confidently",0.81,0.72,YES,,,,,,,,
ambiguous,0.71,01010335:IP6,"Rice, white medium grain, polished, boiled",IP6,47.57,"Rice, white, medium-grain, raw, enriched",sr_legacy_food,fuzzy,"top two name-search candidates ('Rice, white, medium-grain, raw, enriched', 'Rice, white, medium-grain, raw, unenriched') are too textually similar to the source description (0.71 vs 0.69 similarity) to place confidently",0.71,0.69,,,,,,,,,
ambiguous,0.71,01060002:PHYTCPP,"Amaranth, brown, grain, dried",PHYTCPP,1857.5919999999999,"Amaranth grain, cooked",sr_legacy_food,fuzzy,"top two name-search candidates ('Amaranth grain, cooked', 'Amaranth grain, uncooked') are too textually similar to the source description (0.71 vs 0.68 similarity) to place confidently",0.71,0.68,,,,,,,,,
ambiguous,0.71,01060008:PHYTCPP,"Amaranth, white, grain, dried",PHYTCPP,1963.06,"Amaranth grain, cooked",sr_legacy_food,fuzzy,"top two name-search candidates ('Amaranth grain, cooked', 'Amaranth grain, uncooked') are too textually similar to the source description (0.71 vs 0.68 similarity) to place confidently",0.71,0.68,,,,,,,,,
ambiguous,0.71,02010007:PHYT-,"Potato, Buffelspoort (BP13), white flesh and skin, raw, peeled",PHYT-,373.3,"Potatoes, white, flesh and skin, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Potatoes, white, flesh and skin, raw', 'Potatoes, white, flesh and skin, baked') are too textually similar to the source description (0.71 vs 0.70 similarity) to place confidently",0.71,0.7,,,,,,,,,
ambiguous,0.71,02060004:PHYTCPPD,"Plantain, Ebang, ripe, fried",PHYTCPPD,0.32021499999999997,"Plantains, ripe, raw",foundation_food,fuzzy,"top two name-search candidates ('Plantains, ripe, raw', 'Plantains, green, fried') are too textually similar to the source description (0.71 vs 0.75 similarity) to place confidently",0.75,0.71,YES,,,,,,,,
ambiguous,0.71,02060006:PHYTCPPD,"Plantain, Ebang, unripe,  boiled",PHYTCPPD,0.09,"Plantains, green, boiled",sr_legacy_food,fuzzy,"top two name-search candidates ('Plantains, green, boiled', 'Plantains, underripe, raw') are too textually similar to the source description (0.71 vs 0.63 similarity) to place confidently",0.71,0.63,,,,,,,,,
ambiguous,0.71,03010006:PHYTC-,"African locust bean, Boki, mature seeds, raw",PHYTC-,92.41,"Beans, adzuki, mature seeds, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Beans, adzuki, mature seeds, raw', 'Mung beans, mature seeds, raw') are too textually similar to the source description (0.71 vs 0.68 similarity) to place confidently",0.71,0.68,,,,,,,,,
ambiguous,0.71,03010049:PHYTC-,"Bean, butter, dried",PHYTC-,284.2,"Milk, buttermilk, dried",sr_legacy_food,fuzzy,"top two name-search candidates ('Milk, buttermilk, dried', 'Nuts, butternuts, dried') are too textually similar to the source description (0.71 vs 0.76 similarity) to place confidently",0.76,0.71,YES,PLANT_TO_ANIMAL_SUSPECT,,,,,,,
ambiguous,0.71,03010722:PHYTCPPI,"Winged bean, 079(c)/b(a), raw",PHYTCPPI,702.0,"Winged bean tuber, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean tuber, raw', 'Winged bean leaves, raw') are too textually similar to the source description (0.71 vs 0.69 similarity) to place confidently",0.71,0.69,,,,,,,,,
ambiguous,0.71,04010170:PHYTCPPI,"Lettuce, raw",PHYTCPPI,3.0044099999999996,"Lettuce, red leaf, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Lettuce, red leaf, raw', 'Lettuce, leaf, red, raw') are too textually similar to the source description (0.71 vs 0.69 similarity) to place confidently",0.71,0.69,,,,,,,,,
ambiguous,0.71,04020002:PHYTCPP,"Carrot, orange, raw",PHYTCPP,19.6,"Carrots, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Carrots, raw', 'Orange peel, raw') are too textually similar to the source description (0.71 vs 0.63 similarity) to place confidently",0.71,0.63,,,,,,,,,
ambiguous,0.71,04030024:PHYTCPP,"Cucumber, green, elongate, raw",PHYTCPP,17.52,"Cucumber, peeled, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Cucumber, peeled, raw', 'Cucumber, with peel, raw') are too textually similar to the source description (0.71 vs 0.67 similarity) to place confidently",0.71,0.67,,,,,,,,,
ambiguous,0.71,04030025:PHYTCPP,"Cucumber, green, short, raw",PHYTCPP,16.35,"Cucumber, peeled, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Cucumber, peeled, raw', 'Cucumber, with peel, raw') are too textually similar to the source description (0.71 vs 0.67 similarity) to place confidently",0.71,0.67,,,,,,,,,
ambiguous,0.71,05010034:PHYTCPPI,"Passion fruit, fresh pulp, raw",PHYTCPPI,83.0,"Passion-fruit juice, purple, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Passion-fruit juice, purple, raw', 'PASSION FRUIT REFRIGERATED FRUIT PULP') are too textually similar to the source description (0.71 vs 0.63 similarity) to place confidently",0.71,0.63,,,,,,,,,
ambiguous,0.71,05010034:PPI,"Passion fruit, fresh pulp, raw",PPI,22.8,"Passion-fruit juice, purple, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Passion-fruit juice, purple, raw', 'PASSION FRUIT REFRIGERATED FRUIT PULP') are too textually similar to the source description (0.71 vs 0.63 similarity) to place confidently",0.71,0.63,,,,,,,,,
ambiguous,0.71,05020053:PHYTCPP,"Mango, green, raw",PHYTCPP,15.26,"Mangos, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Mangos, raw', 'Peas, green, raw') are too textually similar to the source description (0.71 vs 0.79 similarity) to place confidently",0.79,0.71,YES,,,,,,,,
ambiguous,0.71,06010069:PHYTCPP,"Ground nut, raw",PHYTCPP,582.0,"Emu, ground, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Emu, ground, raw', 'Lamb, ground, raw') are too textually similar to the source description (0.71 vs 0.69 similarity) to place confidently",0.71,0.69,,,,,,,,,
ambiguous,0.71,06010170:PPI,"Silver leaf tree, seed, dried",PPI,97.20906,"Seeds, breadnut tree seeds, dried",sr_legacy_food,fuzzy,"top two name-search candidates ('Seeds, breadnut tree seeds, dried', 'Seeds, lotus seeds, dried') are too textually similar to the source description (0.71 vs 0.63 similarity) to place confidently",0.71,0.63,,,,,,,,,
ambiguous,0.71,15010005:PHYTC-,"African basil, raw",PHYTC-,0.63,AMERICAN BRAZIL NUTS RAW,branded_food,fuzzy,"top two name-search candidates ('AMERICAN BRAZIL NUTS RAW', 'AMERICAN PECANS RAW') are too textually similar to the source description (0.71 vs 0.70 similarity) to place confidently",0.71,0.7,,,,,,,,,
ambiguous,0.70,01040069:PHYTCPP,"Sorghum, red, whole grain, dried",PHYTCPP,903.06,"Sorghum, whole grain, white, dry, raw",foundation_food,fuzzy,"top two name-search candidates ('Sorghum, whole grain, white, dry, raw', 'Sorghum flour, whole-grain') are too textually similar to the source description (0.70 vs 0.72 similarity) to place confidently",0.72,0.7,YES,,,,,,,,
ambiguous,0.70,01060109:PHYTCA,Buckwheat flour,PHYTCA,640.0,"Buckwheat flour, whole-groat",sr_legacy_food,canonical,"top two name-search candidates ('Buckwheat flour, whole-groat', 'ORGANIC BUCKWHEAT FLOUR') are too textually similar to the source description (0.70 vs 0.79 similarity) to place confidently",0.79,0.7,YES,,,,,,,,
ambiguous,0.70,02040018:PHYTCPP,"Yam, tuber, raw",PHYTCPP,59.0,"Yam, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Yam, raw', 'Winged bean tuber, raw') are too textually similar to the source description (0.70 vs 0.65 similarity) to place confidently",0.7,0.65,,,,,,,,,
ambiguous,0.70,02060009:PHYTCPPD,"Plantain, Essong, unripe,  boiled",PHYTCPPD,0.19526,"Plantains, green, boiled",sr_legacy_food,fuzzy,"top two name-search candidates ('Plantains, green, boiled', 'Plantains, underripe, raw') are too textually similar to the source description (0.70 vs 0.66 similarity) to place confidently",0.7,0.66,,,,,,,,,
ambiguous,0.70,03010046:PHYTC-,"Bean, black turtle, dried",PHYTC-,465.6,"Beans, black turtle, mature seeds, canned",sr_legacy_food,fuzzy,"top two name-search candidates ('Beans, black turtle, mature seeds, canned', 'Beans, black turtle, mature seeds, raw') are too textually similar to the source description (0.70 vs 0.73 similarity) to place confidently",0.73,0.7,YES,,,,,,,,
ambiguous,0.70,03020023:PHYTCPPD,"Soybean flour, defatted",PHYTCPPD,1551.0,"Flour, soy, defatted",foundation_food,fuzzy,"top two name-search candidates ('Flour, soy, defatted', 'Soy flour, defatted') are too textually similar to the source description (0.70 vs 0.90 similarity) to place confidently",0.9,0.7,YES,,,,,,,,
ambiguous,0.70,04010047:PHYT-,"Artemisinin, leaves, raw",PHYT-,124.3944,"Pumpkin leaves, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Pumpkin leaves, raw', 'Taro leaves, raw') are too textually similar to the source description (0.70 vs 0.70 similarity) to place confidently",0.7,0.7,,,,,,,,,
ambiguous,0.70,04010112:PHYTC-,"Chickpea, leaves, raw",PHYTC-,19.0,"Taro leaves, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Taro leaves, raw', 'Grape leaves, raw') are too textually similar to the source description (0.70 vs 0.74 similarity) to place confidently",0.74,0.7,YES,LEAFY_GREEN_GARBAGE_BUCKET_SUSPECT,,,,,,,
ambiguous,0.70,04010245:IP6,"Vegetable fern, leaves, raw",IP6,31.02,"Taro leaves, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Taro leaves, raw', 'Fireweed, leaves, raw') are too textually similar to the source description (0.70 vs 0.67 similarity) to place confidently",0.7,0.67,,LEAFY_GREEN_GARBAGE_BUCKET_SUSPECT,,,,,,,
ambiguous,0.70,04030096:PHYTCPP,"Radish, elongate, white skin, raw",PHYTCPP,1.75,"Radishes, white icicle, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Radishes, white icicle, raw', 'Fish, sucker, white, raw') are too textually similar to the source description (0.70 vs 0.63 similarity) to place confidently",0.7,0.63,,,,,,,,,
ambiguous,0.70,04030097:PHYTCPP,"Radish, round, red skin, raw",PHYTCPP,7.07,"Radishes, red, raw",foundation_food,fuzzy,"top two name-search candidates ('Radishes, red, raw', 'Radish seeds, sprouted, raw') are too textually similar to the source description (0.70 vs 0.65 similarity) to place confidently",0.7,0.65,,,,,,,,,
ambiguous,0.70,05020008:PHYTCPPD,"Avocado pear, raw",PHYTCPPD,11.0,"Avocado, Hass, peeled, raw",foundation_food,fuzzy,"top two name-search candidates ('Avocado, Hass, peeled, raw', 'Pears, raw') are too textually similar to the source description (0.70 vs 0.67 similarity) to place confidently",0.7,0.67,,,,,,,,,
ambiguous,0.70,05020028:PHYTCPPI,"Fig, ripe, raw",PHYTCPPI,9.6,"Figs, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Figs, raw', 'Plantains, ripe, raw') are too textually similar to the source description (0.70 vs 0.71 similarity) to place confidently",0.71,0.7,YES,,,,,,,,
ambiguous,0.70,05020028:PPD,"Fig, ripe, raw",PPD,26.0,"Figs, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Figs, raw', 'Plantains, ripe, raw') are too textually similar to the source description (0.70 vs 0.71 similarity) to place confidently",0.71,0.7,YES,,,,,,,,
ambiguous,0.70,05020051:PHYTCPP,"Karonda fruit, raw",PHYTCPP,7.8,"Chayote, fruit, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Chayote, fruit, raw', 'Jackfruit, raw') are too textually similar to the source description (0.70 vs 0.69 similarity) to place confidently",0.7,0.69,,,,,,,,,
ambiguous,0.70,06010173:PHYTCPP,"Sunflower, seed, raw",PHYTCPP,423.0,"Seeds, sunflower seed, kernel, raw",foundation_food,fuzzy,"top two name-search candidates ('Seeds, sunflower seed, kernel, raw', 'SALTED SUNFLOWER SEEDS') are too textually similar to the source description (0.70 vs 0.67 similarity) to place confidently",0.7,0.67,,,,,,,,,
ambiguous,0.70,07020001:PHYTCPPD,"Meat, red, cooked with herbs",PHYTCPPD,0.1608,"Tomatoes, red, ripe, cooked, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Tomatoes, red, ripe, cooked, with salt', 'Taro, cooked, with salt') are too textually similar to the source description (0.70 vs 0.67 similarity) to place confidently",0.7,0.67,,SPURIOUS_SALT_SUSPECT,,,,,,,
ambiguous,0.70,15010041:PHYTCPP,"Cumin, seeds, dried",PHYTCPP,445.0,"Seeds, chia seeds, dried",sr_legacy_food,fuzzy,"top two name-search candidates ('Seeds, chia seeds, dried', 'Seeds, lotus seeds, dried') are too textually similar to the source description (0.70 vs 0.64 similarity) to place confidently",0.7,0.64,,,,,,,,,
ambiguous,0.70,15010045:PHYTCPP,"Fenugreek leaves, raw",PHYTCPP,18.67,"Taro leaves, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Taro leaves, raw', 'Fireweed, leaves, raw') are too textually similar to the source description (0.70 vs 0.76 similarity) to place confidently",0.76,0.7,YES,LEAFY_GREEN_GARBAGE_BUCKET_SUSPECT,,,,,,,
ambiguous,0.69,01010334:PHYTC-,"Rice, unpolished, raw",PHYTC-,551.8,"Rice, black, unenriched, raw",foundation_food,fuzzy,"top two name-search candidates ('Rice, black, unenriched, raw', 'Rice, red, unenriched, dry, raw') are too textually similar to the source description (0.69 vs 0.65 similarity) to place confidently",0.69,0.65,,,,,,,,,
ambiguous,0.69,01030058:PHYTCPPI,"Bread, white wheat-based, leavened",PHYTCPPI,0.0,"Bread, white wheat",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, white wheat', 'SOLA WHITE WHEAT BREAD') are too textually similar to the source description (0.69 vs 0.61 similarity) to place confidently",0.69,0.61,,,,,,,,,
ambiguous,0.69,01030201:PHYTCPP,"Wheat flour, white",PHYTCPP,123.0,"Wheat flour, white, cake, enriched",sr_legacy_food,canonical,"top two name-search candidates ('Wheat flour, white, cake, enriched', 'Wheat flour, white, bread, enriched') are too textually similar to the source description (0.69 vs 0.68 similarity) to place confidently",0.69,0.68,,,,,,,,,
ambiguous,0.69,01030202:PHYTC-,"Wheat flour, white",PHYTC-,255.2,"Wheat flour, white, cake, enriched",sr_legacy_food,canonical,"top two name-search candidates ('Wheat flour, white, cake, enriched', 'Wheat flour, white, bread, enriched') are too textually similar to the source description (0.69 vs 0.68 similarity) to place confidently",0.69,0.68,,,,,,,,,
ambiguous,0.69,01030203:PHYTCPP,"Wheat flour, white",PHYTCPP,227.0,"Wheat flour, white, cake, enriched",sr_legacy_food,canonical,"top two name-search candidates ('Wheat flour, white, cake, enriched', 'Wheat flour, white, bread, enriched') are too textually similar to the source description (0.69 vs 0.68 similarity) to place confidently",0.69,0.68,,,,,,,,,
ambiguous,0.69,01030204:PHYTCPPI,"Wheat flour, white",PHYTCPPI,214.32,"Wheat flour, white, cake, enriched",sr_legacy_food,canonical,"top two name-search candidates ('Wheat flour, white, cake, enriched', 'Wheat flour, white, bread, enriched') are too textually similar to the source description (0.69 vs 0.68 similarity) to place confidently",0.69,0.68,,,,,,,,,
ambiguous,0.69,01030205:PHYTCA,"Wheat flour, white",PHYTCA,160.0,"Wheat flour, white, cake, enriched",sr_legacy_food,canonical,"top two name-search candidates ('Wheat flour, white, cake, enriched', 'Wheat flour, white, bread, enriched') are too textually similar to the source description (0.69 vs 0.68 similarity) to place confidently",0.69,0.68,,,,,,,,,
ambiguous,0.69,01030206:IP6,"Wheat flour, white",IP6,248.60800000000003,"Wheat flour, white, cake, enriched",sr_legacy_food,canonical,"top two name-search candidates ('Wheat flour, white, cake, enriched', 'Wheat flour, white, bread, enriched') are too textually similar to the source description (0.69 vs 0.68 similarity) to place confidently",0.69,0.68,,,,,,,,,
ambiguous,0.69,01050118:PHYTCPPI,"Millet, steamed",PHYTCPPI,200.0,"Millet, cooked",sr_legacy_food,fuzzy,"top two name-search candidates ('Millet, cooked', 'Millet, puffed') are too textually similar to the source description (0.69 vs 0.69 similarity) to place confidently",0.69,0.69,,,,,,,,,
ambiguous,0.69,01060075:IP3,"Bread, quinoa and wheat",IP3,9.496200000000002,"Bread, wheat",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, wheat', 'Bread, white wheat') are too textually similar to the source description (0.69 vs 0.68 similarity) to place confidently",0.69,0.68,,,,,,,,,
ambiguous,0.69,01060075:IP4,"Bread, quinoa and wheat",IP4,8.3125,"Bread, wheat",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, wheat', 'Bread, white wheat') are too textually similar to the source description (0.69 vs 0.68 similarity) to place confidently",0.69,0.68,,,,,,,,,
ambiguous,0.69,01060075:IP5,"Bread, quinoa and wheat",IP5,18.513599999999997,"Bread, wheat",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, wheat', 'Bread, white wheat') are too textually similar to the source description (0.69 vs 0.68 similarity) to place confidently",0.69,0.68,,,,,,,,,
ambiguous,0.69,01060075:IP6,"Bread, quinoa and wheat",IP6,105.336,"Bread, wheat",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, wheat', 'Bread, white wheat') are too textually similar to the source description (0.69 vs 0.68 similarity) to place confidently",0.69,0.68,,,,,,,,,
ambiguous,0.69,01060075:IPSUM,"Bread, quinoa and wheat",IPSUM,141.6583,"Bread, wheat",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, wheat', 'Bread, white wheat') are too textually similar to the source description (0.69 vs 0.68 similarity) to place confidently",0.69,0.68,,,,,,,,,
ambiguous,0.69,01060076:IP3,"Bread, quinoa and wheat",IP3,6.7536000000000005,"Bread, wheat",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, wheat', 'Bread, white wheat') are too textually similar to the source description (0.69 vs 0.68 similarity) to place confidently",0.69,0.68,,,,,,,,,
ambiguous,0.69,01060076:IP4,"Bread, quinoa and wheat",IP4,10.385,"Bread, wheat",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, wheat', 'Bread, white wheat') are too textually similar to the source description (0.69 vs 0.68 similarity) to place confidently",0.69,0.68,,,,,,,,,
ambiguous,0.69,01060076:IP5,"Bread, quinoa and wheat",IP5,37.6942,"Bread, wheat",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, wheat', 'Bread, white wheat') are too textually similar to the source description (0.69 vs 0.68 similarity) to place confidently",0.69,0.68,,,,,,,,,
ambiguous,0.69,01060076:IP6,"Bread, quinoa and wheat",IP6,207.83399999999997,"Bread, wheat",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, wheat', 'Bread, white wheat') are too textually similar to the source description (0.69 vs 0.68 similarity) to place confidently",0.69,0.68,,,,,,,,,
ambiguous,0.69,01060076:IPSUM,"Bread, quinoa and wheat",IPSUM,262.66679999999997,"Bread, wheat",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, wheat', 'Bread, white wheat') are too textually similar to the source description (0.69 vs 0.68 similarity) to place confidently",0.69,0.68,,,,,,,,,
ambiguous,0.69,02040001:PHYTCPP,"Taro (eddoe), raw",PHYTCPP,13.57,"Taro, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Taro, raw', 'Taro leaves, raw') are too textually similar to the source description (0.69 vs 0.73 similarity) to place confidently",0.73,0.69,YES,,,,,,,,
ambiguous,0.69,03010475:IP6,"Lentil, boiled",IP6,316.404,"Lentils, dry",foundation_food,fuzzy,"top two name-search candidates ('Lentils, dry', 'Lentils, raw') are too textually similar to the source description (0.69 vs 0.62 similarity) to place confidently",0.69,0.62,,,,,,,,,
ambiguous,0.69,03010595:PHYTC-,"Pea, Agat, dried",PHYTC-,735.8903999999999,"Pepeao, dried",sr_legacy_food,fuzzy,"top two name-search candidates ('Pepeao, dried', 'Seaweed, agar, dried') are too textually similar to the source description (0.69 vs 0.78 similarity) to place confidently",0.78,0.69,YES,,,,,,,,
ambiguous,0.69,03020162:PHYTCPP,"Tofu, firm, prepared with CaCl2, Mori-Nu brand",PHYTCPP,188.0,"Tofu, extra firm, prepared with nigari",sr_legacy_food,fuzzy,"top two name-search candidates ('Tofu, extra firm, prepared with nigari', 'Tofu, raw, firm, prepared with calcium sulfate') are too textually similar to the source description (0.69 vs 0.67 similarity) to place confidently",0.69,0.67,,,,,,,,,
ambiguous,0.69,04010184:PHYTCPP,"Okra, leaves, raw",PHYTCPP,2.4023999999999988,"Okra, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Okra, raw', 'Taro leaves, raw') are too textually similar to the source description (0.69 vs 0.79 similarity) to place confidently",0.79,0.69,YES,,,,,,,,
