row_identifier,food_description,compound_fraction,value,approved_fdc_food,candidate_data_type,match_scope,review_verdict,source_review_file,reviewer,review_date,review_notes
01040034:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, 10KGy irradiated, fermented, dried",PHYTCPPI,125.08965,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040035:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, 15KGy irradiated, boiled, dried",PHYTCPPI,167.26840499999997,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040036:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, 15KGy irradiated, dried",PHYTCPPI,205.48551500000002,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040037:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, 15KGy irradiated, fermented, boiled, dried",PHYTCPPI,123.964505,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040038:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, 15KGy irradiated, fermented, dried",PHYTCPPI,98.7102,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040039:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, 5KGy irradiated, dried",PHYTCPPI,249.016335,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040040:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, 5KGy irradiated, fermented, boiled, dried",PHYTCPPI,181.46036,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040041:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, 5KGy irradiated, fermented, boiled, dried",PHYTCPPI,131.40559,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040042:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, 5KGy irradiated, fermented, dried",PHYTCPPI,106.397115,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040043:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, boiled, dried",PHYTCPPI,205.750255,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040044:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, dried",PHYTCPPI,257.176,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,"Cultivar-specific source, reasonable generic whole-grain sorghum-flour category estimate."
01040045:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, fermented, boiled, dried",PHYTCPPI,151.73384,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040046:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, fermented, dried",PHYTCPPI,122.15859999999999,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040047:PHYTCPPI,"Sorghum flour, Tabat",PHYTCPPI,295.001555,"Flour, sorghum",foundation_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar-specific, reasonable match."
01040048:PHYTCPPI,"Sorghum flour, Wad Ahmed, whole grain, 10KGy irradiated, boiled, dried",PHYTCPPI,169.75507,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040049:PHYTCPPI,"Sorghum flour, Wad Ahmed, whole grain, 10KGy irradiated, dried",PHYTCPPI,208.72858,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040050:PHYTCPPI,"Sorghum flour, Wad Ahmed, whole grain, 10KGy irradiated, fermented, boiled, dried",PHYTCPPI,133.665335,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040051:PHYTCPPI,"Sorghum flour, Wad Ahmed, whole grain, 10KGy irradiated, fermented, dried",PHYTCPPI,104.184645,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040052:PHYTCPPI,"Sorghum flour, Wad Ahmed, whole grain, 15KGy irradiated, boiled, dried",PHYTCPPI,162.351805,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040053:PHYTCPPI,"Sorghum flour, Wad Ahmed, whole grain, 15KGy irradiated, dried",PHYTCPPI,208.27473999999998,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040054:PHYTCPPI,"Sorghum flour, Wad Ahmed, whole grain, 15KGy irradiated, fermented, boiled, dried",PHYTCPPI,127.86942,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040055:PHYTCPPI,"Sorghum flour, Wad Ahmed, whole grain, 15KGy irradiated, fermented, dried",PHYTCPPI,99.99608,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040056:PHYTCPPI,"Sorghum flour, Wad Ahmed, whole grain, 5KGy irradiated, boiled, dried",PHYTCPPI,175.758995,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040057:PHYTCPPI,"Sorghum flour, Wad Ahmed, whole grain, 5KGy irradiated, dried",PHYTCPPI,223.24200499999998,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040058:PHYTCPPI,"Sorghum flour, Wad Ahmed, whole grain, 5KGy irradiated, fermented, boiled, dried",PHYTCPPI,139.30997,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040059:PHYTCPPI,"Sorghum flour, Wad Ahmed, whole grain, 5KGy irradiated, fermented, dried",PHYTCPPI,107.38989,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040060:PHYTCPPI,"Sorghum flour, Wad Ahmed, whole grain, boiled, dried",PHYTCPPI,200.18126,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040061:PHYTCPPI,"Sorghum flour, Wad Ahmed, whole grain, dried",PHYTCPPI,253.39399999999998,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,"Cultivar-specific source, reasonable generic whole-grain sorghum-flour category estimate."
01040062:PHYTCPPI,"Sorghum flour, Wad Ahmed, whole grain, fermented, boiled, dried",PHYTCPPI,157.86068,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040063:PHYTCPPI,"Sorghum flour, Wad Ahmed, whole grain, fermented, dried",PHYTCPPI,123.10409999999997,"Sorghum flour, whole-grain",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01040066:PHYTCPP,"Sorghum, Fibmigou, white, raw",PHYTCPP,716.82,"Sorghum, whole grain, white, dry, raw",foundation_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"No decortication mentioned, presumably whole grain -- cultivar-specific, reasonable match."
01040067:PHYT-,"Sorghum, grain, white, raw",PHYT-,1930.0,"Sorghum, whole grain, white, dry, raw",foundation_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,Clean match.
01040068:PHYTCPP,"Sorghum, raw",PHYTCPP,427.0,Sorghum grain,sr_legacy_food,category_estimate,approve,review_6_accepted_sample.csv,Paul S,16/08/2026,Clean match.
01040072:PHYTCPP,"Sorghum, white, whole grain, dried",PHYTCPP,1307.8450000000003,"Sorghum, whole grain, white, dry, raw",foundation_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,Clean match.
01040074:IP6,"Sorghum, whole grain, white, raw",IP6,455.718,"Sorghum, whole grain, white, dry, raw",foundation_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,Clean match.
01050076:PHYT-,Finger millet flour,PHYT-,536.434,Millet flour,sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Species-collapse, standard category estimate."
01050100:PHYTCA,Foxtail millet flour,PHYTCA,819.72,Millet flour,sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Species-collapse, standard category estimate."
01050101:PHYTCA,Foxtail millet flour,PHYTCA,483.67,Millet flour,sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Species-collapse, standard category estimate."
01050102:PHYTCPPD,"Foxtail millet, raw, grounded",PHYTCPPD,191.1,"Millet, raw",sr_legacy_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,"Specific millet species vs a generic millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050102:PPD,"Foxtail millet, raw, grounded",PPD,53.69,"Millet, raw",sr_legacy_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,"Specific millet species vs a generic millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050105:PHYTCA,"Foxtail millet, PS-4, whole",PHYTCA,489.24,"Millet, whole grain",foundation_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,"Specific millet species vs a generic whole-grain millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050106:PHYTCA,"Foxtail millet, raw",PHYTCA,817.554,"Millet, raw",sr_legacy_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,"Specific millet species vs a generic millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050107:PHYTCA,"Foxtail millet, SIA-3126, dehulled",PHYTCA,994.4,GREAT HARVEST HULLED MILLET,branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,Dehulled reasonably corresponds to 'hulled millet' product naming.
01050109:PHYTCA,"Foxtail millet, SIA-3126, whole",PHYTCA,895.95,"Millet, whole grain",foundation_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,"Specific millet species vs a generic whole-grain millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050110:PHYTCPPD,"Indian barnyard millet, raw, grounded",PHYTCPPD,373.5,"Millet, raw",sr_legacy_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,"Specific millet species vs a generic millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050110:PPD,"Indian barnyard millet, raw, grounded",PPD,105.3,"Millet, raw",sr_legacy_food,category_estimate,approve,review_6_accepted_sample.csv,Paul S,16/08/2026,"Specific millet species vs a generic millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050111:PHYTCPP,"Millet paste, fermented, dried flour",PHYTCPP,17.3,NAMASTE MILLET FLOUR,branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Fermented-then-dried-to-flour is a genuine prep gap from plain flour, but closest available candidate -- category estimate with fermentation caveat."
01050112:PHYT-,"Millet, bulrush, grain, raw",PHYT-,160.0,"Millet, raw",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"""Bulrush millet"" is a common name for pearl millet -- same species broadly, reasonable match."
01050114:PHYTCPPI,"Millet, ground, water-cooked",PHYTCPPI,0.46254,"Millet, cooked",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,Ground and cooked -- reasonably matches the cooked candidate.
01050115:PHYTCPPD,"Millet, instant fura flour",PHYTCPPD,416.0,Millet flour,sr_legacy_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,"""Instant fura"" is a flour-based product -- reasonable category match, fermentation/instant-prep detail not captured."
01050116:PHYTCPP,"Millet, raw",PHYTCPP,522.0,"Millet, raw",sr_legacy_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,"Specific millet species vs a generic millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050117:PHYTCPPD,"Millet, raw",PHYTCPPD,237.072,"Millet, raw",sr_legacy_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,"Specific millet species vs a generic millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050120:PHYTC-,"Millet, whole grain, flakes",PHYTC-,761.4,"Millet, whole grain",foundation_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,"Specific millet species vs a generic whole-grain millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050121:IP6,"Millet, whole grain, raw",IP6,94.64,"Millet, whole grain",foundation_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,"Specific millet species vs a generic whole-grain millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050123:PHYTCPPI,"Pearl millet flour, Ashana, dehulled seed",PHYTCPPI,286.287945,Millet flour,sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/treatment-specific source, reasonable generic millet-flour category estimate."
01050124:PHYTCPPI,"Pearl millet flour, Ashana, dehulled seed, 30 days storage",PHYTCPPI,286.03265999999996,Millet flour,sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/treatment-specific source, reasonable generic millet-flour category estimate."
01050125:PHYTCPPI,"Pearl millet flour, Ashana, dehulled seed, 60 days storage",PHYTCPPI,286.60941499999996,Millet flour,sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/treatment-specific source, reasonable generic millet-flour category estimate."
01050129:PHYTCPPI,"Pearl millet flour, Ashana, dehulled seed, irradiated",PHYTCPPI,286.20285,Millet flour,sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/treatment-specific source, reasonable generic millet-flour category estimate."
01050130:PHYTCPPI,"Pearl millet flour, Ashana, dehulled seed, irradiated, 30 days storage",PHYTCPPI,286.78906,Millet flour,sr_legacy_food,category_estimate,approve,review_6_accepted_sample.csv,Paul S,16/08/2026,"Cultivar/treatment-specific source, reasonable generic millet-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review."
01050131:PHYTCPPI,"Pearl millet flour, Ashana, dehulled seed, irradiated, 60 days storage",PHYTCPPI,287.346905,Millet flour,sr_legacy_food,category_estimate,approve,review_6_accepted_sample.csv,Paul S,16/08/2026,Same treatment-collapse caveat as above.
01050135:PHYTCPPI,"Pearl millet flour, Ashana, whole seed",PHYTCPPI,726.342555,Millet flour,sr_legacy_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,Explicitly labeled flour in the source -- reasonable category match.
01050141:PHYTCPPI,"Pearl millet flour, Ashana, whole seed, raw, irradiated",PHYTCPPI,726.27637,"Bob's Red Mill Natural Foods, Inc. WHOLE GRAIN MILLET FLOUR",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Whole-grain millet flour matches, irradiation/storage treatment collapsed -- standard category-estimate caveat."
01050147:PHYTCPPI,"Pearl millet flour, Dembi, dehulled seed",PHYTCPPI,269.174395,Millet flour,sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/treatment-specific source, reasonable generic millet-flour category estimate."
01050148:PHYTCPPI,"Pearl millet flour, Dembi, dehulled seed, 30 days storage",PHYTCPPI,268.399085,Millet flour,sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/treatment-specific source, reasonable generic millet-flour category estimate."
01050149:PHYTCPPI,"Pearl millet flour, Dembi, dehulled seed, 60 days storage",PHYTCPPI,270.308995,Millet flour,sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/treatment-specific source, reasonable generic millet-flour category estimate."
01050153:PHYTCPPI,"Pearl millet flour, Dembi, dehulled seed, irradiated",PHYTCPPI,269.14603000000005,Millet flour,sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar/treatment-specific source, reasonable generic millet-flour category estimate."
01050154:PHYTCPPI,"Pearl millet flour, Dembi, dehulled seed, irradiated, 60 days storage",PHYTCPPI,270.214445,Millet flour,sr_legacy_food,category_estimate,approve,review_6_accepted_sample.csv,Paul S,16/08/2026,Same treatment-collapse caveat as above.
01050158:PHYTCPPI,"Pearl millet flour, Dembi, dehulled seed,irradiated, 30 days storage",PHYTCPPI,270.14826,Millet flour,sr_legacy_food,category_estimate,approve,review_6_accepted_sample.csv,Paul S,16/08/2026,Same treatment-collapse caveat as above.
01050159:PHYTCPPI,"Pearl millet flour, Dembi, whole seed",PHYTCPPI,682.944105,Millet flour,sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar-specific, reasonable category estimate."
01050165:PHYTCPPI,"Pearl millet flour, Dembi, whole seed, raw, irradiated",PHYTCPPI,682.981925,"Bob's Red Mill Natural Foods, Inc. WHOLE GRAIN MILLET FLOUR",branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,Correct species (millet flour vs millet flour); irradiation treatment and cultivar not captured.
01050166:PHYTCPPI,"Pearl millet flour, Dembi, whole seed, irradiated, 30 days storage",PHYTCPPI,685.0998450000001,"Bob's Red Mill Natural Foods, Inc. WHOLE GRAIN MILLET FLOUR",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Whole-grain millet flour matches, irradiation/storage treatment collapsed -- standard category-estimate caveat."
01050167:PHYTCPPI,"Pearl millet flour, Dembi, whole seed, irradiated, 60 days storage",PHYTCPPI,684.9296549999999,"Bob's Red Mill Natural Foods, Inc. WHOLE GRAIN MILLET FLOUR",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Whole-grain millet flour matches, irradiation/storage treatment collapsed -- standard category-estimate caveat."
01050171:PHYT-,"Pearl millet flour, HHB-67",PHYT-,527.711,Millet flour,sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar-specific, reasonable category estimate."
01050172:PHYTCPPI,"Pearl millet flour, IS 833",PHYTCPPI,317.892,Millet flour,sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar-specific, reasonable category estimate."
01050173:PHYTCPPI,"Pearl millet flour, IS 843",PHYTCPPI,313.998,Millet flour,sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar-specific, reasonable category estimate."
01050174:PHYTCPPI,"Pearl millet flour, IS 880004",PHYTCPPI,702.868,Millet flour,sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar-specific, reasonable category estimate."
01050175:PHYTCPPI,"Pearl millet flour, IS 89111",PHYTCPPI,401.778,Millet flour,sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar-specific, reasonable category estimate."
01050176:PHYTCPPI,"Pearl millet flour, IS 91333",PHYTCPPI,720.27,Millet flour,sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar-specific, reasonable category estimate."
01050177:PHYTCPPI,"Pearl millet flour, IS 91666",PHYTCPPI,474.88,Millet flour,sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar-specific, reasonable category estimate."
01050178:PHYTCPPI,"Pearl millet flour, IS 91777",PHYTCPPI,555.582,Millet flour,sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar-specific, reasonable category estimate."
01050179:PHYTCPPI,"Pearl millet flour, Kabti",PHYTCPPI,316.30499999999995,Millet flour,sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar-specific, reasonable category estimate."
01050180:PHYTCPPI,"Pearl millet flour, Tihama",PHYTCPPI,317.18399999999997,Millet flour,sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar-specific, reasonable category estimate."
01050181:PHYTCPPI,"Pearl millet flour, YD-X3",PHYTCPPI,392.49799999999993,Millet flour,sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar-specific, reasonable category estimate."
01050183:PHYTCPPI,"Pearl millet, B 1, yellowish, raw",PHYTCPPI,490.86,"Millet, raw",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Species-collapse, standard category estimate."
01050184:PHYTCPPI,"Pearl millet, B 2, gray, raw",PHYTCPPI,869.5500000000002,"Millet, raw",sr_legacy_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,"Specific millet species vs a generic millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050185:IP6,"Pearl millet, Gampela, whole, raw",IP6,663.84,"Millet, whole grain",foundation_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,"Specific millet species vs a generic whole-grain millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050191:PHYTCPPI,"Pearl millet, IKMP 3, gray, raw",PHYTCPPI,1175.58,"Millet, raw",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Species-collapse, standard category estimate."
01050192:PHYTCPPI,"Pearl millet, IKMP 5, gray light, raw",PHYTCPPI,809.01,"Millet, raw",sr_legacy_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,"Specific millet species vs a generic millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050193:IP6,"Pearl millet, IKMP-5, whole, raw",IP6,725.6,"Millet, raw",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Species-collapse, standard category estimate."
01050195:PHYTCPPI,"Pearl millet, KM, gray, raw",PHYTCPPI,537.0,"Millet, raw",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Species-collapse, standard category estimate."
01050200:PHYTCPPI,"Pearl millet, raw",PHYTCPPI,709.56,"Millet, raw",sr_legacy_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,"Specific millet species vs a generic millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050201:IP6,"Pearl millet, raw",IP6,513.89,"Millet, raw",sr_legacy_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,"Specific millet species vs a generic millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050202:PHYTCPPI,"Pearl millet, SG, gray, raw",PHYTCPPI,924.66,"Millet, raw",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Species-collapse, standard category estimate."
01050206:PHYTCPPI,"Pearl millet, XX, gray, raw",PHYTCPPI,681.82,"Millet, raw",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Species-collapse, standard category estimate."
