row_identifier,food_description,compound_fraction,value,food_id,fdc_id,approved_fdc_food,data_type,review_verdict,match_scope,reviewer,review_date,review_notes,catalogue_checksum
01030171:PHYTCPPD,Wheat flour,PHYTCPPD,183.0,1787,168913,"Wheat flours, bread, unenriched",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Reasonable default for an unspecified ""Wheat flour"" source, consistent with similar unspecified-flour defaults elsewhere in this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030172:PHYTCPPD,Wheat flour,PHYTCPPD,477.999,1787,168913,"Wheat flours, bread, unenriched",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Reasonable default for an unspecified ""Wheat flour"" source, consistent with similar unspecified-flour defaults elsewhere in this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030173:PHYTCPPI,Wheat flour,PHYTCPPI,35.28,1787,168913,"Wheat flours, bread, unenriched",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Reasonable default for an unspecified ""Wheat flour"" source, consistent with similar unspecified-flour defaults elsewhere in this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030174:PHYTCPPI,Wheat flour,PHYTCPPI,180.48732,1787,168913,"Wheat flours, bread, unenriched",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Reasonable default for an unspecified ""Wheat flour"" source, consistent with similar unspecified-flour defaults elsewhere in this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030176:IP6,Wheat flour,IP6,756.5,1787,168913,"Wheat flours, bread, unenriched",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Reasonable default for an unspecified ""Wheat flour"" source, consistent with similar unspecified-flour defaults elsewhere in this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030185:PHYTCPP,"Wheat flour, atta",PHYTCPP,632.0,162158,522973,GOLDEN TEMPLE WHOLE WHEAT ATTA FLOUR,branded_food,approve,category_estimate,Paul S,16/08/2026,Excellent match.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030186:IP6,"Wheat flour, Back Cross of Roshan",IP6,129.87216,49658,365710,ROUNDY'S WHOLE WHEAT FLOUR,branded_food,approve,category_estimate,Paul S,16/08/2026,"Breeding-line-specific source, reasonable generic whole-wheat-flour category estimate given no cultivar-specific entry can exist.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030187:IP6,"Wheat flour, Back Cross of Roshan, hydrothermaled",IP6,69.75209999999998,827664,1807783,Thomas Brothers Ham Company WHEAT FLOUR,branded_food,approve,category_estimate,Paul S,16/08/2026,"Hydrothermal treatment not captured by the generic candidate, but no better option is evident; the ""Ham Company"" brand name is coincidental, not a reason to doubt the product.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030189:PHYTCPPI,"Wheat flour, mixed, white and whole wheat",PHYTCPPI,651.63,1157494,2380188,"Meijer, Inc. WHITE WHOLE WHEAT FLOUR, WHITE",branded_food,approve,category_estimate,Paul S,16/08/2026,Good conceptual match (white whole wheat blend).,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030191:IP6,"Wheat flour, Tajan",IP6,103.9038,371150,1063217,LIDL WHOLE WHEAT FLOUR,branded_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar-specific, generic whole wheat flour reasonable.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030192:IP6,"Wheat flour, Tajan, hydrothermaled",IP6,44.78628,827664,1807783,Thomas Brothers Ham Company WHEAT FLOUR,branded_food,approve,category_estimate,Paul S,16/08/2026,"""Hydrothermaled"" (a specific heat/moisture treatment) is a real caveat not captured by the generic candidate, but no better option is evident -- category estimate with that caveat; the ""Ham Company"" brand name is coincidental, not itself a reason to doubt the product.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030196:PHYTCPPI,"Wheat flour, type for leavened pastry",PHYTCPPI,56.364000000000004,299244,834648,"Whole Foods Market, Inc. WHOLE WHEAT PASTRY FLOUR",branded_food,approve,category_estimate,Paul S,16/08/2026,"Pastry flour matches pastry flour; ""leavened"" pastry nuance minor.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030197:PHYT-,"Wheat flour, Wampum (spring wheat), high phytate-content",PHYT-,1628.0,1279302,2539361,Early Bird Farm HARD RED SPRING WHEAT FLOUR,branded_food,approve,category_estimate,Paul S,16/08/2026,Explicit grain (spring wheat) matches candidate -- part of the same Wampum phytate-level comparison study as the sibling rows already reviewed elsewhere in this review; approved on the same category-estimate basis.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030198:PHYT-,"Wheat flour, Wampum (spring wheat), low phytate-content",PHYT-,167.2,1279302,2539361,Early Bird Farm HARD RED SPRING WHEAT FLOUR,branded_food,approve,category_estimate,Paul S,16/08/2026,Part of the same Wampum phytate-level comparison study as the sibling rows; explicit grain (spring wheat) matches candidate.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030200:PHYT-,"Wheat flour, Wampum (spring wheat), medium-high phytate-content",PHYT-,1469.6,1279302,2539361,Early Bird Farm HARD RED SPRING WHEAT FLOUR,branded_food,approve,category_estimate,Paul S,16/08/2026,"Explicit grain (spring wheat) matches candidate's hard red spring wheat flour -- reasonable category estimate. Related to review_4's Wampum LOW-phytate-variety row (01030198) but this is a separate medium-high-phytate control/comparison cultivar within the same study, not itself special-cased.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030209:PHYTCPPI,"Wheat flour, whole grain",PHYTCPPI,986.37,326272,909976,"Topco Associates, Inc. 100% WHOLE GRAIN WHOLE WHEAT FLOUR, WHOLE GRAIN",branded_food,approve,category_estimate,Paul S,16/08/2026,Excellent match (100% whole grain whole wheat flour).,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030210:PHYTCPP,"Wheat flour, whole grain",PHYTCPP,1102.896,326272,909976,"Topco Associates, Inc. 100% WHOLE GRAIN WHOLE WHEAT FLOUR, WHOLE GRAIN",branded_food,approve,category_estimate,Paul S,16/08/2026,Excellent match.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030211:PHYTC-,"Wheat flour, whole grain",PHYTC-,1146.7017600000001,326272,909976,"Topco Associates, Inc. 100% WHOLE GRAIN WHOLE WHEAT FLOUR, WHOLE GRAIN",branded_food,approve,category_estimate,Paul S,16/08/2026,Excellent match (100% whole grain whole wheat flour).,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030212:PHYTCPPD,"Wheat flour, whole grain",PHYTCPPD,537.0,326272,909976,"Topco Associates, Inc. 100% WHOLE GRAIN WHOLE WHEAT FLOUR, WHOLE GRAIN",branded_food,approve,category_estimate,Paul S,16/08/2026,Excellent match (100% whole grain whole wheat flour).,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030213:PHYTCPPD,"Wheat flour, whole grain",PHYTCPPD,814.0,326272,909976,"Topco Associates, Inc. 100% WHOLE GRAIN WHOLE WHEAT FLOUR, WHOLE GRAIN",branded_food,approve,category_estimate,Paul S,16/08/2026,"Excellent match, duplicate fraction row.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030214:PHYTCPPI,"Wheat flour, whole grain",PHYTCPPI,555.716,326272,909976,"Topco Associates, Inc. 100% WHOLE GRAIN WHOLE WHEAT FLOUR, WHOLE GRAIN",branded_food,approve,category_estimate,Paul S,16/08/2026,"Excellent match, duplicate fraction row.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030215:PHYTCA,"Wheat flour, whole grain",PHYTCA,770.0,326272,909976,"Topco Associates, Inc. 100% WHOLE GRAIN WHOLE WHEAT FLOUR, WHOLE GRAIN",branded_food,approve,category_estimate,Paul S,16/08/2026,"Excellent match, duplicate fraction row.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030216:IP6,"Wheat flour, whole grain, Pillsbury",IP6,1176.0,1818,168944,"Wheat flour, whole-grain, soft wheat",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Brand not captured, otherwise a reasonable generic match.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030217:PHYTC-,"Wheat flour, whole meal",PHYTC-,587.4,371150,1063217,LIDL WHOLE WHEAT FLOUR,branded_food,approve,category_estimate,Paul S,16/08/2026,Wholemeal = whole wheat -- direct match.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030219:PHYTCPPI,"Wheat, baking flour",PHYTCPPI,253.3,157843,517400,"Baker Miller, LLC WHEAT FLOUR",branded_food,approve,category_estimate,Paul S,16/08/2026,"""Baking"" wheat flour matches generic wheat flour; category correct.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030225:PHYTC-,"Wheat, germ",PHYTC-,1026.0,1766,168892,"Wheat germ, crude",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,Clean match.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030226:PHYTCPPD,"Wheat, gluten, raw",PHYTCPPD,313.0,1032,168147,Vital wheat gluten,sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Gluten matches gluten -- reasonable match, ""vital"" just denotes a purified high-protein product.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01030231:PHYTCPP,"Wheat, semolina, raw",PHYTCPP,549.0,61013,380622,CORA DURUM WHEAT SEMOLINA,branded_food,approve,category_estimate,Paul S,16/08/2026,"Clean match, duplicate of the earlier semolina row.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040013:PHYTCA,Sorghum flour,PHYTCA,490.0,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Whole-grain assumption for an unspecified ""Sorghum flour"" is a reasonable default.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040014:PHYTCPPI,"Sorghum flour, Dabar, whole grain, 10KGy irradiated, boiled, dried",PHYTCPPI,181.05379499999998,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040015:PHYTCPPI,"Sorghum flour, Dabar, whole grain, 10KGy irradiated, dried",PHYTCPPI,207.23469,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040016:PHYTCPPI,"Sorghum flour, Dabar, whole grain, 10KGy irradiated, fermented, boiled, dried",PHYTCPPI,126.67809,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040017:PHYTCPPI,"Sorghum flour, Dabar, whole grain, 10KGy irradiated, fermented, dried",PHYTCPPI,92.35644,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040018:PHYTCPPI,"Sorghum flour, Dabar, whole grain, 15KGy irradiated, boiled, dried",PHYTCPPI,171.334055,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040019:PHYTCPPI,"Sorghum flour, Dabar, whole grain, 15KGy irradiated, dried",PHYTCPPI,203.462145,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040020:PHYTCPPI,"Sorghum flour, Dabar, whole grain, 15KGy irradiated, fermented, boiled, dried",PHYTCPPI,119.615205,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040021:PHYTCPPI,"Sorghum flour, Dabar, whole grain, 15KGy irradiated, fermented, dried",PHYTCPPI,87.48711499999999,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040022:PHYTCPPI,"Sorghum flour, Dabar, whole grain, 5KGy irradiated, boiled, dried",PHYTCPPI,186.12167499999998,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040023:PHYTCPPI,"Sorghum flour, Dabar, whole grain, 5KGy irradiated, dried",PHYTCPPI,217.04898,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040024:PHYTCPPI,"Sorghum flour, Dabar, whole grain, 5KGy irradiated, fermented, boiled, dried",PHYTCPPI,128.588,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040025:PHYTCPPI,"Sorghum flour, Dabar, whole grain, 5KGy irradiated, fermented, dried",PHYTCPPI,93.76523499999999,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040026:PHYTCPPI,"Sorghum flour, Dabar, whole grain, boiled, dried",PHYTCPPI,211.26252,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040027:PHYTCPPI,"Sorghum flour, Dabar, whole grain, dried",PHYTCPPI,251.503,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar-specific source, reasonable generic whole-grain sorghum-flour category estimate.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040028:PHYTCPPI,"Sorghum flour, Dabar, whole grain, fermented, boiled, dried",PHYTCPPI,147.129255,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040029:PHYTCPPI,"Sorghum flour, Dabar, whole grain, fermented, dried",PHYTCPPI,108.14629,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040030:IP5,"Sorghum flour, ground-dried",IP5,13.0,268,2512373,"Flour, sorghum",foundation_food,approve,category_estimate,Paul S,16/08/2026,Ground-dried is the standard flour-making process -- clean match.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040030:IP5_A_IP6,"Sorghum flour, ground-dried",IP5_A_IP6,98.0,268,2512373,"Flour, sorghum",foundation_food,approve,category_estimate,Paul S,16/08/2026,Ground-dried is the standard flour-making process -- clean match.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040030:IP6,"Sorghum flour, ground-dried",IP6,85.0,268,2512373,"Flour, sorghum",foundation_food,approve,category_estimate,Paul S,16/08/2026,Ground-dried is the standard flour-making process -- clean match.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040030:PHYTCPP,"Sorghum flour, ground-dried",PHYTCPP,489.0,268,2512373,"Flour, sorghum",foundation_food,approve,category_estimate,Paul S,16/08/2026,Ground-dried is the standard flour-making process -- clean match.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040031:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, 10KGy irradiated, boiled, dried",PHYTCPPI,103.71189499999998,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040032:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, 10KGy irradiated, dried",PHYTCPPI,214.23139,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040033:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, 10KGy irradiated, fermented, boiled, dried",PHYTCPPI,128.975655,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040034:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, 10KGy irradiated, fermented, dried",PHYTCPPI,125.08965,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040035:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, 15KGy irradiated, boiled, dried",PHYTCPPI,167.26840499999997,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040036:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, 15KGy irradiated, dried",PHYTCPPI,205.48551500000002,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040037:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, 15KGy irradiated, fermented, boiled, dried",PHYTCPPI,123.964505,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040038:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, 15KGy irradiated, fermented, dried",PHYTCPPI,98.7102,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040039:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, 5KGy irradiated, dried",PHYTCPPI,249.016335,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040040:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, 5KGy irradiated, fermented, boiled, dried",PHYTCPPI,181.46036,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040041:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, 5KGy irradiated, fermented, boiled, dried",PHYTCPPI,131.40559,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040042:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, 5KGy irradiated, fermented, dried",PHYTCPPI,106.397115,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040043:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, boiled, dried",PHYTCPPI,205.750255,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040044:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, dried",PHYTCPPI,257.176,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar-specific source, reasonable generic whole-grain sorghum-flour category estimate.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040045:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, fermented, boiled, dried",PHYTCPPI,151.73384,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040046:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, fermented, dried",PHYTCPPI,122.15859999999999,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040047:PHYTCPPI,"Sorghum flour, Tabat",PHYTCPPI,295.001555,268,2512373,"Flour, sorghum",foundation_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar-specific, reasonable match.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040048:PHYTCPPI,"Sorghum flour, Wad Ahmed, whole grain, 10KGy irradiated, boiled, dried",PHYTCPPI,169.75507,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
01040049:PHYTCPPI,"Sorghum flour, Wad Ahmed, whole grain, 10KGy irradiated, dried",PHYTCPPI,208.72858,1817,168943,"Sorghum flour, whole-grain",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar/irradiation-dose/fermentation-treatment-specific source, reasonable generic whole-grain sorghum-flour category estimate -- treatment specificity not preserved, standard caveat throughout this review.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
