row_identifier,food_description,compound_fraction,value,candidate,candidate_data_type,match_confidence,rationale,review_verdict,approved_fdc_food,rejection_reason,match_scope,reviewer,review_date,review_notes
01010233:PHYTCPPI,"Rice, Japonica, Xiushui63, dehulled, dried, high N fertilization",PHYTCPPI,671.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Xiushui63, dehulled, dried, high N fertilization), value 671.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010234:PHYTCPPI,"Rice, Japonica, Xiushui63, dehulled, dried, moderate N fertilization",PHYTCPPI,732.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Xiushui63, dehulled, dried, moderate N fertilization), value 732.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010235:PHYTCPPI,"Rice, Japonica, Xiushui63, dehulled, dried, moderate N fertilization",PHYTCPPI,637.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Xiushui63, dehulled, dried, moderate N fertilization), value 637.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010239:PHYTCPPI,"Rice, Japonica, Xudao3, dehulled, dried, moderate N fertilization",PHYTCPPI,843.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Xudao3, dehulled, dried, moderate N fertilization), value 843.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010240:PHYTCPPI,"Rice, Japonica, Xudao3, dehulled, dried, moderate N fertilization",PHYTCPPI,725.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Xudao3, dehulled, dried, moderate N fertilization), value 725.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010244:PHYTCPPI,"Rice, Japonica, Xudao4, dehulled, dried, moderate N fertilization",PHYTCPPI,872.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Xudao4, dehulled, dried, moderate N fertilization), value 872.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010245:PHYTCPPI,"Rice, Japonica, Xudao4, dehulled, dried, moderate N fertilization",PHYTCPPI,773.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Xudao4, dehulled, dried, moderate N fertilization), value 773.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010249:PHYTCPPI,"Rice, Japonica, Xudao5, dehulled, dried, moderate N fertilization",PHYTCPPI,760.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Xudao5, dehulled, dried, moderate N fertilization), value 760.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010250:PHYTCPPI,"Rice, Japonica, Xudao5, dehulled, dried, moderate N fertilization",PHYTCPPI,737.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Xudao5, dehulled, dried, moderate N fertilization), value 737.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010252:PHYTCPPI,"Rice, Japonica, Yanjing2, dehulled, dried, high N fertilization",PHYTCPPI,776.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Yanjing2, dehulled, dried, high N fertilization), value 776.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010253:PHYTCPPI,"Rice, Japonica, Yanjing2, dehulled, dried, high N fertilization",PHYTCPPI,737.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Yanjing2, dehulled, dried, high N fertilization), value 737.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010254:PHYTCPPI,"Rice, Japonica, Yanjing2, dehulled, dried, moderate N fertilization",PHYTCPPI,810.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Yanjing2, dehulled, dried, moderate N fertilization), value 810.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010255:PHYTCPPI,"Rice, Japonica, Yanjing2, dehulled, dried, moderate N fertilization",PHYTCPPI,826.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Yanjing2, dehulled, dried, moderate N fertilization), value 826.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010257:PHYTCPPI,"Rice, Japonica, Yanjing5, dehulled, dried, high N fertilization",PHYTCPPI,791.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Yanjing5, dehulled, dried, high N fertilization), value 791.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010258:PHYTCPPI,"Rice, Japonica, Yanjing5, dehulled, dried, high N fertilization",PHYTCPPI,738.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Yanjing5, dehulled, dried, high N fertilization), value 738.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010259:PHYTCPPI,"Rice, Japonica, Yanjing5, dehulled, dried, moderate N fertilization",PHYTCPPI,803.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Yanjing5, dehulled, dried, moderate N fertilization), value 803.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010260:PHYTCPPI,"Rice, Japonica, Yanjing5, dehulled, dried, moderate N fertilization",PHYTCPPI,821.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Yanjing5, dehulled, dried, moderate N fertilization), value 821.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010262:PHYTCPPI,"Rice, Japonica, Yanjing9, dehulled, dried, high N fertilization",PHYTCPPI,724.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Yanjing9, dehulled, dried, high N fertilization), value 724.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010263:PHYTCPPI,"Rice, Japonica, Yanjing9, dehulled, dried, high N fertilization",PHYTCPPI,712.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Yanjing9, dehulled, dried, high N fertilization), value 712.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010264:PHYTCPPI,"Rice, Japonica, Yanjing9, dehulled, dried, moderate N fertilization",PHYTCPPI,812.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Yanjing9, dehulled, dried, moderate N fertilization), value 812.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010265:PHYTCPPI,"Rice, Japonica, Yanjing9, dehulled, dried, moderate N fertilization",PHYTCPPI,729.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Yanjing9, dehulled, dried, moderate N fertilization), value 729.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010267:PHYTCPPI,"Rice, Japonica, Zaofeng9, dehulled, dried, high N fertilization",PHYTCPPI,758.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Zaofeng9, dehulled, dried, high N fertilization), value 758.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010268:PHYTCPPI,"Rice, Japonica, Zaofeng9, dehulled, dried, high N fertilization",PHYTCPPI,727.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Zaofeng9, dehulled, dried, high N fertilization), value 727.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010269:PHYTCPPI,"Rice, Japonica, Zaofeng9, dehulled, dried, moderate N fertilization",PHYTCPPI,800.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Zaofeng9, dehulled, dried, moderate N fertilization), value 800.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010270:PHYTCPPI,"Rice, Japonica, Zaofeng9, dehulled, dried, moderate N fertilization",PHYTCPPI,774.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Zaofeng9, dehulled, dried, moderate N fertilization), value 774.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010272:PHYTCPPI,"Rice, Japonica, Zhendao10, dehulled, dried, high N fertilization",PHYTCPPI,739.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Zhendao10, dehulled, dried, high N fertilization), value 739.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010273:PHYTCPPI,"Rice, Japonica, Zhendao10, dehulled, dried, high N fertilization",PHYTCPPI,677.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Zhendao10, dehulled, dried, high N fertilization), value 677.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010274:PHYTCPPI,"Rice, Japonica, Zhendao10, dehulled, dried, moderate N fertilization",PHYTCPPI,786.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Zhendao10, dehulled, dried, moderate N fertilization), value 786.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010275:PHYTCPPI,"Rice, Japonica, Zhendao10, dehulled, dried, moderate N fertilization",PHYTCPPI,796.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Zhendao10, dehulled, dried, moderate N fertilization), value 796.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010277:PHYTCPPI,"Rice, Japonica, Zhendao88, dehulled, dried, high N fertilization",PHYTCPPI,752.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Zhendao88, dehulled, dried, high N fertilization), value 752.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010278:PHYTCPPI,"Rice, Japonica, Zhendao88, dehulled, dried, high N fertilization",PHYTCPPI,754.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Zhendao88, dehulled, dried, high N fertilization), value 754.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010279:PHYTCPPI,"Rice, Japonica, Zhendao88, dehulled, dried, moderate N fertilization",PHYTCPPI,818.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Zhendao88, dehulled, dried, moderate N fertilization), value 818.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010280:PHYTCPPI,"Rice, Japonica, Zhendao88, dehulled, dried, moderate N fertilization",PHYTCPPI,810.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Zhendao88, dehulled, dried, moderate N fertilization), value 810.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010282:PHYTCPPI,"Rice, Japonica, Zhendao99, dehulled, dried, high N fertilization",PHYTCPPI,710.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Zhendao99, dehulled, dried, high N fertilization), value 710.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010283:PHYTCPPI,"Rice, Japonica, Zhendao99, dehulled, dried, high N fertilization",PHYTCPPI,686.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Zhendao99, dehulled, dried, high N fertilization), value 686.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010284:PHYTCPPI,"Rice, Japonica, Zhendao99, dehulled, dried, moderate N fertilization",PHYTCPPI,806.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Zhendao99, dehulled, dried, moderate N fertilization), value 806.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01010285:PHYTCPPI,"Rice, Japonica, Zhendao99, dehulled, dried, moderate N fertilization",PHYTCPPI,852.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Rice bran, crude"" / ""Rice flour, brown"" (sr_legacy_food)) but this row is a specific breeding line/cultivar/processing-treatment at a distinct growth stage, transgenic status, or fertilization regime (Japonica, Zhendao99, dehulled, dried, moderate N fertilization), value 852.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
01020075:PHYTCPPD,"Maize, Bc 183 (1985), milky maturation stage, raw",PHYTCPPD,10.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Corn grain, yellow/white"", sr_legacy_food -- FDC catalogs this under ""Corn"", not ""Maize"", which is why the pipeline's literal-genus search missed it too) but this row is Bc 183 (1985), milky maturation stage, raw, value 10.0 -- for the transgenic NK603-trait rows this is one half of a positive/negative-trait comparison pair; collapsing either half onto one generic entry would erase the comparison the data exists to support, and for the landrace rows it would erase the landrace/maturation-stage distinction. DRAFT -- confirm before sign-off. Flag for matching-rule review: a Corn synonym would likely fix this whole group."
01020076:PHYTCPPD,"Maize, Bc 183 (1985), milky maturation stage, raw",PHYTCPPD,190.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Corn grain, yellow/white"", sr_legacy_food -- FDC catalogs this under ""Corn"", not ""Maize"", which is why the pipeline's literal-genus search missed it too) but this row is Bc 183 (1985), milky maturation stage, raw, value 190.0 -- for the transgenic NK603-trait rows this is one half of a positive/negative-trait comparison pair; collapsing either half onto one generic entry would erase the comparison the data exists to support, and for the landrace rows it would erase the landrace/maturation-stage distinction. DRAFT -- confirm before sign-off. Flag for matching-rule review: a Corn synonym would likely fix this whole group."
01020082:PHYTCPPD,"Maize, Bc 183 (1986), milky maturation stage, raw",PHYTCPPD,20.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Corn grain, yellow/white"", sr_legacy_food -- FDC catalogs this under ""Corn"", not ""Maize"", which is why the pipeline's literal-genus search missed it too) but this row is Bc 183 (1986), milky maturation stage, raw, value 20.0 -- for the transgenic NK603-trait rows this is one half of a positive/negative-trait comparison pair; collapsing either half onto one generic entry would erase the comparison the data exists to support, and for the landrace rows it would erase the landrace/maturation-stage distinction. DRAFT -- confirm before sign-off. Flag for matching-rule review: a Corn synonym would likely fix this whole group."
01020083:PHYTCPPD,"Maize, Bc 183 (1986), milky maturation stage, raw",PHYTCPPD,140.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Corn grain, yellow/white"", sr_legacy_food -- FDC catalogs this under ""Corn"", not ""Maize"", which is why the pipeline's literal-genus search missed it too) but this row is Bc 183 (1986), milky maturation stage, raw, value 140.0 -- for the transgenic NK603-trait rows this is one half of a positive/negative-trait comparison pair; collapsing either half onto one generic entry would erase the comparison the data exists to support, and for the landrace rows it would erase the landrace/maturation-stage distinction. DRAFT -- confirm before sign-off. Flag for matching-rule review: a Corn synonym would likely fix this whole group."
01020089:PHYTCPPD,"Maize, Bc 196 (1985), milky maturation stage, raw",PHYTCPPD,10.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Corn grain, yellow/white"", sr_legacy_food -- FDC catalogs this under ""Corn"", not ""Maize"", which is why the pipeline's literal-genus search missed it too) but this row is Bc 196 (1985), milky maturation stage, raw, value 10.0 -- for the transgenic NK603-trait rows this is one half of a positive/negative-trait comparison pair; collapsing either half onto one generic entry would erase the comparison the data exists to support, and for the landrace rows it would erase the landrace/maturation-stage distinction. DRAFT -- confirm before sign-off. Flag for matching-rule review: a Corn synonym would likely fix this whole group."
01020090:PHYTCPPD,"Maize, Bc 196 (1985), milky maturation stage, raw",PHYTCPPD,180.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Corn grain, yellow/white"", sr_legacy_food -- FDC catalogs this under ""Corn"", not ""Maize"", which is why the pipeline's literal-genus search missed it too) but this row is Bc 196 (1985), milky maturation stage, raw, value 180.0 -- for the transgenic NK603-trait rows this is one half of a positive/negative-trait comparison pair; collapsing either half onto one generic entry would erase the comparison the data exists to support, and for the landrace rows it would erase the landrace/maturation-stage distinction. DRAFT -- confirm before sign-off. Flag for matching-rule review: a Corn synonym would likely fix this whole group."
01020096:PHYTCPPD,"Maize, Bc 196 (1986), milky maturation stage, raw",PHYTCPPD,10.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Corn grain, yellow/white"", sr_legacy_food -- FDC catalogs this under ""Corn"", not ""Maize"", which is why the pipeline's literal-genus search missed it too) but this row is Bc 196 (1986), milky maturation stage, raw, value 10.0 -- for the transgenic NK603-trait rows this is one half of a positive/negative-trait comparison pair; collapsing either half onto one generic entry would erase the comparison the data exists to support, and for the landrace rows it would erase the landrace/maturation-stage distinction. DRAFT -- confirm before sign-off. Flag for matching-rule review: a Corn synonym would likely fix this whole group."
