row_identifier,food_description,compound_fraction,value,candidate,candidate_data_type,match_relationship,match_confidence,rationale,review_verdict,approved_fdc_food,rejection_reason,match_scope,reviewer,review_date,review_notes
01050197:PHYTCPPI,"Pearl millet, L. Zatiib, gray yellow, raw",PHYTCPPI,1304.16,"Peaches, yellow, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Peaches, yellow, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Pearl millet (a grain) vs PEACHES (a fruit) -- wrong category, coincidental ""yellow"" color word.",,Paul S,16/08/2026,
01050200:PHYTCPPI,"Pearl millet, raw",PHYTCPPI,709.56,"Millet, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Millet, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Millet, raw",,category_estimate,Paul S,16/08/2026,"Specific millet species vs a generic millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050201:IP6,"Pearl millet, raw",IP6,513.89,"Millet, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Millet, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Millet, raw",,category_estimate,Paul S,16/08/2026,"Specific millet species vs a generic millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050203:PHYTCPPI,"Pearl millet, SOSATC 88, gray yellow, raw",PHYTCPPI,1071.6,"Peaches, yellow, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Peaches, yellow, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Pearl millet (a grain) vs PEACHES (a fruit) -- wrong category, coincidental ""yellow"" color word.",,Paul S,16/08/2026,
01050204:PHYTCPPI,"Pearl millet, TK, yellow, raw",PHYTCPPI,1156.2,"Peaches, yellow, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Peaches, yellow, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Pearl millet (a grain) vs PEACHES (a fruit) -- wrong category, coincidental ""yellow"" color word.",,Paul S,16/08/2026,
01050212:PHYTCA,"Proso millet, TNAU-145, whole",PHYTCA,648.7199999999999,"Millet, whole grain",foundation_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Millet, whole grain",,category_estimate,Paul S,16/08/2026,"Specific millet species vs a generic whole-grain millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050214:PHYTCPP,"Samai, raw",PHYTCPP,265.0,"Sapodilla, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Sapodilla, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"""Samai"" (little millet, a grain) vs SAPODILLA (a fruit) -- wrong category entirely, coincidental ""Sa-"" prefix.",,Paul S,16/08/2026,
01060009:PHYTCPPD,"Barley bran, extruded at 115ºC and 14%H20",PHYTCPPD,1813.0,"Barley, hulled",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"BRAN (a byproduct fraction, extruded/processed) vs HULLED whole grain -- wrong milling fraction and wrong prep state.",,Paul S,16/08/2026,
01060010:PHYTCPPD,"Barley bran, extruded at 115ºC and 17%H20",PHYTCPPD,1782.0,"Barley, hulled",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"BRAN (a byproduct fraction, extruded/processed) vs HULLED whole grain -- wrong milling fraction and wrong prep state.",,Paul S,16/08/2026,
01060011:PHYTCPPD,"Barley bran, extruded at 115ºC and 20%H20",PHYTCPPD,1469.0,"Barley, hulled",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"BRAN (a byproduct fraction, extruded/processed) vs HULLED whole grain -- wrong milling fraction and wrong prep state.",,Paul S,16/08/2026,
01060013:PHYTCPPD,"Barley bran, extruded at 140ºC and 17%H20",PHYTCPPD,1773.0,"Barley, hulled",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"BRAN (a byproduct fraction, extruded/processed) vs HULLED whole grain -- wrong milling fraction and wrong prep state.",,Paul S,16/08/2026,
01060014:PHYTCPPD,"Barley bran, extruded at 140ºC and 20%H20",PHYTCPPD,1546.0,"Barley, hulled",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"BRAN (a byproduct fraction, extruded/processed) vs HULLED whole grain -- wrong milling fraction and wrong prep state.",,Paul S,16/08/2026,
01060015:PHYTCPPD,"Barley bran, extruded at 165ºC and 14%H20",PHYTCPPD,2140.0,"Barley, hulled",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"BRAN (a byproduct fraction, extruded/processed) vs HULLED whole grain -- wrong milling fraction and wrong prep state.",,Paul S,16/08/2026,
01060016:PHYTCPPD,"Barley bran, extruded at 165ºC and 17%H20",PHYTCPPD,1941.0,"Barley, hulled",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"BRAN (a byproduct fraction, extruded/processed) vs HULLED whole grain -- wrong milling fraction and wrong prep state.",,Paul S,16/08/2026,
01060017:PHYTCPPD,"Barley bran, extruded at 165ºC and 20%H20",PHYTCPPD,1773.0,"Barley, hulled",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"BRAN (a byproduct fraction, extruded/processed) vs HULLED whole grain -- wrong milling fraction and wrong prep state.",,Paul S,16/08/2026,
01060029:PHYTC-,Barley flour,PHYTC-,290.4,Barley flour or meal,sr_legacy_food,close_analogue,0.85,"name-matched at confidence 0.85, but preparation state/moisture basis alignment could not be confirmed automatically",approve,Barley flour or meal,,category_estimate,Paul S,16/08/2026,Clean match.
01060030:IP6,Barley flour,IP6,767.12,Barley flour or meal,sr_legacy_food,close_analogue,0.85,"name-matched at confidence 0.85, but preparation state/moisture basis alignment could not be confirmed automatically",approve,Barley flour or meal,,category_estimate,Paul S,16/08/2026,Clean match.
01060035:PP-,"Barley, dehulled",PP-,230.0,"Barley, hulled",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Barley, hulled",,category_estimate,Paul S,16/08/2026,"""Dehulled"" and ""hulled"" describe the same husk-removed state -- clean match."
01060036:IP3,"Barley, dried",IP3,1.8119999999999998,"Barley, hulled",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Barley, hulled",,category_estimate,Paul S,16/08/2026,"""Dried"" (unspecified milling) vs HULLED -- a common, minimally-processed form, reasonable default."
01060036:IP4,"Barley, dried",IP4,6.342,"Barley, hulled",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Barley, hulled",,category_estimate,Paul S,16/08/2026,"""Dried"" (unspecified milling) vs HULLED -- a common, minimally-processed form, reasonable default."
01060036:IP5,"Barley, dried",IP5,48.017999999999994,"Barley, hulled",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Barley, hulled",,category_estimate,Paul S,16/08/2026,"""Dried"" (unspecified milling) vs HULLED -- a common, minimally-processed form, reasonable default."
01060036:IPSUM,"Barley, dried",IPSUM,231.93599999999998,"Barley, hulled",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Barley, hulled",,category_estimate,Paul S,16/08/2026,"""Dried"" (unspecified milling) vs HULLED -- a common, minimally-processed form, reasonable default."
01060038:PHYTC-,"Barley, grain, raw",PHYTC-,739.5,"Barley, pearled, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Barley, pearled, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Source doesn't confirm pearled (bran-removed) milling state -- unconfirmed, phytate-relevant assumption, established concern.",,Paul S,16/08/2026,
01060039:PP-,"Barley, M955, dehulled",PP-,20.0,"Barley, hulled",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Barley, hulled",,category_estimate,Paul S,16/08/2026,"Cultivar-specific, dehulled matches hulled -- clean match."
01060045:PHYTCPP,"Barley, raw",PHYTCPP,386.0,"Barley, pearled, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Barley, pearled, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Source doesn't confirm pearled (bran-removed) milling state -- unconfirmed, phytate-relevant assumption, established concern.",,Paul S,16/08/2026,
01060050:IP4,"Barley, Sunnita, raw",IP4,55.46875,"Barley, pearled, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Barley, pearled, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Source doesn't confirm pearled (bran-removed) milling state -- unconfirmed, phytate-relevant assumption, established concern.",,Paul S,16/08/2026,
01060050:IP5,"Barley, Sunnita, raw",IP5,48.90125,"Barley, pearled, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Barley, pearled, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Source doesn't confirm pearled (bran-removed) milling state -- unconfirmed, phytate-relevant assumption, established concern.",,Paul S,16/08/2026,
01060050:IP6,"Barley, Sunnita, raw",IP6,569.93475,"Barley, pearled, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Barley, pearled, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Source doesn't confirm pearled (bran-removed) milling state -- unconfirmed, phytate-relevant assumption, established concern.",,Paul S,16/08/2026,
01060069:IP3,"Bread, mixed flour, wheat and oat",IP3,46.20000000000001,"Wheat flour, white, bread, enriched",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"BREAD vs FLOUR (wrong product form), and the oat component is missing entirely.",,Paul S,16/08/2026,
01060069:IP4,"Bread, mixed flour, wheat and oat",IP4,35.0,"Wheat flour, white, bread, enriched",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"BREAD vs FLOUR (wrong product form), and the oat component is missing entirely.",,Paul S,16/08/2026,
01060069:IP5,"Bread, mixed flour, wheat and oat",IP5,52.2,"Wheat flour, white, bread, enriched",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"BREAD vs FLOUR (wrong product form), and the oat component is missing entirely.",,Paul S,16/08/2026,
01060069:IP6,"Bread, mixed flour, wheat and oat",IP6,191.4,"Wheat flour, white, bread, enriched",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"BREAD vs FLOUR (wrong product form), and the oat component is missing entirely.",,Paul S,16/08/2026,
01060070:IP3,"Bread, mixed flour, wheat and potato",IP3,37.8,"Wheat flour, white, bread, enriched",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"BREAD vs FLOUR (wrong product form), and the potato component is missing entirely.",,Paul S,16/08/2026,
01060070:IP4,"Bread, mixed flour, wheat and potato",IP4,50.0,"Wheat flour, white, bread, enriched",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"BREAD vs FLOUR (wrong product form), and the potato component is missing entirely.",,Paul S,16/08/2026,
01060070:IP6,"Bread, mixed flour, wheat and potato",IP6,19.8,"Wheat flour, white, bread, enriched",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"BREAD vs FLOUR (wrong product form), and the potato component is missing entirely.",,Paul S,16/08/2026,
01060077:PHYTCPPD,"Bread, rye-based",PHYTCPPD,77.0,"Bread, rye",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Bread, rye",,category_estimate,Paul S,16/08/2026,Clean match.
01060080:PHYTC-,"Bread, rye-based, RySoy",PHYTC-,377.6,"Bread, rye",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"""RySoy"" suggests a rye+soy blend -- the soy component is missing from a plain rye-bread candidate.",,Paul S,16/08/2026,
01060082:PHYTC-,"Bread, rye-based, swiss rye",PHYTC-,330.6,"Bread, rye",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Bread, rye",,category_estimate,Paul S,16/08/2026,"""Swiss rye"" reads as a rye-bread style/brand -- category correct, reasonable estimate."
01060083:IP6,"Bread, sour buckwheat-based",IP6,26.4,"Flour, buckwheat",foundation_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"BREAD (a baked, fermented product) vs raw FLOUR -- wrong product form.",,Paul S,16/08/2026,
01060108:PHYTCPPD,"Buckwheat bran, dried",PHYTCPPD,1012.0,Buckwheat,sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"BRAN (a specific milling fraction) vs unspecified whole ""Buckwheat"" -- product-form mismatch.",,Paul S,16/08/2026,
01060111:PHYTCPPD,"Buckwheat flour, wholemeal dried",PHYTCPPD,1810.0,"Buckwheat flour, whole-groat",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Buckwheat flour, whole-groat",,category_estimate,Paul S,16/08/2026,"""Wholemeal"" and ""whole-groat"" describe comparable milling states -- reasonable match."
01060116:IP4,"Buckwheat, Kora, raw",IP4,8.78,Buckwheat,sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,Buckwheat,,category_estimate,Paul S,16/08/2026,"Cultivar-specific, reasonable generic buckwheat category estimate."
01060116:IP5,"Buckwheat, Kora, raw",IP5,17.56,Buckwheat,sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,Buckwheat,,category_estimate,Paul S,16/08/2026,"Cultivar-specific, reasonable generic buckwheat category estimate."
01060116:IP6,"Buckwheat, Kora, raw",IP6,1518.94,Buckwheat,sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,Buckwheat,,category_estimate,Paul S,16/08/2026,"Cultivar-specific, reasonable generic buckwheat category estimate."
01060117:PHYTCPPD,"Buckwheat, whole grain, dried",PHYTCPPD,1696.7,"Buckwheat, whole grain",foundation_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Buckwheat, whole grain",,category_estimate,Paul S,16/08/2026,"Clean match, dried is a minor caveat."
01060126:PHYTCPP,"Injera bread, barley and wheat",PHYTCPP,16.512000000000004,"Bread, wheat",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"Injera (a fermented Ethiopian flatbread) vs a plain wheat bread entry -- wrong traditional product, and the barley component is missing entirely.",,Paul S,16/08/2026,
01060134:PHYTCPP,"Injera flour, barley and wheat",PHYTCPP,1017.2820000000002,"Flour, barley",foundation_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,Missing the wheat component entirely -- established injera mixed-grain concern.,,Paul S,16/08/2026,
01060135:PHYTCPP,"Injera flour, teff and white sorghum",PHYTCPP,1201.698,"Flour, sorghum",foundation_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"Missing the teff component -- teff is actually the primary traditional injera grain, a significant omission.",,Paul S,16/08/2026,
01060136:PHYTCPP,"Injera flour, wheat and red sorghum",PHYTCPP,909.7109999999999,"Flour, sorghum",foundation_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"Missing the wheat component entirely, plus an unconfirmed red/white sorghum-color mismatch.",,Paul S,16/08/2026,
01060176:PHYTCPPD,"Oat bran, raw",PHYTCPPD,2769.0,"Oat bran, raw",sr_legacy_food,regional_equivalent,0.85,"name match with preparation state 'raw' confirmed present in 'Oat bran, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Oat bran, raw",,category_estimate,Paul S,16/08/2026,Exact match.
01060177:PHYTCPPD,"Oat bran, raw",PHYTCPPD,2769.0,"Oat bran, raw",sr_legacy_food,regional_equivalent,0.85,"name match with preparation state 'raw' confirmed present in 'Oat bran, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Oat bran, raw",,category_estimate,Paul S,16/08/2026,Exact match.
01060187:PHYTCPPD,"Oat fiber, raw",PHYTCPPD,80.0,"Oat bran, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Oat bran, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"""Fiber"" (an isolated fraction) vs BRAN (a different milling fraction) -- different product.",,Paul S,16/08/2026,
01060188:PHYTCPP,"Oat flake, raw",PHYTCPP,871.0,"Oat bran, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Oat bran, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,FLAKE (rolled whole-oat product) vs BRAN (a milling fraction) -- different product form.,,Paul S,16/08/2026,
01060189:PHYTCA,Oat flour,PHYTCA,270.0,"Oat flour, partially debranned",sr_legacy_food,close_analogue,0.85,"name-matched at confidence 0.85, but preparation state/moisture basis alignment could not be confirmed automatically",approve,"Oat flour, partially debranned",,category_estimate,Paul S,16/08/2026,"Reasonable default, no better plain-oat-flour candidate evident."
01060206:IP4,"Porridge formula, oatmeal, commercial, ""Ahaa"" small flakes",IP4,35.0,"Cookies, oatmeal, commercially prepared, regular",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"A porridge FORMULA vs COOKIES (a baked snack) -- wrong product form, established pattern.",,Paul S,16/08/2026,
01060206:IP5,"Porridge formula, oatmeal, commercial, ""Ahaa"" small flakes",IP5,220.4,"Cookies, oatmeal, commercially prepared, regular",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"A porridge FORMULA vs COOKIES (a baked snack) -- wrong product form, established pattern.",,Paul S,16/08/2026,
01060221:IP6,"Quinoa, boiled",IP6,554.1400000000001,"Quinoa, cooked",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Quinoa, cooked",,category_estimate,Paul S,16/08/2026,Clean match (boiled/cooked equivalent).
01060222:PHYTCPP,"Quinoa, raw",PHYTCPP,120.0,"Quinces, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Quinces, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Quinoa (a grain) vs QUINCES (a fruit) -- wrong category, coincidental ""Quin-"" prefix.",,Paul S,16/08/2026,
01060226:PHYTC-,"Rye, grain, raw",PHYTC-,161.08820000000003,Rye grain,sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,Rye grain,,category_estimate,Paul S,16/08/2026,Clean match.
01060228:IP5_A_IP6,"Teff dough, unfermented, raw",IP5_A_IP6,139.0,"Teff, uncooked",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Teff, uncooked",,category_estimate,Paul S,16/08/2026,"Dough form vs whole/ground grain is a product-form gap, but no better candidate is evident and ""uncooked""/""unfermented"" align -- reasonable category estimate."
01060233:PHYTCPP,"Teff, whole grain, dried",PHYTCPP,1371.072,"Egg, whole, dried",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'dried' confirmed present in 'Egg, whole, dried', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Teff (a grain) vs EGG (an animal product) -- wrong category entirely, coincidental ""whole""/""dried"" word overlap.",,Paul S,16/08/2026,
02010012:IP6,"Potato, french fries (McDonald's)",IP6,106.0,"McDONALD'S, french fries",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"McDONALD'S, french fries",,category_estimate,Paul S,16/08/2026,Exact brand match.
02010014:IP6,"Potato, Imilla, boiled",IP6,19.865999999999996,"Sweet potato, cooked, boiled, without skin",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"Potato vs SWEET potato -- different plant family, established species mismatch.",,Paul S,16/08/2026,
02010016:IP6,"Potato, Kennebec, raw, unpeeled",IP6,35.0,"Potatoes, raw, skin",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Potatoes, raw, skin', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Potatoes, raw, skin",,category_estimate,Paul S,16/08/2026,"""Unpeeled"" matches the candidate's ""with skin"" -- good match, cultivar not preserved."
02010017:IP6,"Potato, mashed flakes, dehydrated, Hungry Jack®",IP6,205.0,"Potatoes, mashed, dehydrated, flakes without milk, dry form",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Potatoes, mashed, dehydrated, flakes without milk, dry form",,category_estimate,Paul S,16/08/2026,"Good product match, brand not captured but reasonable."
02010022:PHYTCPP,"Potato, red skin, raw",PHYTCPP,59.74,"Potatoes, raw, skin",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Potatoes, raw, skin', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Potatoes, raw, skin",,category_estimate,Paul S,16/08/2026,Skin-on matches candidate; specific red-skin variety not captured -- reasonable category estimate.
02010023:IP6,"Potato, red skin, raw",IP6,51.0,"Potatoes, raw, skin",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Potatoes, raw, skin', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Potatoes, raw, skin",,category_estimate,Paul S,16/08/2026,Skin-on matches candidate; specific red-skin variety not captured -- reasonable category estimate.
02010026:IP6,"Potato, Russet Norkotah, raw, unpeeled",IP6,47.0,"Potatoes, russet, without skin, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Potatoes, russet, without skin, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"UNPEELED (with skin) vs candidate explicitly ""WITHOUT skin"" -- direct contradiction.",,Paul S,16/08/2026,
02010029:IP6,"Potato, Superior, raw, unpeeled",IP6,44.0,"Potatoes, raw, skin",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Potatoes, raw, skin', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Potatoes, raw, skin",,category_estimate,Paul S,16/08/2026,Same reasoning as the Kennebec row.
02010033:PHYTCPPI,"Potato, white skin and flesh, peeled, boiled",PHYTCPPI,4.818072,"Potatoes, white, flesh and skin, baked",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"BOILED vs BAKED (different cooking method) and PEELED vs ""flesh and skin"" (skin-inclusion contradiction) -- double mismatch.",,Paul S,16/08/2026,
02010045:PHYTCPP,"Sweet potato, fried in coconut oil",PHYTCPP,7.0,Adidas Ag ORGANIC REFINED COCONUT OIL,branded_food,close_analogue,0.95,"name-matched at confidence 0.95, but preparation state/moisture basis alignment could not be confirmed automatically",reject,,"A fried sweet-potato dish matched to plain coconut oil from a sportswear company -- wrong category/product entirely, missing the sweet-potato component.",,Paul S,16/08/2026,
02010052:PP-,"Sweet potato, red, raw, peeled",PP-,6.215999999999999,"Sweet potato leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Sweet potato leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Root (tuber) vs LEAVES -- wrong plant part, established pattern.",,Paul S,16/08/2026,
02020008:PHYTCPPI,"Cassava, boiled",PHYTCPPI,60.0,"Cassava, raw",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,BOILED vs RAW -- meaningful prep-state mismatch.,,Paul S,16/08/2026,
02020009:IP6,"Cassava, boiled",IP6,61.69,"Cassava, raw",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,BOILED vs RAW -- meaningful prep-state mismatch.,,Paul S,16/08/2026,
02020014:PHYTCPPD,"Cassava, Kello 44/72, roots, boiled",PHYTCPPD,129.0844,"Cassava, raw",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,BOILED vs RAW -- meaningful prep-state mismatch.,,Paul S,16/08/2026,
02020017:PP-,"Cassava, raw, peeled",PP-,2.6208,"Cassava, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Cassava, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Cassava, raw",,category_estimate,Paul S,16/08/2026,"Peeling is a minor caveat, still raw -- reasonable category estimate."
02020020:PHYTCPPD,"Cassava, Quelle 104/72, roots, raw",PHYTCPPD,492.456,"Cassava, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Cassava, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Cassava, raw",,category_estimate,Paul S,16/08/2026,"Cultivar-specific, raw matches raw -- clean match."
02020021:IP6,"Cassava, raw",IP6,133.0,"Cassava, raw",sr_legacy_food,regional_equivalent,0.85,"name match with preparation state 'raw' confirmed present in 'Cassava, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Cassava, raw",,category_estimate,Paul S,16/08/2026,Exact match.
02020022:PHYTCPP,"Cassava, root, boiled",PHYTCPP,54.0,"Cassava, raw",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,BOILED vs RAW -- meaningful prep-state mismatch.,,Paul S,16/08/2026,
02020024:PHYTCPPD,"Cassava, tuber, boiled",PHYTCPPD,59.0,"Cassava, raw",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,BOILED vs RAW -- meaningful prep-state mismatch.,,Paul S,16/08/2026,
02020025:PHYT-,"Cassava, tuber, boiled",PHYT-,54.0,"Cassava, raw",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,BOILED vs RAW -- meaningful prep-state mismatch.,,Paul S,16/08/2026,
02020027:IP6,"Cocoyam, raw",IP6,83.0,"Yam, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Yam, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Cocoyam (typically Colocasia/Xanthosoma, the taro family) is botanically different from true yam (Dioscorea) despite the common nickname -- same false-cognate caution as sweet-potato-vs-potato.",,Paul S,16/08/2026,
02020033:PHYTCPP,"Tapioca, raw",PHYTCPP,64.42,"Taro, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Taro, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Tapioca is a starch product derived from cassava, not taro at all -- wrong category, coincidental ""Ta-"" prefix.",,Paul S,16/08/2026,
02030002:PHYTC-,"Cocoyam, corm, wild, washed, unpeeled, dried",PHYTC-,893.0419999999999,"Nuts, chestnuts, european, dried, unpeeled",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'dried' confirmed present in 'Nuts, chestnuts, european, dried, unpeeled', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"A root-vegetable corm vs CHESTNUTS (a tree nut) -- wrong category entirely, coincidental ""unpeeled, dried"" phrase overlap.",,Paul S,16/08/2026,
