row_identifier,food_description,compound_fraction,value,candidate,candidate_data_type,match_method,rationale,special_case_tag,review_verdict,approved_fdc_food,rejection_reason,match_scope,reviewer,review_date,review_notes,cross_reference
03010246:IP4,"Common bean, TalismÃ£, seed, raw",IP4,0,"Guavas, common, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Guavas, common, raw', 'Winged beans, mature seeds, raw') are too textually similar to the source description (0.44 vs 0.61 similarity) to place confidently",ZERO_VALUE_NEEDS_QUALIFIER,reject,,"Same mismatch, IP4 fraction of the same food.",,Paul S,06/08/2026,"DRAFT -- confirm before sign-off.  ZERO-VALUE ASSESSMENT: Plausible for the IP4 fraction, moot given the wrong candidate.",
04010103:PHYTCPPI,"Cassava, mature leaves, raw",PHYTCPPI,0,"Cassava, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Cassava, raw', 'Carrots, mature, raw') are too textually similar to the source description (0.62 vs 0.68 similarity) to place confidently",ZERO_VALUE_NEEDS_QUALIFIER,reject,,"Candidate (""Cassava, raw"") is presumably the root/tuber entry; source is specifically the LEAVES -- wrong plant part.",,Paul S,06/08/2026,DRAFT -- confirm before sign-off.  ZERO-VALUE ASSESSMENT: A true zero in cassava leaves specifically would be biologically unusual (leaves typically carry some phytate) -- more likely trace/below-detection-limit or a genus-vs-part mismatch artifact than a real measured-zero. Marked unclear.,
04010218:IP5,"Sesbania, boiled",IP5,0,"Sesbania flower, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Sesbania flower, raw', 'Seeds, breadfruit seeds, boiled') are too textually similar to the source description (0.56 vs 0.60 similarity) to place confidently",ZERO_VALUE_NEEDS_QUALIFIER,reject,,Boiled (cooked) source vs a RAW candidate -- prep-state mismatch; also the source doesn't confirm it's specifically the flower part that the candidate assumes.,,Paul S,06/08/2026,"DRAFT -- confirm before sign-off.  ZERO-VALUE ASSESSMENT: Unclear -- boiling can genuinely reduce/leach phytate toward zero for a water-soluble fraction like IP5, so a real measured-zero is plausible, but can't be confirmed without knowing the exact plant part.",
06010163:PHYTCPPI,"Sesame seed, raw",PHYTCPPI,0,ROUNDY'S SESAME SEED,branded_food,fuzzy,"top two name-search candidates (""ROUNDY'S SESAME SEED"", 'HULLED SESAME SEEDS') are too textually similar to the source description (0.61 vs 0.63 similarity) to place confidently",ZERO_VALUE_NEEDS_QUALIFIER,approve,ROUNDY'S SESAME SEED,,category_estimate,Paul S,06/08/2026,"DRAFT -- confirm before sign-off. Good match. ZERO-VALUE ASSESSMENT: Suspicious rather than plausible -- sesame seeds are typically phytate-rich, so a true zero is unexpected. More likely a below-detection-limit or data-transcription issue than a genuine measured-zero. Worth flagging for the underlying data source, not just this match.",
10010001:PHYTCPPI,"Tilapia fish, boiled",PHYTCPPI,0,"Fish, tilapia, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Fish, tilapia, raw', 'TILAPIA GEFILTE FISH') are too textually similar to the source description (0.47 vs 0.60 similarity) to place confidently",ZERO_VALUE_NEEDS_QUALIFIER,reject,,Boiled vs a RAW candidate -- meaningful prep-state gap (cooking measurably affects composition).,,Paul S,06/08/2026,DRAFT -- confirm before sign-off.  ZERO-VALUE ASSESSMENT: Plausible measured-zero regardless of the candidate mismatch -- phytate is a plant compound; fish (animal tissue) is a biologically reasonable near-zero source.,
10020001:PHYTCPPI,"Herring (west african herring), boiled",PHYTCPPI,0,HOMESTYLE HERRING,branded_food,fuzzy,"top two name-search candidates ('HOMESTYLE HERRING', 'WINE SAUCE HERRING') are too textually similar to the source description (0.44 vs 0.43 similarity) to place confidently",ZERO_VALUE_NEEDS_QUALIFIER,approve,HOMESTYLE HERRING,,category_estimate,Paul S,06/08/2026,DRAFT -- confirm before sign-off. Reasonable category match (boiled vs a prepared 'homestyle' product); species (west African vs generic herring) is a minor caveat. ZERO-VALUE ASSESSMENT: Plausible measured-zero -- same animal-tissue reasoning as tilapia above.,
10030001:PHYTCPPI,"Spanish fish, large",PHYTCPPI,0,"Fish, mackerel, spanish, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Fish, mackerel, spanish, raw', 'SPANISH RICE') are too textually similar to the source description (0.43 vs 0.65 similarity) to place confidently",ZERO_VALUE_NEEDS_QUALIFIER,approve,"Fish, mackerel, spanish, raw",,category_estimate,Paul S,06/08/2026,"DRAFT -- confirm before sign-off. ""Spanish fish"" reasonably read as a colloquial name for Spanish mackerel; ""large"" size descriptor not captured by the candidate. ZERO-VALUE ASSESSMENT: Plausible measured-zero -- animal tissue, same reasoning as the other fish rows.",
10070001:PHYTCPPI,"Herring (west african herring), dried",PHYTCPPI,0,DRIED BING CHERRIES,branded_food,fuzzy,"top two name-search candidates ('DRIED BING CHERRIES', ""American Importing Co. Inc. NATURE'S HARVEST, DRIED CHERRIES"") are too textually similar to the source description (0.25 vs 0.37 similarity) to place confidently",ZERO_VALUE_NEEDS_QUALIFIER,reject,,"Candidate (""DRIED BING CHERRIES"") is an unrelated fruit -- wrong category entirely, coincidental ""dried"" word match only.",,Paul S,06/08/2026,DRAFT -- confirm before sign-off.  ZERO-VALUE ASSESSMENT: Plausible measured-zero for the actual herring regardless of the wrong candidate -- animal tissue.,
10070002:PHYTCPPI,"Spanish fish, dried",PHYTCPPI,0,"Fish, mackerel, spanish, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Fish, mackerel, spanish, raw', 'SPANISH RICE') are too textually similar to the source description (0.43 vs 0.71 similarity) to place confidently",ZERO_VALUE_NEEDS_QUALIFIER,reject,,"Dried vs a RAW candidate -- meaningful prep-state gap (dehydration concentrates/alters composition), same concern as other dried-vs-raw fish rows in this review.",,Paul S,06/08/2026,"DRAFT -- confirm before sign-off.  ZERO-VALUE ASSESSMENT: Plausible measured-zero -- animal tissue, same reasoning as other fish rows.",
10070003:PHYTCPPI,"Tilapia fish, dried",PHYTCPPI,0,"Fish, tilapia, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Fish, tilapia, raw', 'Fish, tilapia, cooked, dry heat') are too textually similar to the source description (0.54 vs 0.52 similarity) to place confidently",ZERO_VALUE_NEEDS_QUALIFIER,reject,,Dried vs a RAW candidate -- same prep-state mismatch as the Spanish fish dried row above.,,Paul S,06/08/2026,DRAFT -- confirm before sign-off.  ZERO-VALUE ASSESSMENT: Plausible measured-zero -- animal tissue.,
11010001:PHYTCPPI,"Milk, breastmilk, raw",PHYTCPPI,0,"Breadfruit, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Breadfruit, raw', 'Quail, breast, meat only, raw') are too textually similar to the source description (0.56 vs 0.68 similarity) to place confidently",ZERO_VALUE_NEEDS_QUALIFIER,reject,,"Candidate (""Breadfruit, raw"") is a starchy fruit, completely unrelated to human breastmilk -- wrong category entirely.",,Paul S,06/08/2026,DRAFT -- confirm before sign-off.  ZERO-VALUE ASSESSMENT: Plausible/expected measured-zero regardless of the wrong candidate -- mammalian milk has no plant phytate source.,
11010002:PHYTCPPI,"Milk, cow, raw",PHYTCPPI,0,"Millet, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Millet, raw', 'Fish, milkfish, raw') are too textually similar to the source description (0.64 vs 0.55 similarity) to place confidently",ZERO_VALUE_NEEDS_QUALIFIER,reject,,"Candidate (""Millet, raw"") is a grain, completely unrelated to cow's milk -- wrong category entirely.",,Paul S,06/08/2026,"DRAFT -- confirm before sign-off.  ZERO-VALUE ASSESSMENT: Plausible/expected measured-zero -- dairy milk, no plant phytate source.",
12010003:PHYTCPPI,Groundnut oil,PHYTCPPI,0,"JHL JHL, GROUND CHILI GARLIC OIL",branded_food,fuzzy,"top two name-search candidates ('JHL JHL, GROUND CHILI GARLIC OIL', 'Ostrich, ground, raw') are too textually similar to the source description (0.44 vs 0.42 similarity) to place confidently",ZERO_VALUE_NEEDS_QUALIFIER,reject,,"Candidate is a chili-garlic cooking oil, unrelated to plain groundnut (peanut) oil -- wrong product, coincidental ""ground"" word fragment overlap with ""groundnut"".",,Paul S,06/08/2026,"DRAFT -- confirm before sign-off.  ZERO-VALUE ASSESSMENT: Plausible/expected measured-zero -- phytate is bound in the seed's protein/starch matrix and does not partition into extracted oil; pure oils are consistently near-zero phytate, well-established biochemically.",
12020001:PHYTCPPI,"Palm oil, orange",PHYTCPPI,0,"Orange peel, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Orange peel, raw', 'ORANGE JUICE, ORANGE') are too textually similar to the source description (0.38 vs 0.61 similarity) to place confidently",ZERO_VALUE_NEEDS_QUALIFIER,reject,,"Candidate (""Orange peel, raw"") is the citrus fruit's skin; source is palm OIL (the ""orange"" describes the oil's natural carotenoid color, i.e. red/orange palm oil) -- wrong category entirely, coincidental color-word overlap.",,Paul S,06/08/2026,DRAFT -- confirm before sign-off.  ZERO-VALUE ASSESSMENT: Plausible/expected measured-zero -- same oil-extraction reasoning as groundnut oil above.,
13020001:PHYTCPPI,Water,PHYTCPPI,0,"Watermelon, raw",sr_legacy_food,canonical,"top two name-search candidates ('Beverages, Cocoa mix, powder, prepared with water', 'Beverages, coffee, brewed, prepared with tap water') are too textually similar to the source description (0.19 vs 0.18 similarity) to place confidently",ZERO_VALUE_NEEDS_QUALIFIER,reject,,"Candidate (""Watermelon, raw"") is a fruit; source is plain water -- wrong category entirely, coincidental ""water"" substring match.",,Paul S,06/08/2026,DRAFT -- confirm before sign-off.  ZERO-VALUE ASSESSMENT: Expected/certain measured-zero -- plain water contains no phytate; this is very likely a blank/control sample in the source data.,
14050001:PHYTCPPI,Jaggery,PHYTCPPI,0,Lisa Produce CARAMEL JAGGERY POPPED WATER LILY SEEDS YOGA POPS,branded_food,fuzzy,"top two name-search candidates ('Lisa Produce CARAMEL JAGGERY POPPED WATER LILY SEEDS YOGA POPS', 'Lisa Produce CARAMEL JAGGERY POPPED WATER LILY SEEDS YOGA POPS, CARAMEL JAGGERY') are too textually similar to the source description (0.20 vs 0.16 similarity) to place confidently",ZERO_VALUE_NEEDS_QUALIFIER,reject,,"Candidate is a coated snack product (popped water lily seeds with jaggery caramel), not plain jaggery -- wrong product, jaggery is only one flavor component of the snack.",,Paul S,06/08/2026,DRAFT -- confirm before sign-off.  ZERO-VALUE ASSESSMENT: Plausible/expected measured-zero -- jaggery is concentrated sugarcane/palm sap; phytate is a seed/grain/legume-associated compound not present in cane juice.,
14050002:PHYTCPPI,Sugar,PHYTCPPI,0,"Sugars, brown",sr_legacy_food,canonical,"top two name-search candidates ('Candies, sugar-coated almonds', 'Beverages, Energy Drink, sugar free') are too textually similar to the source description (0.29 vs 0.25 similarity) to place confidently",ZERO_VALUE_NEEDS_QUALIFIER,reject,,"Plain ""Sugar"" (default assumption: white/refined) matched to BROWN sugar specifically, which has a different composition (molasses content) -- type mismatch.",,Paul S,06/08/2026,DRAFT -- confirm before sign-off.  ZERO-VALUE ASSESSMENT: Expected/certain measured-zero regardless of white-vs-brown -- pure sucrose contains no phytate either way.,
15020001:PHYTCPPI,"Salt, raw",PHYTCPPI,0,"Pork, cured, salt pork, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Pork, cured, salt pork, raw', 'Sapodilla, raw') are too textually similar to the source description (0.50 vs 0.70 similarity) to place confidently",ZERO_VALUE_NEEDS_QUALIFIER,reject,,"""Salt pork"" is a cured MEAT product (named for how it's preserved), not plain salt itself -- wrong category entirely, coincidental ""salt"" word.",,Paul S,06/08/2026,"DRAFT -- confirm before sign-off.  ZERO-VALUE ASSESSMENT: Expected/certain measured-zero -- salt is a pure mineral (sodium chloride), contains no phytate.",
16010064:IP5_A_IP6,"Infant flour, cereal-based, commercially produced, fortified",IP5_A_IP6,0,"Babyfood, baked product, finger snacks cereal fortified",sr_legacy_food,fuzzy,"top two name-search candidates ('Babyfood, baked product, finger snacks cereal fortified', 'Pie, apple, commercially prepared, enriched flour') are too textually similar to the source description (0.35 vs 0.53 similarity) to place confidently",ZERO_VALUE_NEEDS_QUALIFIER,reject,,"Wrong food category — matched to a baked snack product, not a dry powdered infant cereal. Confirmed by the near-identical row ""Infant flour, cereal-based, commercial, fortified"" correctly matching a Babyfood dry-fortified cereal candidate. Tracked as Prompt 3B bug #2; source doesn't specify grain, so no replacement is asserted — awaiting re-run after the ingestion fix.",unusable,Paul S,06/08/2026,,"Also in review_5_infant_flour_cluster.csv â€” that file covers the FOOD MATCH decision for this row (currently wrong, part of the 48-row finger-snack cluster, likely resolved by Prompt 3B's fix). This file (review_4) covers the separate ZERO-VALUE decision â€” complete both independently, one does not resolve the other."
16010077:IP5_A_IP6,"Infant flour, cereal-based, commercially produced, fortified",IP5_A_IP6,0,"Babyfood, baked product, finger snacks cereal fortified",sr_legacy_food,fuzzy,"top two name-search candidates ('Babyfood, baked product, finger snacks cereal fortified', 'Pie, apple, commercially prepared, enriched flour') are too textually similar to the source description (0.35 vs 0.53 similarity) to place confidently",ZERO_VALUE_NEEDS_QUALIFIER,reject,,"Wrong food category — matched to a baked snack product, not a dry powdered infant cereal. Confirmed by the near-identical row ""Infant flour, cereal-based, commercial, fortified"" correctly matching a Babyfood dry-fortified cereal candidate. Tracked as Prompt 3B bug #2; source doesn't specify grain, so no replacement is asserted — awaiting re-run after the ingestion fix.",unusable,Paul S,06/08/2026,,"Also in review_5_infant_flour_cluster.csv â€” that file covers the FOOD MATCH decision for this row (currently wrong, part of the 48-row finger-snack cluster, likely resolved by Prompt 3B's fix). This file (review_4) covers the separate ZERO-VALUE decision â€” complete both independently, one does not resolve the other."
01020039:PP-,"Corn, low phytate, grain, raw",PP-,100,"Corn grain, yellow",sr_legacy_food,fuzzy,"top two name-search candidates ('Corn grain, yellow', 'Corn grain, white') are too textually similar to the source description (0.55 vs 0.57 similarity) to place confidently",LOW_PHYTATE_VARIETY,approve,"Corn grain, yellow",,category_estimate,Paul S,06/08/2026,"DRAFT -- confirm before sign-off. Genus/category correctly matches (corn), but this is an explicitly bred LOW-PHYTATE cultivar -- collapsing it onto the generic ""Corn grain, yellow"" entry loses exactly the trait distinction this feature exists to serve (mineral content / breeding-line phytate reduction, per the review protocol's stated priority). Approved as category_estimate rather than exact, with this caveat explicit -- a future matching-rule improvement should consider a way to preserve breeding-line identity rather than collapsing to the generic entry.",
01030198:PHYT-,"Wheat flour, Wampum (spring wheat), low phytate-content",PHYT-,167.2,Early Bird Farm HARD RED SPRING WHEAT FLOUR,branded_food,fuzzy,match confidence 0.40 below the 0.55 needs-review threshold,LOW_PHYTATE_VARIETY,approve,Early Bird Farm HARD RED SPRING WHEAT FLOUR,,category_estimate,Paul S,06/08/2026,"DRAFT -- confirm before sign-off. Same low-phytate-breeding-line concern as the corn row above -- generic ""hard red spring wheat flour"" candidate is the right category but doesn't capture the Wampum low-phytate trait. Related to a sibling row already reviewed in review_1_ambiguous.csv (Wampum, medium-high phytate-content -- the comparison/control cultivar in the same study), approved there on the same category-estimate basis.",
03020089:PHYTCPP,"Soymilk, dried",PHYTCPP,1878.0,"SILK Nog, soymilk",sr_legacy_food,fuzzy,"top two name-search candidates ('SILK Nog, soymilk' [selected], 'SILK Chai, soymilk') are too textually similar to the source description (selected candidate similarity: 0.45; runner-up similarity: 0.44; best candidate similarity: 0.45, held by 'SILK Nog, soymilk') to place confidently",SOYMILK_MISMATCH,replace,"SILK Plain, soymilk",,category_estimate,Paul S,16/08/2026,"Candidate was a flavored variant (Nog/Chai, eggnog/spice-flavored) standing in for a plain scientific soymilk measurement -- replaced with the plain unflavored SILK entry as a better product-type match. Still only a category estimate: this is one of several distinct soybean-cultivar-comparison rows (like review_1's Rice/Sorghum/Amaranth clusters) collapsing onto a single generic branded product, so the cultivar-specific phytate difference is not preserved either way.",orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020093:PHYTCPP,"Soymilk, from CX1834 soybeans",PHYTCPP,60.0,"SILK Chai, soymilk",sr_legacy_food,fuzzy,"top two name-search candidates ('SILK Chai, soymilk' [selected], 'LOCAL SOYBEANS') are too textually similar to the source description (selected candidate similarity: 0.30; runner-up similarity: 0.51; best candidate similarity: 0.51, held by 'LOCAL SOYBEANS') — note: the selected candidate is NOT the highest-similarity one; 'LOCAL SOYBEANS' scored higher to place confidently",SOYMILK_MISMATCH,replace,"SILK Plain, soymilk",,category_estimate,Paul S,16/08/2026,"Candidate was a flavored variant (Nog/Chai, eggnog/spice-flavored) standing in for a plain scientific soymilk measurement -- replaced with the plain unflavored SILK entry as a better product-type match. Still only a category estimate: this is one of several distinct soybean-cultivar-comparison rows (like review_1's Rice/Sorghum/Amaranth clusters) collapsing onto a single generic branded product, so the cultivar-specific phytate difference is not preserved either way.",orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020095:PHYTCPP,"Soymilk, from Goodwine soybeans",PHYTCPP,131.0,"Soybeans, green, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Soybeans, green, raw' [selected], 'LOCAL SOYBEANS') are too textually similar to the source description (selected candidate similarity: 0.31; runner-up similarity: 0.49; best candidate similarity: 0.49, held by 'LOCAL SOYBEANS') — note: the selected candidate is NOT the highest-similarity one; 'LOCAL SOYBEANS' scored higher to place confidently",SOYMILK_MISMATCH,reject,,"Candidate (""Soybeans, green, raw"") is raw whole soybeans; source is processed liquid soymilk -- same origin ingredient, very different product/prep state and phytate profile.",,Paul S,16/08/2026,,orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020098:PHYTCPP,"Soymilk, from NL02 soybeans",PHYTCPP,152.0,"SILK Nog, soymilk",sr_legacy_food,fuzzy,"top two name-search candidates ('SILK Nog, soymilk' [selected], 'LOCAL SOYBEANS') are too textually similar to the source description (selected candidate similarity: 0.32; runner-up similarity: 0.54; best candidate similarity: 0.54, held by 'LOCAL SOYBEANS') — note: the selected candidate is NOT the highest-similarity one; 'LOCAL SOYBEANS' scored higher to place confidently",SOYMILK_MISMATCH,replace,"SILK Plain, soymilk",,category_estimate,Paul S,16/08/2026,"Candidate was a flavored variant (Nog/Chai, eggnog/spice-flavored) standing in for a plain scientific soymilk measurement -- replaced with the plain unflavored SILK entry as a better product-type match. Still only a category estimate: this is one of several distinct soybean-cultivar-comparison rows (like review_1's Rice/Sorghum/Amaranth clusters) collapsing onto a single generic branded product, so the cultivar-specific phytate difference is not preserved either way.",orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020099:PHYTCPP,"Soymilk, from NL06 soybeans",PHYTCPP,156.0,"SILK Nog, soymilk",sr_legacy_food,fuzzy,"top two name-search candidates ('SILK Nog, soymilk' [selected], 'LOCAL SOYBEANS') are too textually similar to the source description (selected candidate similarity: 0.32; runner-up similarity: 0.54; best candidate similarity: 0.54, held by 'LOCAL SOYBEANS') — note: the selected candidate is NOT the highest-similarity one; 'LOCAL SOYBEANS' scored higher to place confidently",SOYMILK_MISMATCH,replace,"SILK Plain, soymilk",,category_estimate,Paul S,16/08/2026,"Candidate was a flavored variant (Nog/Chai, eggnog/spice-flavored) standing in for a plain scientific soymilk measurement -- replaced with the plain unflavored SILK entry as a better product-type match. Still only a category estimate: this is one of several distinct soybean-cultivar-comparison rows (like review_1's Rice/Sorghum/Amaranth clusters) collapsing onto a single generic branded product, so the cultivar-specific phytate difference is not preserved either way.",orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020100:PHYTCPP,"Soymilk, from NL08 soybeans",PHYTCPP,178.0,"SILK Nog, soymilk",sr_legacy_food,fuzzy,"top two name-search candidates ('SILK Nog, soymilk' [selected], 'LOCAL SOYBEANS') are too textually similar to the source description (selected candidate similarity: 0.32; runner-up similarity: 0.54; best candidate similarity: 0.54, held by 'LOCAL SOYBEANS') — note: the selected candidate is NOT the highest-similarity one; 'LOCAL SOYBEANS' scored higher to place confidently",SOYMILK_MISMATCH,replace,"SILK Plain, soymilk",,category_estimate,Paul S,16/08/2026,"Candidate was a flavored variant (Nog/Chai, eggnog/spice-flavored) standing in for a plain scientific soymilk measurement -- replaced with the plain unflavored SILK entry as a better product-type match. Still only a category estimate: this is one of several distinct soybean-cultivar-comparison rows (like review_1's Rice/Sorghum/Amaranth clusters) collapsing onto a single generic branded product, so the cultivar-specific phytate difference is not preserved either way.",orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020101:PHYTCPP,"Soymilk, from NL12 soybeans",PHYTCPP,154.0,"SILK Nog, soymilk",sr_legacy_food,fuzzy,"top two name-search candidates ('SILK Nog, soymilk' [selected], 'LOCAL SOYBEANS') are too textually similar to the source description (selected candidate similarity: 0.32; runner-up similarity: 0.54; best candidate similarity: 0.54, held by 'LOCAL SOYBEANS') — note: the selected candidate is NOT the highest-similarity one; 'LOCAL SOYBEANS' scored higher to place confidently",SOYMILK_MISMATCH,replace,"SILK Plain, soymilk",,category_estimate,Paul S,16/08/2026,"Candidate was a flavored variant (Nog/Chai, eggnog/spice-flavored) standing in for a plain scientific soymilk measurement -- replaced with the plain unflavored SILK entry as a better product-type match. Still only a category estimate: this is one of several distinct soybean-cultivar-comparison rows (like review_1's Rice/Sorghum/Amaranth clusters) collapsing onto a single generic branded product, so the cultivar-specific phytate difference is not preserved either way.",orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020102:PHYTCPP,"Soymilk, from NL17 soybeans",PHYTCPP,197.0,"SILK Nog, soymilk",sr_legacy_food,fuzzy,"top two name-search candidates ('SILK Nog, soymilk' [selected], 'LOCAL SOYBEANS') are too textually similar to the source description (selected candidate similarity: 0.32; runner-up similarity: 0.54; best candidate similarity: 0.54, held by 'LOCAL SOYBEANS') — note: the selected candidate is NOT the highest-similarity one; 'LOCAL SOYBEANS' scored higher to place confidently",SOYMILK_MISMATCH,replace,"SILK Plain, soymilk",,category_estimate,Paul S,16/08/2026,"Candidate was a flavored variant (Nog/Chai, eggnog/spice-flavored) standing in for a plain scientific soymilk measurement -- replaced with the plain unflavored SILK entry as a better product-type match. Still only a category estimate: this is one of several distinct soybean-cultivar-comparison rows (like review_1's Rice/Sorghum/Amaranth clusters) collapsing onto a single generic branded product, so the cultivar-specific phytate difference is not preserved either way.",orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020103:PHYTCPP,"Soymilk, from NL18 soybeans",PHYTCPP,163.0,"SILK Nog, soymilk",sr_legacy_food,fuzzy,"top two name-search candidates ('SILK Nog, soymilk' [selected], 'LOCAL SOYBEANS') are too textually similar to the source description (selected candidate similarity: 0.32; runner-up similarity: 0.54; best candidate similarity: 0.54, held by 'LOCAL SOYBEANS') — note: the selected candidate is NOT the highest-similarity one; 'LOCAL SOYBEANS' scored higher to place confidently",SOYMILK_MISMATCH,replace,"SILK Plain, soymilk",,category_estimate,Paul S,16/08/2026,"Candidate was a flavored variant (Nog/Chai, eggnog/spice-flavored) standing in for a plain scientific soymilk measurement -- replaced with the plain unflavored SILK entry as a better product-type match. Still only a category estimate: this is one of several distinct soybean-cultivar-comparison rows (like review_1's Rice/Sorghum/Amaranth clusters) collapsing onto a single generic branded product, so the cultivar-specific phytate difference is not preserved either way.",orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020104:PHYTCPP,"Soymilk, from NL19 soybeans",PHYTCPP,172.0,"SILK Nog, soymilk",sr_legacy_food,fuzzy,"top two name-search candidates ('SILK Nog, soymilk' [selected], 'LOCAL SOYBEANS') are too textually similar to the source description (selected candidate similarity: 0.32; runner-up similarity: 0.54; best candidate similarity: 0.54, held by 'LOCAL SOYBEANS') — note: the selected candidate is NOT the highest-similarity one; 'LOCAL SOYBEANS' scored higher to place confidently",SOYMILK_MISMATCH,replace,"SILK Plain, soymilk",,category_estimate,Paul S,16/08/2026,"Candidate was a flavored variant (Nog/Chai, eggnog/spice-flavored) standing in for a plain scientific soymilk measurement -- replaced with the plain unflavored SILK entry as a better product-type match. Still only a category estimate: this is one of several distinct soybean-cultivar-comparison rows (like review_1's Rice/Sorghum/Amaranth clusters) collapsing onto a single generic branded product, so the cultivar-specific phytate difference is not preserved either way.",orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020105:PHYTCPP,"Soymilk, from NL20 soybeans",PHYTCPP,133.0,"SILK Nog, soymilk",sr_legacy_food,fuzzy,"top two name-search candidates ('SILK Nog, soymilk' [selected], 'LOCAL SOYBEANS') are too textually similar to the source description (selected candidate similarity: 0.32; runner-up similarity: 0.54; best candidate similarity: 0.54, held by 'LOCAL SOYBEANS') — note: the selected candidate is NOT the highest-similarity one; 'LOCAL SOYBEANS' scored higher to place confidently",SOYMILK_MISMATCH,replace,"SILK Plain, soymilk",,category_estimate,Paul S,16/08/2026,"Candidate was a flavored variant (Nog/Chai, eggnog/spice-flavored) standing in for a plain scientific soymilk measurement -- replaced with the plain unflavored SILK entry as a better product-type match. Still only a category estimate: this is one of several distinct soybean-cultivar-comparison rows (like review_1's Rice/Sorghum/Amaranth clusters) collapsing onto a single generic branded product, so the cultivar-specific phytate difference is not preserved either way.",orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020106:PHYTCPP,"Soymilk, from Norpro soybeans",PHYTCPP,182.0,"SILK Nog, soymilk",sr_legacy_food,fuzzy,"top two name-search candidates ('SILK Nog, soymilk' [selected], 'LOCAL SOYBEANS') are too textually similar to the source description (selected candidate similarity: 0.30; runner-up similarity: 0.51; best candidate similarity: 0.51, held by 'LOCAL SOYBEANS') — note: the selected candidate is NOT the highest-similarity one; 'LOCAL SOYBEANS' scored higher to place confidently",SOYMILK_MISMATCH,replace,"SILK Plain, soymilk",,category_estimate,Paul S,16/08/2026,"Candidate was a flavored variant (Nog/Chai, eggnog/spice-flavored) standing in for a plain scientific soymilk measurement -- replaced with the plain unflavored SILK entry as a better product-type match. Still only a category estimate: this is one of several distinct soybean-cultivar-comparison rows (like review_1's Rice/Sorghum/Amaranth clusters) collapsing onto a single generic branded product, so the cultivar-specific phytate difference is not preserved either way.",orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020107:PHYTCPP,"Soymilk, from Norpro soybeans",PHYTCPP,185.0,"SILK Nog, soymilk",sr_legacy_food,fuzzy,"top two name-search candidates ('SILK Nog, soymilk' [selected], 'LOCAL SOYBEANS') are too textually similar to the source description (selected candidate similarity: 0.30; runner-up similarity: 0.51; best candidate similarity: 0.51, held by 'LOCAL SOYBEANS') — note: the selected candidate is NOT the highest-similarity one; 'LOCAL SOYBEANS' scored higher to place confidently",SOYMILK_MISMATCH,replace,"SILK Plain, soymilk",,category_estimate,Paul S,16/08/2026,"Candidate was a flavored variant (Nog/Chai, eggnog/spice-flavored) standing in for a plain scientific soymilk measurement -- replaced with the plain unflavored SILK entry as a better product-type match. Still only a category estimate: this is one of several distinct soybean-cultivar-comparison rows (like review_1's Rice/Sorghum/Amaranth clusters) collapsing onto a single generic branded product, so the cultivar-specific phytate difference is not preserved either way.",orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020108:PHYTCPP,"Soymilk, from Norpro soybeans",PHYTCPP,191.0,"SILK Nog, soymilk",sr_legacy_food,fuzzy,"top two name-search candidates ('SILK Nog, soymilk' [selected], 'LOCAL SOYBEANS') are too textually similar to the source description (selected candidate similarity: 0.30; runner-up similarity: 0.51; best candidate similarity: 0.51, held by 'LOCAL SOYBEANS') — note: the selected candidate is NOT the highest-similarity one; 'LOCAL SOYBEANS' scored higher to place confidently",SOYMILK_MISMATCH,replace,"SILK Plain, soymilk",,category_estimate,Paul S,16/08/2026,"Candidate was a flavored variant (Nog/Chai, eggnog/spice-flavored) standing in for a plain scientific soymilk measurement -- replaced with the plain unflavored SILK entry as a better product-type match. Still only a category estimate: this is one of several distinct soybean-cultivar-comparison rows (like review_1's Rice/Sorghum/Amaranth clusters) collapsing onto a single generic branded product, so the cultivar-specific phytate difference is not preserved either way.",orphaned from review_1_ambiguous.csv (2202-row regenerated export)
