row_identifier,food_description,compound_fraction,value,candidate,candidate_data_type,match_confidence,rationale,auto_flag,review_verdict,approved_fdc_food,rejection_reason,match_scope,reviewer,review_date,review_notes
01030122:IP6,"Pasta, cheese-flavour, commercial",IP6,204.6,FOUR CHEESE PASTA SAUCE,branded_food,0.4,"top two name-search candidates ('FOUR CHEESE PASTA SAUCE' [selected], 'Safeway, Inc. FOUR CHEESE FLAVORED PASTA SAUCE, FOUR CHEESE') are too textually similar to the source description (selected candidate similarity: 0.39; runner-up similarity: 0.43; best candidate similarity: 0.43, held by 'Safeway, Inc. FOUR CHEESE FLAVORED PASTA SAUCE, FOUR CHEESE') — note: the selected candidate is NOT the highest-similarity one; 'Safeway, Inc. FOUR CHEESE FLAVORED PASTA SAUCE, FOUR CHEESE' scored higher to place confidently",,reject,,"Pasta (the noodle, cheese-flavored) vs a pasta SAUCE product -- wrong product type (noodle vs condiment). (Both IP5/IP6 rows, same call.)",,Paul S,16/08/2026,
01030126:IP6,"Pasta, egg-flavour, commercial, uncooked",IP6,250.8,"Pasta, homemade, made with egg, cooked",sr_legacy_food,0.65,"top two name-search candidates ('Pasta, homemade, made with egg, cooked' [selected], 'Pasta, homemade, made without egg, cooked') are too textually similar to the source description (selected candidate similarity: 0.46; runner-up similarity: 0.44; best candidate similarity: 0.46, held by 'Pasta, homemade, made with egg, cooked') to place confidently",,approve,"Pasta, homemade, made with egg, cooked",,category_estimate,Paul S,16/08/2026,"Commercial/uncooked vs homemade/cooked prep differs, but same core product (egg pasta) -- category estimate with prep caveat."
01030130:IP5,"Porridge formula, wheatmeal, domestic",IP5,133.4,FOSKA OATMEAL INSTANT PORRIDGE,branded_food,0.4,"top two name-search candidates ('FOSKA OATMEAL INSTANT PORRIDGE' [selected], 'FOSKA CORNMEAL INSTANT PORRIDGE') are too textually similar to the source description (selected candidate similarity: 0.24; runner-up similarity: 0.24; best candidate similarity: 0.24, held by 'FOSKA OATMEAL INSTANT PORRIDGE') to place confidently",,reject,,Wheat vs OATMEAL -- wrong grain.,,Paul S,16/08/2026,
01030130:IP6,"Porridge formula, wheatmeal, domestic",IP6,547.8000000000001,FOSKA OATMEAL INSTANT PORRIDGE,branded_food,0.4,"top two name-search candidates ('FOSKA OATMEAL INSTANT PORRIDGE' [selected], 'FOSKA CORNMEAL INSTANT PORRIDGE') are too textually similar to the source description (selected candidate similarity: 0.24; runner-up similarity: 0.24; best candidate similarity: 0.24, held by 'FOSKA OATMEAL INSTANT PORRIDGE') to place confidently",,reject,,Wheat vs OATMEAL -- wrong grain.,,Paul S,16/08/2026,
01030131:PHYTCPP,"Semolina, wheat, raw",PHYTCPP,367.0,CORA DURUM WHEAT SEMOLINA,branded_food,0.4,"top two name-search candidates ('CORA DURUM WHEAT SEMOLINA' [selected], 'RAMDEV SEMOLINA') are too textually similar to the source description (selected candidate similarity: 0.36; runner-up similarity: 0.46; best candidate similarity: 0.46, held by 'RAMDEV SEMOLINA') — note: the selected candidate is NOT the highest-similarity one; 'RAMDEV SEMOLINA' scored higher to place confidently",,approve,CORA DURUM WHEAT SEMOLINA,,category_estimate,Paul S,16/08/2026,Clean match.
01030132:PHYTCPP,"Spaghetti, wheat-based, uncooked",PHYTCPP,248.0,BRANDLESS WHOLE WHEAT SPAGHETTI,branded_food,0.4,"top two name-search candidates ('BRANDLESS WHOLE WHEAT SPAGHETTI' [selected], 'Spaghetti, spinach, cooked') are too textually similar to the source description (selected candidate similarity: 0.29; runner-up similarity: 0.69; best candidate similarity: 0.69, held by 'Spaghetti, spinach, cooked') — note: the selected candidate is NOT the highest-similarity one; 'Spaghetti, spinach, cooked' scored higher to place confidently",,approve,BRANDLESS WHOLE WHEAT SPAGHETTI,,category_estimate,Paul S,16/08/2026,Clean match.
01030133:PHYTC-,"Triticale, grain, raw",PHYTC-,170.72639999999998,"Triticale flour, whole-grain",sr_legacy_food,0.65,"top two name-search candidates ('Triticale flour, whole-grain' [selected], 'Triticale') are too textually similar to the source description (selected candidate similarity: 0.65; runner-up similarity: 0.60; best candidate similarity: 0.65, held by 'Triticale flour, whole-grain') to place confidently",,approve,"Triticale flour, whole-grain",,category_estimate,Paul S,16/08/2026,"Grain vs milled flour is a real prep-state gap, but reasonable category estimate given no whole-grain-raw entry evident."
01030136:PHYTCPPD,"Wheat bran, coarse, raw",PHYTCPPD,3578.0,"Wheat bran, crude",sr_legacy_food,0.65,"top two name-search candidates ('Wheat bran, crude' [selected], 'Oat bran, raw') are too textually similar to the source description (selected candidate similarity: 0.75; runner-up similarity: 0.67; best candidate similarity: 0.75, held by 'Wheat bran, crude') to place confidently",,approve,"Wheat bran, crude",,category_estimate,Paul S,16/08/2026,Coarse raw bran reasonably matches crude bran.
01030137:PHYTCPPI,"Wheat bran, coarse, raw",PHYTCPPI,2172.6207999999997,"Wheat bran, crude",sr_legacy_food,0.65,"top two name-search candidates ('Wheat bran, crude' [selected], 'Oat bran, raw') are too textually similar to the source description (selected candidate similarity: 0.75; runner-up similarity: 0.67; best candidate similarity: 0.75, held by 'Wheat bran, crude') to place confidently",,approve,"Wheat bran, crude",,category_estimate,Paul S,16/08/2026,Coarse raw bran reasonably matches crude bran.
01030137:PPI,"Wheat bran, coarse, raw",PPI,612.2713527999999,"Wheat bran, crude",sr_legacy_food,0.65,"top two name-search candidates ('Wheat bran, crude' [selected], 'Oat bran, raw') are too textually similar to the source description (selected candidate similarity: 0.75; runner-up similarity: 0.67; best candidate similarity: 0.75, held by 'Wheat bran, crude') to place confidently",,approve,"Wheat bran, crude",,category_estimate,Paul S,16/08/2026,Coarse raw bran reasonably matches crude bran.
01030148:PHYTCPPD,"Wheat bran, fine, raw",PHYTCPPD,3123.0,FINEST BRAND BULGAR WHEAT,branded_food,0.4,"top two name-search candidates ('FINEST BRAND BULGAR WHEAT' [selected], 'Oat bran, raw') are too textually similar to the source description (selected candidate similarity: 0.43; runner-up similarity: 0.71; best candidate similarity: 0.71, held by 'Oat bran, raw') — note: the selected candidate is NOT the highest-similarity one; 'Oat bran, raw' scored higher to place confidently",,reject,,"Wheat BRAN (a milling byproduct) vs BULGUR (a parboiled cracked whole-grain wheat product) -- wrong product form entirely, bran is not bulgur.",,Paul S,16/08/2026,
01030149:PHYTCPPI,"Wheat bran, fine, raw",PHYTCPPI,2011.2959999999998,FINEST BRAND BULGAR WHEAT,branded_food,0.4,"top two name-search candidates ('FINEST BRAND BULGAR WHEAT' [selected], 'Oat bran, raw') are too textually similar to the source description (selected candidate similarity: 0.43; runner-up similarity: 0.71; best candidate similarity: 0.71, held by 'Oat bran, raw') — note: the selected candidate is NOT the highest-similarity one; 'Oat bran, raw' scored higher to place confidently",,reject,,"Wheat BRAN (a milling byproduct) vs BULGUR (a parboiled cracked whole-grain wheat product) -- wrong product form entirely, bran is not bulgur.",,Paul S,16/08/2026,
01030149:PPI,"Wheat bran, fine, raw",PPI,567.2038679999999,FINEST BRAND BULGAR WHEAT,branded_food,0.4,"top two name-search candidates ('FINEST BRAND BULGAR WHEAT' [selected], 'Oat bran, raw') are too textually similar to the source description (selected candidate similarity: 0.43; runner-up similarity: 0.71; best candidate similarity: 0.71, held by 'Oat bran, raw') — note: the selected candidate is NOT the highest-similarity one; 'Oat bran, raw' scored higher to place confidently",,reject,,"Wheat BRAN (a milling byproduct) vs BULGUR (a parboiled cracked whole-grain wheat product) -- wrong product form entirely, bran is not bulgur.",,Paul S,16/08/2026,
01030152:PHYTC-,"Wheat bran, raw",PHYTC-,170.72639999999998,"Oat bran, raw",sr_legacy_food,0.65,"top two name-search candidates ('Oat bran, raw' [selected], 'Wheat bran, crude') are too textually similar to the source description (selected candidate similarity: 0.86; runner-up similarity: 0.81; best candidate similarity: 0.86, held by 'Oat bran, raw') to place confidently",,reject,,"Candidate (""Oat bran, raw"") shares no significant word with the source genus (""Wheat bran"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
01030153:PHYTCPPD,"Wheat bran, raw",PHYTCPPD,4174.0,"Oat bran, raw",sr_legacy_food,0.65,"top two name-search candidates ('Oat bran, raw' [selected], 'Wheat bran, crude') are too textually similar to the source description (selected candidate similarity: 0.86; runner-up similarity: 0.81; best candidate similarity: 0.86, held by 'Oat bran, raw') to place confidently",,reject,,"Candidate (""Oat bran, raw"") shares no significant word with the source genus (""Wheat bran"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
01030154:PHYTCPPD,"Wheat bran, raw",PHYTCPPD,4174.0,"Oat bran, raw",sr_legacy_food,0.65,"top two name-search candidates ('Oat bran, raw' [selected], 'Wheat bran, crude') are too textually similar to the source description (selected candidate similarity: 0.86; runner-up similarity: 0.81; best candidate similarity: 0.86, held by 'Oat bran, raw') to place confidently",,reject,,"Candidate (""Oat bran, raw"") shares no significant word with the source genus (""Wheat bran"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
01030155:IP6,"Wheat bran, raw",IP6,2965.6,"Oat bran, raw",sr_legacy_food,0.65,"top two name-search candidates ('Oat bran, raw' [selected], 'Wheat bran, crude') are too textually similar to the source description (selected candidate similarity: 0.86; runner-up similarity: 0.81; best candidate similarity: 0.86, held by 'Oat bran, raw') to place confidently",,reject,,"Candidate (""Oat bran, raw"") shares no significant word with the source genus (""Wheat bran"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
01030156:IP6,"Wheat bran, Tajan, hydrothermaled, dried",IP6,209.78496,WHEAT BRAN TOAST,branded_food,0.4,"top two name-search candidates ('WHEAT BRAN TOAST' [selected], 'Muffins, wheat bran, dry mix') are too textually similar to the source description (selected candidate similarity: 0.50; runner-up similarity: 0.47; best candidate similarity: 0.50, held by 'WHEAT BRAN TOAST') to place confidently",,reject,,Raw/hydrothermal-treated BRAN (an ingredient) vs TOAST (a baked bread product) -- wrong product form.,,Paul S,16/08/2026,
01030157:IP6,"Wheat bran, Tajan, raw",IP6,405.74159999999995,WHEAT BRAN TOAST,branded_food,0.4,"top two name-search candidates ('WHEAT BRAN TOAST' [selected], 'Oat bran, raw') are too textually similar to the source description (selected candidate similarity: 0.68; runner-up similarity: 0.69; best candidate similarity: 0.69, held by 'Oat bran, raw') — note: the selected candidate is NOT the highest-similarity one; 'Oat bran, raw' scored higher to place confidently",,reject,,"Raw BRAN (an ingredient) vs TOAST (a baked bread product) -- wrong product form, same issue as the hydrothermaled variant above.",,Paul S,16/08/2026,
01030158:PHYTCPPD,"Wheat bran, treated with acetic acid (18%) solution",PHYTCPPD,2014.0,"SHURFINE WHEAT CEREAL WITH BRAN, WHEAT BRAN",branded_food,0.4,"top two name-search candidates ('SHURFINE WHEAT CEREAL WITH BRAN, WHEAT BRAN' [selected], 'Turkey, whole, meat only, with added solution, roasted') are too textually similar to the source description (selected candidate similarity: 0.21; runner-up similarity: 0.50; best candidate similarity: 0.50, held by 'Turkey, whole, meat only, with added solution, roasted') — note: the selected candidate is NOT the highest-similarity one; 'Turkey, whole, meat only, with added solution, roasted' scored higher to place confidently",,reject,,Chemically-treated raw bran (a lab research prep) vs a finished breakfast CEREAL product -- wrong product form entirely.,,Paul S,16/08/2026,
01030159:PHYTCPPD,"Wheat bran, treated with acetic acid (20%) solution",PHYTCPPD,1995.0,"SHURFINE WHEAT CEREAL WITH BRAN, WHEAT BRAN",branded_food,0.4,"top two name-search candidates ('SHURFINE WHEAT CEREAL WITH BRAN, WHEAT BRAN' [selected], 'Turkey, whole, meat only, with added solution, roasted') are too textually similar to the source description (selected candidate similarity: 0.21; runner-up similarity: 0.50; best candidate similarity: 0.50, held by 'Turkey, whole, meat only, with added solution, roasted') — note: the selected candidate is NOT the highest-similarity one; 'Turkey, whole, meat only, with added solution, roasted' scored higher to place confidently",,reject,,Chemically-treated raw bran (a lab research prep) vs a finished breakfast CEREAL product -- wrong product form entirely.,,Paul S,16/08/2026,
01030160:PHYTCPPD,"Wheat bran, treated with acetic acid (22%) solution",PHYTCPPD,1900.0,"SHURFINE WHEAT CEREAL WITH BRAN, WHEAT BRAN",branded_food,0.4,"top two name-search candidates ('SHURFINE WHEAT CEREAL WITH BRAN, WHEAT BRAN' [selected], 'Turkey, whole, meat only, with added solution, roasted') are too textually similar to the source description (selected candidate similarity: 0.21; runner-up similarity: 0.50; best candidate similarity: 0.50, held by 'Turkey, whole, meat only, with added solution, roasted') — note: the selected candidate is NOT the highest-similarity one; 'Turkey, whole, meat only, with added solution, roasted' scored higher to place confidently",,reject,,Chemically-treated raw bran (a lab research prep) vs a finished breakfast CEREAL product -- wrong product form entirely.,,Paul S,16/08/2026,
01030161:PHYTCPPD,"Wheat bran, treated with Ca(OH)2 (18%) solution",PHYTCPPD,2021.0,"SHURFINE WHEAT CEREAL WITH BRAN, WHEAT BRAN",branded_food,0.4,"top two name-search candidates ('SHURFINE WHEAT CEREAL WITH BRAN, WHEAT BRAN' [selected], 'Turkey, whole, meat only, with added solution, roasted') are too textually similar to the source description (selected candidate similarity: 0.22; runner-up similarity: 0.48; best candidate similarity: 0.48, held by 'Turkey, whole, meat only, with added solution, roasted') — note: the selected candidate is NOT the highest-similarity one; 'Turkey, whole, meat only, with added solution, roasted' scored higher to place confidently",,reject,,Chemically-treated raw bran (a lab research prep) vs a finished breakfast CEREAL product -- wrong product form entirely.,,Paul S,16/08/2026,
01030162:PHYTCPPD,"Wheat bran, treated with Ca(OH)2 (20%) solution",PHYTCPPD,2016.0,"SHURFINE WHEAT CEREAL WITH BRAN, WHEAT BRAN",branded_food,0.4,"top two name-search candidates ('SHURFINE WHEAT CEREAL WITH BRAN, WHEAT BRAN' [selected], ""BOB'S RED MILL WHEAT BRAN, 20 OZ"") are too textually similar to the source description (selected candidate similarity: 0.22; runner-up similarity: 0.41; best candidate similarity: 0.41, held by ""BOB'S RED MILL WHEAT BRAN, 20 OZ"") — note: the selected candidate is NOT the highest-similarity one; ""BOB'S RED MILL WHEAT BRAN, 20 OZ"" scored higher to place confidently",,reject,,Chemically-treated raw bran (a lab research prep) vs a finished breakfast CEREAL product -- wrong product form entirely.,,Paul S,16/08/2026,
01030163:PHYTCPPD,"Wheat bran, treated with Ca(OH)2 (22%) solution",PHYTCPPD,1989.0,"SHURFINE WHEAT CEREAL WITH BRAN, WHEAT BRAN",branded_food,0.4,"top two name-search candidates ('SHURFINE WHEAT CEREAL WITH BRAN, WHEAT BRAN' [selected], 'Turkey, whole, meat only, with added solution, roasted') are too textually similar to the source description (selected candidate similarity: 0.22; runner-up similarity: 0.48; best candidate similarity: 0.48, held by 'Turkey, whole, meat only, with added solution, roasted') — note: the selected candidate is NOT the highest-similarity one; 'Turkey, whole, meat only, with added solution, roasted' scored higher to place confidently",,reject,,Chemically-treated raw bran (a lab research prep) vs a finished breakfast CEREAL product -- wrong product form entirely.,,Paul S,16/08/2026,
01030164:PHYTCPPD,"Wheat bran, treated with HCl (3%) solution",PHYTCPPD,2063.0,"SHURFINE WHEAT CEREAL WITH BRAN, WHEAT BRAN",branded_food,0.4,"top two name-search candidates ('SHURFINE WHEAT CEREAL WITH BRAN, WHEAT BRAN' [selected], 'Turkey, whole, meat only, with added solution, roasted') are too textually similar to the source description (selected candidate similarity: 0.24; runner-up similarity: 0.48; best candidate similarity: 0.48, held by 'Turkey, whole, meat only, with added solution, roasted') — note: the selected candidate is NOT the highest-similarity one; 'Turkey, whole, meat only, with added solution, roasted' scored higher to place confidently",,reject,,Chemically-treated raw bran (a lab research prep) vs a finished breakfast CEREAL product -- wrong product form entirely.,,Paul S,16/08/2026,
01030165:PHYTCPPD,"Wheat bran, treated with HCl (4%) solution",PHYTCPPD,1941.0,"SHURFINE WHEAT CEREAL WITH BRAN, WHEAT BRAN",branded_food,0.4,"top two name-search candidates ('SHURFINE WHEAT CEREAL WITH BRAN, WHEAT BRAN' [selected], 'Turkey, whole, meat only, with added solution, roasted') are too textually similar to the source description (selected candidate similarity: 0.24; runner-up similarity: 0.48; best candidate similarity: 0.48, held by 'Turkey, whole, meat only, with added solution, roasted') — note: the selected candidate is NOT the highest-similarity one; 'Turkey, whole, meat only, with added solution, roasted' scored higher to place confidently",,reject,,Chemically-treated raw bran (a lab research prep) vs a finished breakfast CEREAL product -- wrong product form entirely.,,Paul S,16/08/2026,
01030166:PHYTCPPD,"Wheat bran, treated with HCl (5%) solution",PHYTCPPD,1939.0,"SHURFINE WHEAT CEREAL WITH BRAN, WHEAT BRAN",branded_food,0.4,"top two name-search candidates ('SHURFINE WHEAT CEREAL WITH BRAN, WHEAT BRAN' [selected], 'Turkey, whole, meat only, with added solution, roasted') are too textually similar to the source description (selected candidate similarity: 0.24; runner-up similarity: 0.48; best candidate similarity: 0.48, held by 'Turkey, whole, meat only, with added solution, roasted') — note: the selected candidate is NOT the highest-similarity one; 'Turkey, whole, meat only, with added solution, roasted' scored higher to place confidently",,reject,,Chemically-treated raw bran (a lab research prep) vs a finished breakfast CEREAL product -- wrong product form entirely.,,Paul S,16/08/2026,
01030168:PHYTCPPD,Wheat flour,PHYTCPPD,130.0,"Wheat flours, bread, unenriched",sr_legacy_food,0.85,"top two name-search candidates ('Wheat flour, white, cake, enriched' [selected], 'Wheat flour, white, bread, enriched') are too textually similar to the source description (selected candidate similarity: 0.49; runner-up similarity: 0.48; best candidate similarity: 0.49, held by 'Wheat flour, white, cake, enriched') to place confidently",,approve,"Wheat flours, bread, unenriched",,category_estimate,Paul S,16/08/2026,"Reasonable default for an unspecified ""Wheat flour"" source, consistent with similar unspecified-flour defaults elsewhere in this review."
01030169:PHYTCPPD,Wheat flour,PHYTCPPD,155.0,"Wheat flours, bread, unenriched",sr_legacy_food,0.85,"top two name-search candidates ('Wheat flour, white, cake, enriched' [selected], 'Wheat flour, white, bread, enriched') are too textually similar to the source description (selected candidate similarity: 0.49; runner-up similarity: 0.48; best candidate similarity: 0.49, held by 'Wheat flour, white, cake, enriched') to place confidently",,approve,"Wheat flours, bread, unenriched",,category_estimate,Paul S,16/08/2026,"Reasonable default for an unspecified ""Wheat flour"" source, consistent with similar unspecified-flour defaults elsewhere in this review."
01030170:PHYTCPPD,Wheat flour,PHYTCPPD,150.0,"Wheat flours, bread, unenriched",sr_legacy_food,0.85,"top two name-search candidates ('Wheat flour, white, cake, enriched' [selected], 'Wheat flour, white, bread, enriched') are too textually similar to the source description (selected candidate similarity: 0.49; runner-up similarity: 0.48; best candidate similarity: 0.49, held by 'Wheat flour, white, cake, enriched') to place confidently",,approve,"Wheat flours, bread, unenriched",,category_estimate,Paul S,16/08/2026,"Reasonable default for an unspecified ""Wheat flour"" source, consistent with similar unspecified-flour defaults elsewhere in this review."
01030171:PHYTCPPD,Wheat flour,PHYTCPPD,183.0,"Wheat flours, bread, unenriched",sr_legacy_food,0.85,"top two name-search candidates ('Wheat flour, white, cake, enriched' [selected], 'Wheat flour, white, bread, enriched') are too textually similar to the source description (selected candidate similarity: 0.49; runner-up similarity: 0.48; best candidate similarity: 0.49, held by 'Wheat flour, white, cake, enriched') to place confidently",,approve,"Wheat flours, bread, unenriched",,category_estimate,Paul S,16/08/2026,"Reasonable default for an unspecified ""Wheat flour"" source, consistent with similar unspecified-flour defaults elsewhere in this review."
01030172:PHYTCPPD,Wheat flour,PHYTCPPD,477.999,"Wheat flours, bread, unenriched",sr_legacy_food,0.85,"top two name-search candidates ('Wheat flour, white, cake, enriched' [selected], 'Wheat flour, white, bread, enriched') are too textually similar to the source description (selected candidate similarity: 0.49; runner-up similarity: 0.48; best candidate similarity: 0.49, held by 'Wheat flour, white, cake, enriched') to place confidently",,approve,"Wheat flours, bread, unenriched",,category_estimate,Paul S,16/08/2026,"Reasonable default for an unspecified ""Wheat flour"" source, consistent with similar unspecified-flour defaults elsewhere in this review."
01030173:PHYTCPPI,Wheat flour,PHYTCPPI,35.28,"Wheat flours, bread, unenriched",sr_legacy_food,0.85,"top two name-search candidates ('Wheat flour, white, cake, enriched' [selected], 'Wheat flour, white, bread, enriched') are too textually similar to the source description (selected candidate similarity: 0.49; runner-up similarity: 0.48; best candidate similarity: 0.49, held by 'Wheat flour, white, cake, enriched') to place confidently",,approve,"Wheat flours, bread, unenriched",,category_estimate,Paul S,16/08/2026,"Reasonable default for an unspecified ""Wheat flour"" source, consistent with similar unspecified-flour defaults elsewhere in this review."
01030174:PHYTCPPI,Wheat flour,PHYTCPPI,180.48732,"Wheat flours, bread, unenriched",sr_legacy_food,0.85,"top two name-search candidates ('Wheat flour, white, cake, enriched' [selected], 'Wheat flour, white, bread, enriched') are too textually similar to the source description (selected candidate similarity: 0.49; runner-up similarity: 0.48; best candidate similarity: 0.49, held by 'Wheat flour, white, cake, enriched') to place confidently",,approve,"Wheat flours, bread, unenriched",,category_estimate,Paul S,16/08/2026,"Reasonable default for an unspecified ""Wheat flour"" source, consistent with similar unspecified-flour defaults elsewhere in this review."
01030176:IP6,Wheat flour,IP6,756.5,"Wheat flours, bread, unenriched",sr_legacy_food,0.85,"top two name-search candidates ('Wheat flour, white, cake, enriched' [selected], 'Wheat flour, white, bread, enriched') are too textually similar to the source description (selected candidate similarity: 0.49; runner-up similarity: 0.48; best candidate similarity: 0.49, held by 'Wheat flour, white, cake, enriched') to place confidently",,approve,"Wheat flours, bread, unenriched",,category_estimate,Paul S,16/08/2026,"Reasonable default for an unspecified ""Wheat flour"" source, consistent with similar unspecified-flour defaults elsewhere in this review."
01030185:PHYTCPP,"Wheat flour, atta",PHYTCPP,632.0,GOLDEN TEMPLE WHOLE WHEAT ATTA FLOUR,branded_food,0.4,"top two name-search candidates ('GOLDEN TEMPLE WHOLE WHEAT ATTA FLOUR' [selected], 'LIDL WHOLE WHEAT FLOUR') are too textually similar to the source description (selected candidate similarity: 0.42; runner-up similarity: 0.56; best candidate similarity: 0.56, held by 'LIDL WHOLE WHEAT FLOUR') — note: the selected candidate is NOT the highest-similarity one; 'LIDL WHOLE WHEAT FLOUR' scored higher to place confidently",,approve,GOLDEN TEMPLE WHOLE WHEAT ATTA FLOUR,,category_estimate,Paul S,16/08/2026,Excellent match.
01030186:IP6,"Wheat flour, Back Cross of Roshan",IP6,129.87216,ROUNDY'S WHOLE WHEAT FLOUR,branded_food,0.4,"top two name-search candidates (""ROUNDY'S WHOLE WHEAT FLOUR"" [selected], 'BARCEL WHEAT FLOURS SNACKS') are too textually similar to the source description (selected candidate similarity: 0.37; runner-up similarity: 0.54; best candidate similarity: 0.54, held by 'BARCEL WHEAT FLOURS SNACKS') — note: the selected candidate is NOT the highest-similarity one; 'BARCEL WHEAT FLOURS SNACKS' scored higher to place confidently",,approve,ROUNDY'S WHOLE WHEAT FLOUR,,category_estimate,Paul S,16/08/2026,"Breeding-line-specific source, reasonable generic whole-wheat-flour category estimate given no cultivar-specific entry can exist."
01030189:PHYTCPPI,"Wheat flour, mixed, white and whole wheat",PHYTCPPI,651.63,"Meijer, Inc. WHITE WHOLE WHEAT FLOUR, WHITE",branded_food,0.4,"top two name-search candidates ('Meijer, Inc. WHITE WHOLE WHEAT FLOUR, WHITE' [selected], 'Meijer, Inc. WHITE WHOLE WHEAT FLOUR, WHITE WHOLE WHEAT') are too textually similar to the source description (selected candidate similarity: 0.43; runner-up similarity: 0.62; best candidate similarity: 0.62, held by 'Meijer, Inc. WHITE WHOLE WHEAT FLOUR, WHITE WHOLE WHEAT') — note: the selected candidate is NOT the highest-similarity one; 'Meijer, Inc. WHITE WHOLE WHEAT FLOUR, WHITE WHOLE WHEAT' scored higher to place confidently",,approve,"Meijer, Inc. WHITE WHOLE WHEAT FLOUR, WHITE",,category_estimate,Paul S,16/08/2026,Good conceptual match (white whole wheat blend).
01030190:PHYTCPPI,"Wheat flour, specialty bread type",PHYTCPPI,994.12,WENDEL'S SPECIALTY BREADS SIMPLY WHOLE WHEAT BREAD,branded_food,0.4,"top two name-search candidates (""WENDEL'S SPECIALTY BREADS SIMPLY WHOLE WHEAT BREAD"" [selected], ""Wendel's Specialty Bread COUNTRY WHITE WHOLE WHEAT BREAD"") are too textually similar to the source description (selected candidate similarity: 0.53; runner-up similarity: 0.52; best candidate similarity: 0.53, held by ""WENDEL'S SPECIALTY BREADS SIMPLY WHOLE WHEAT BREAD"") to place confidently",,reject,,"Source is FLOUR (raw ingredient); candidate is BREAD (a baked product) -- wrong product form, not comparable.",,Paul S,16/08/2026,
01030191:IP6,"Wheat flour, Tajan",IP6,103.9038,LIDL WHOLE WHEAT FLOUR,branded_food,0.4,"top two name-search candidates ('LIDL WHOLE WHEAT FLOUR' [selected], 'Flour, buckwheat') are too textually similar to the source description (selected candidate similarity: 0.55; runner-up similarity: 0.47; best candidate similarity: 0.55, held by 'LIDL WHOLE WHEAT FLOUR') to place confidently",,approve,LIDL WHOLE WHEAT FLOUR,,category_estimate,Paul S,16/08/2026,"Cultivar-specific, generic whole wheat flour reasonable."
01030193:PHYTCPPI,"Wheat flour, type 500-1",PHYTCPPI,115.73599999999999,LIDL WHOLE WHEAT FLOUR,branded_food,0.4,"top two name-search candidates ('LIDL WHOLE WHEAT FLOUR' [selected], 'FAREWAY WHOLE WHEAT FLOUR') are too textually similar to the source description (selected candidate similarity: 0.49; runner-up similarity: 0.46; best candidate similarity: 0.49, held by 'LIDL WHOLE WHEAT FLOUR') to place confidently",,reject,,"European flour ""Type"" numbers denote a specific ash-content/refinement grade -- Type 500 is close to white/refined flour, not whole wheat.",,Paul S,16/08/2026,
01030194:PHYTCPPI,"Wheat flour, type 500-2",PHYTCPPI,304.3,LIDL WHOLE WHEAT FLOUR,branded_food,0.4,"top two name-search candidates ('LIDL WHOLE WHEAT FLOUR' [selected], 'PZZ KRAKOW WHEAT FLOUR') are too textually similar to the source description (selected candidate similarity: 0.49; runner-up similarity: 0.49; best candidate similarity: 0.49, held by 'LIDL WHOLE WHEAT FLOUR') to place confidently",,reject,,Same Type-500 refinement-grade mismatch.,,Paul S,16/08/2026,
01030195:PHYTCPPI,"Wheat flour, type 850",PHYTCPPI,629.514,LIDL WHOLE WHEAT FLOUR,branded_food,0.4,"top two name-search candidates ('LIDL WHOLE WHEAT FLOUR' [selected], 'FAREWAY WHOLE WHEAT FLOUR') are too textually similar to the source description (selected candidate similarity: 0.51; runner-up similarity: 0.48; best candidate similarity: 0.51, held by 'LIDL WHOLE WHEAT FLOUR') to place confidently",,reject,,"Type 850 is a specific, more-refined ash-content grade, not confirmed equivalent to whole wheat flour.",,Paul S,16/08/2026,
