row_identifier,food_description,compound_fraction,value,candidate,candidate_data_type,match_relationship,match_confidence,rationale,sample_stratum,review_verdict,approved_fdc_food,rejection_reason,match_scope,reviewer,review_date,review_notes
03020160:PHYTCPP,"Tofu, extra firm, prepared with CaCl2, Mori-Nu brand",PHYTCPP,185.0,"Tofu, extra firm, prepared with nigari",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,high_risk_keyword,reject,,"CaCl2 (calcium chloride) coagulant vs ""nigari"" (traditionally magnesium-chloride-based bittern) -- different coagulant chemistry, exactly the coagulant-mismatch concern review_4's TOFU_COAGULANT tag exists to catch; coagulant type materially affects mineral content.",,Paul S,16/08/2026,
03020161:PHYTCPP,"Tofu, extra firm, prepared with MgCl2, Nasoya brand",PHYTCPP,177.0,"Tofu, extra firm, prepared with nigari",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,high_risk_keyword,approve,"Tofu, extra firm, prepared with nigari",,category_estimate,Paul S,16/08/2026,"MgCl2 coagulant vs ""nigari"" -- nigari IS traditionally a magnesium-chloride-dominant bittern mixture, so this is a reasonably close match, unlike the CaCl2 case above (a genuinely different, calcium-based coagulant)."
03020166:PHYTCPP,"Tofu, fried, prepared with MgCl2, Soy Deli brand",PHYTCPP,596.0,"Tofu, fried, prepared with calcium sulfate",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,high_risk_keyword,reject,,"MgCl2 coagulant vs CALCIUM SULFATE (gypsum) -- different coagulant chemistry (magnesium vs calcium-based), same coagulant-mismatch concern as the CaCl2 case above.",,Paul S,16/08/2026,
06010002:PHYTCPPI,"Achi, seed, dehulled, roasted",PHYTCPPI,122.2359,"Seeds, breadfruit seeds, roasted",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,high_risk_keyword,reject,,"""Achi"" (Brachystegia eurycoma, a West African soup-thickener seed) vs breadfruit seeds -- different species; this candidate is reused across three different actual species in this sample (African oil bean, Achi, Ofo), confirming a systemic mismatch.",,Paul S,16/08/2026,
06010125:PHYTCPPI,"Ofo, seed, dehulled, roasted",PHYTCPPI,123.10120000000002,"Seeds, breadfruit seeds, roasted",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,high_risk_keyword,reject,,"""Ofo"" (Detarium microcarpum) vs breadfruit seeds -- same systemic ""breadfruit seeds, roasted"" mismatch pattern.",,Paul S,16/08/2026,
06010148:PHYTCPP,"Pindan wattle, Pt Hedland 17964, seed, raw, milled",PHYTCPP,2.766,"Mandarin, seedless, peeled, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Mandarin, seedless, peeled, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",high_risk_keyword,reject,,"A wattle-tree seed (Acacia sp.) vs MANDARIN ORANGE -- wrong category entirely, no evident relationship.",,Paul S,16/08/2026,
13030019:PHYTCPPI,"Roselle, seed, water-boiled, fermented, dried",PHYTCPPI,710.77,"Seeds, watermelon seed kernels, dried",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,high_risk_keyword,reject,,Roselle vs WATERMELON SEEDS -- same systemic garbage-bucket mismatch confirmed across 4+ unrelated species in this sample.,,Paul S,16/08/2026,
01010031:PHYTCPPD,"Rice bran, extruded at 165ºC and 20%H20",PHYTCPPD,1981.0,"Rice bran, crude",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,reject,,"Extruded (processed under heat/pressure) vs CRUDE (raw, unprocessed) bran -- meaningful prep-state mismatch, extrusion significantly alters phytate.",,Paul S,16/08/2026,
01010061:PHYTCA,Rice flour,PHYTCA,210.0,"Rice flour, brown",sr_legacy_food,close_analogue,0.85,"name-matched at confidence 0.85, but preparation state/moisture basis alignment could not be confirmed automatically",random_sample,approve,"Rice flour, brown",,category_estimate,Paul S,16/08/2026,"Brown assumed for an unspecified ""Rice flour"" -- a reasonable default, no strong reason to doubt."
01010318:PHYTCPPD,"Rice, raw",PHYTCPPD,176.88,"Wild rice, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Wild rice, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"Plain rice (presumably Oryza sativa) vs WILD rice (Zizania, a different genus) -- wrong species.",,Paul S,16/08/2026,
01010337:PHYTCPP,"Rice, white, long grains, raw",PHYTCPP,69.68,"Rice, white, long grain, unenriched, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Rice, white, long grain, unenriched, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Rice, white, long grain, unenriched, raw",,category_estimate,Paul S,16/08/2026,Clean/exact match.
01020022:PHYTCPPI,"Corn, 113, raw",PHYTCPPI,334.509,"Cornsalad, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Cornsalad, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"Corn (maize) vs CORNSALAD (Valerianella locusta, an unrelated leafy salad green, aka lamb's lettuce) -- a false-cognate mismatch, confirmed systemic across 5 rows in this sample.",,Paul S,16/08/2026,
01020025:PHYTCPPI,"Corn, 22, raw",PHYTCPPI,375.999,"Cornsalad, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Cornsalad, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,Same corn/cornsalad false-cognate mismatch.,,Paul S,16/08/2026,
01020027:PHYTCPPI,"Corn, 36, raw",PHYTCPPI,344.52,"Cornsalad, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Cornsalad, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,Same mismatch.,,Paul S,16/08/2026,
01020030:PHYTCPPI,"Corn, 42, raw",PHYTCPPI,302.88019999999995,"Cornsalad, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Cornsalad, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,Same mismatch.,,Paul S,16/08/2026,
01020031:PHYTCPPI,"Corn, 43, raw",PHYTCPPI,313.02,"Cornsalad, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Cornsalad, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,Same mismatch.,,Paul S,16/08/2026,
01020074:PHYTCPPD,"Maize, Bc 183 (1985), full grain maturity, raw",PHYTCPPD,850.0,"Fonio, grain, dry, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Fonio, grain, dry, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"Maize vs FONIO -- completely different grain species, no evident textual justification, confirmed systemic across 5 rows in this sample.",,Paul S,16/08/2026,
01020081:PHYTCPPD,"Maize, Bc 183 (1986), full grain maturity, raw",PHYTCPPD,630.0,"Fonio, grain, dry, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Fonio, grain, dry, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,Same maize/fonio mismatch.,,Paul S,16/08/2026,
01020101:PHYTCPPD,"Maize, Bc 488 (1985), full grain maturity, raw",PHYTCPPD,550.0,"Fonio, grain, dry, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Fonio, grain, dry, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,Same mismatch.,,Paul S,16/08/2026,
01020102:PHYTCPPD,"Maize, Bc 488 (1985), full grain maturity, raw",PHYTCPPD,600.0,"Fonio, grain, dry, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Fonio, grain, dry, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,Same mismatch.,,Paul S,16/08/2026,
01020108:PHYTCPPD,"Maize, Bc 488 (1986), full grain maturity, raw",PHYTCPPD,390.0,"Fonio, grain, dry, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Fonio, grain, dry, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,Same mismatch.,,Paul S,16/08/2026,
01030013:PHYTCPPI,"Bread, wheat-based",PHYTCPPI,542.0,"Bread, wheat",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,approve,"Bread, wheat",,category_estimate,Paul S,16/08/2026,Clean match.
01030022:PHYTCA,"Bread, wheat-based",PHYTCA,53.09589999999999,"Bread, wheat",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,approve,"Bread, wheat",,category_estimate,Paul S,16/08/2026,Clean match.
01030025:PHYTCA,"Bread, wheat-based",PHYTCA,54.50412,"Bread, wheat",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,approve,"Bread, wheat",,category_estimate,Paul S,16/08/2026,Clean match.
01030050:PHYTCPPD,"Bread, white wheat-based",PHYTCPPD,7.0,"Bread, white wheat",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,approve,"Bread, white wheat",,category_estimate,Paul S,16/08/2026,Clean match.
01030057:PHYTC-,"Bread, white wheat-based, high fiber",PHYTC-,156.8,"Bread, white wheat",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,approve,"Bread, white wheat",,category_estimate,Paul S,16/08/2026,"""High fiber"" variant not captured, otherwise good match -- category estimate with that caveat."
01030061:IP5_A_IP6,"Bread, whole and white wheat (50/50)",IP5_A_IP6,36.173151999999995,"Bread, white wheat",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,reject,,"A 50/50 whole-wheat/white-wheat blend matched to pure white-wheat bread -- missing half the whole-wheat (bran-retaining) component, a meaningful compositional gap.",,Paul S,16/08/2026,
01030071:PHYTCPPI,"Bread, whole wheat-based, Hard red winter, unleavened",PHYTCPPI,405.875,"Wheat, hard red winter",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,reject,,"BREAD (a baked product) vs raw WHEAT GRAIN (unprocessed) -- wrong product form, despite the variety name matching well.",,Paul S,16/08/2026,
01030099:PHYTCPPD,"Cracker, whole wheat-based",PHYTCPPD,588.0,"Crackers, whole-wheat",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,approve,"Crackers, whole-wheat",,category_estimate,Paul S,16/08/2026,Clean match.
01030116:PHYTCPP,"Noodle, wheat-based, uncooked",PHYTCPP,3.0,"Wheat, KAMUT khorasan, uncooked",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,reject,,A processed NOODLE vs raw KAMUT wheat grain (a specific ancient-grain variety not mentioned in the source) -- wrong product form and an unconfirmed specific variety.,,Paul S,16/08/2026,
01030135:PHYTC-,"Wheat bran, Back Cross of Roshan, raw",PHYTC-,673.4,"Wheat bran, crude",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,approve,"Wheat bran, crude",,category_estimate,Paul S,16/08/2026,"Breeding-line-specific source, reasonable generic crude-bran category estimate."
01030225:PHYTC-,"Wheat, germ",PHYTC-,1026.0,"Wheat germ, crude",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,approve,"Wheat germ, crude",,category_estimate,Paul S,16/08/2026,Clean match.
01040013:PHYTCA,Sorghum flour,PHYTCA,490.0,"Sorghum flour, whole-grain",sr_legacy_food,close_analogue,0.85,"name-matched at confidence 0.85, but preparation state/moisture basis alignment could not be confirmed automatically",random_sample,approve,"Sorghum flour, whole-grain",,category_estimate,Paul S,16/08/2026,"Whole-grain assumption for an unspecified ""Sorghum flour"" is a reasonable default."
01040068:PHYTCPP,"Sorghum, raw",PHYTCPP,427.0,Sorghum grain,sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,approve,Sorghum grain,,category_estimate,Paul S,16/08/2026,Clean match.
01050075:PHYTCPP,"Bajra, raw",PHYTCPP,485.0,"Bananas, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Bananas, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"""Bajra"" is the common Hindi name for pearl millet (a grain) -- matched to BANANAS, a completely unrelated fruit.",,Paul S,16/08/2026,
01050110:PPD,"Indian barnyard millet, raw, grounded",PPD,105.3,"Millet, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Millet, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Millet, raw",,category_estimate,Paul S,16/08/2026,"Specific millet species vs a generic millet candidate -- standard species-collapse caveat, reasonable category estimate."
01050162:PHYTCPPI,"Pearl millet flour, Dembi, whole seed, cooked, dried",PHYTCPPI,676.4296099999999,"Egg, whole, cooked, fried",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,reject,,"Millet flour (a plant product) vs EGG (an animal product, fried) -- wrong category entirely, likely a ""whole""/""cooked"" generic-word-overlap glitch.",,Paul S,16/08/2026,
01050188:PHYTCPP,"Pearl millet, Gampela, yellow, raw",PHYTCPP,609.7,"Peaches, yellow, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Peaches, yellow, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"Pearl millet (a grain) vs PEACHES (a fruit) -- wrong category, coincidental ""yellow"" color word.",,Paul S,16/08/2026,
01060036:IP6,"Barley, dried",IP6,175.76399999999998,"Barley, hulled",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,approve,"Barley, hulled",,category_estimate,Paul S,16/08/2026,"""Dried"" (unspecified milling) vs HULLED (husk removed, bran retained) -- hulled barley is a common, minimally-processed form; less concerning than the pearled-barley cases above."
01060050:IP3,"Barley, Sunnita, raw",IP3,19.383,"Barley, pearled, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Barley, pearled, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"Same pearled-barley milling-degree concern as the Sunnita-irradiated rows above -- ""raw"" doesn't confirm pearled state.",,Paul S,16/08/2026,
01060071:IP6,"Bread, mixed flour, wheat and rye",IP6,112.2,"Wheat flour, white, bread, enriched",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,reject,,"BREAD vs FLOUR (wrong product form), missing the rye component entirely, and the wrong specific type (white vs the source's wheat+rye mix) -- multiple compounding mismatches.",,Paul S,16/08/2026,
01060112:PHYTCPPD,"Buckwheat, broken whole grain, dried",PHYTCPPD,1818.0,"Buckwheat, whole grain",foundation_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,approve,"Buckwheat, whole grain",,category_estimate,Paul S,16/08/2026,"""Broken"" physical-form detail not captured, otherwise a good match."
01060206:IP6,"Porridge formula, oatmeal, commercial, ""Ahaa"" small flakes",IP6,567.6,"Cookies, oatmeal, commercially prepared, regular",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,reject,,A porridge FORMULA (a liquid/semi-liquid cereal product) vs COOKIES (a baked snack) -- wrong product form entirely.,,Paul S,16/08/2026,
02010034:PHYTCPPI,"Potato, white skin and flesh, raw, peeled",PHYTCPPI,6.9373320000000005,"Potatoes, white, flesh and skin, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Potatoes, white, flesh and skin, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"Source is explicitly PEELED (skin removed); candidate is explicitly ""flesh AND skin"" (skin included) -- directly contradictory, and skin has different phytate content than flesh.",,Paul S,16/08/2026,
02040015:IP6,"Yam, raw",IP6,46.0,"Yam, raw",sr_legacy_food,regional_equivalent,0.85,"name match with preparation state 'raw' confirmed present in 'Yam, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Yam, raw",,category_estimate,Paul S,16/08/2026,Exact match.
02050008:PHYTCPP,"Beet root, raw",PHYTCPP,12.68,"Beets, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Beets, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Beets, raw",,category_estimate,Paul S,16/08/2026,Clean match.
02060011:PHYTCPP,"Plantain, ripe, boiled",PHYTCPP,0.0,"Plantains, green, boiled",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,reject,,"RIPE (high-sugar) vs GREEN/unripe (starchy) plantain -- ripening significantly changes composition, a real mismatch not just wording.",,Paul S,16/08/2026,
03010018:PHYTC-,"African oil bean, seed, cooked, oven-dried",PHYTC-,288.672,"Mung beans, mature seeds, sprouted, cooked, stir-fried",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,reject,,"African oil bean vs MUNG BEANS (a different species, sprouted, stir-fried) -- wrong species and wrong prep method (oven-dried vs stir-fried) entirely.",,Paul S,16/08/2026,
03010032:PHYTCPPI,"Bambara groundnut, raw",PHYTCPPI,1379.1139500000002,"Lamb, ground, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Lamb, ground, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"Bambara groundnut (a legume) vs LAMB (ground meat, an animal product) -- wrong category entirely, coincidental ""ground(nut)""/""ground (lamb)"" word overlap.",,Paul S,16/08/2026,
03010033:PHYT-,"Bambara groundnut, raw",PHYT-,319.55,"Lamb, ground, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Lamb, ground, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"Bambara groundnut (a legume) vs LAMB (ground meat, an animal product) -- wrong category entirely, coincidental ""ground(nut)""/""ground (lamb)"" word overlap.",,Paul S,16/08/2026,
03010037:PHYTCPPD,"Bambara groundnut, seed, boiled for 60 min, dried",PHYTCPPD,8.30676,"Seeds, breadnut tree seeds, dried",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,reject,,"Bambara groundnut vs breadnut tree seeds -- different species, generic ""seeds...dried"" coincidence.",,Paul S,16/08/2026,
03010040:IP6,"Bambara groundnut, seed, red, raw",IP6,202.18,"Grapes, red, seedless, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Grapes, red, seedless, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"A legume seed vs GRAPES (a fruit) -- wrong category, coincidental ""red"" color word.",,Paul S,16/08/2026,
03010069:PHYTCPP,"Bean, 'Vigna luteola', TVnu 29, Brown, seed, raw",PHYTCPP,665.0,"Broadbeans (fava beans), mature seeds, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Broadbeans (fava beans), mature seeds, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,Vigna luteola (a wild legume) vs fava bean (Vicia faba) -- different species/genus entirely.,,Paul S,16/08/2026,
03010176:IP5,"Chickpea, var. Sinaloa, seed, raw",IP5,168.0,"Chia seeds, dry, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Chia seeds, dry, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"Chickpea vs CHIA SEEDS -- wrong species entirely, an established garbage-bucket pattern from earlier in this review.",,Paul S,16/08/2026,
03010237:IP3,"Common bean, Pink-mottled cream, seed, raw",IP3,16.0,"Beans, pink, mature seeds, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Beans, pink, mature seeds, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Beans, pink, mature seeds, raw",,category_estimate,Paul S,16/08/2026,"Same species (Phaseolus vulgaris) as the named candidate -- cultivar specificity not preserved, standard category-estimate caveat."
03010306:PHYTCPPI,"Cowpea, brown cowpea, GC-89691, raw",PHYTCPPI,822.9242999999999,"Cowpeas, leafy tips, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Cowpeas, leafy tips, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"Mature cowpea seeds vs LEAFY TIPS -- wrong plant part, same established pattern as the CL367 germination rows above.",,Paul S,16/08/2026,
03010307:PHYTCPP,"Cowpea, brown, raw",PHYTCPP,550.0,"Cowpeas, leafy tips, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Cowpeas, leafy tips, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,Same wrong-plant-part mismatch.,,Paul S,16/08/2026,
03010360:PHYTCPP,"Cowpea, Togovi, wrinkled, unpigmented, raw",PHYTCPP,866.25,"Cowpeas, leafy tips, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Cowpeas, leafy tips, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,Same wrong-plant-part mismatch.,,Paul S,16/08/2026,
03010421:PHYTCPP,"Faba bean, Vesuvio, whole seed, raw",PHYTCPP,771.42,"Beans, white, mature seeds, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Beans, white, mature seeds, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"Faba bean (Vicia faba) vs generic ""white beans"" (typically Phaseolus vulgaris) -- likely different species, same faba-bean-species-mismatch caution established throughout this review.",,Paul S,16/08/2026,
03010438:PHYTCPP,"Field bean, brown, raw",PHYTCPP,773.0,"Yardlong bean, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Yardlong bean, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"""Field bean"" vs YARDLONG BEAN (a cowpea relative) -- likely different species, same compound ""X bean"" caution as elsewhere in this review.",,Paul S,16/08/2026,
03010558:PHYTCPPD,"Mung bean, MH 125, raw",PHYTCPPD,665.742,"Mung beans, mature seeds, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Mung beans, mature seeds, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Mung beans, mature seeds, raw",,category_estimate,Paul S,16/08/2026,"Cultivar-specific source, reasonable generic mung-bean category estimate."
03010596:PHYTC-,"Pea, Agra, dried",PHYTC-,1024.914,"Pepeao, dried",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'dried' confirmed present in 'Pepeao, dried', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,Pea vs a wood-ear mushroom -- established coincidence-trap pattern.,,Paul S,16/08/2026,
03010602:IP4,"Pea, dried",IP4,34.952,"Pepeao, dried",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'dried' confirmed present in 'Pepeao, dried', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,Same mismatch.,,Paul S,16/08/2026,
03010603:PHYTCPP,"Pea, dried",PHYTCPP,413.0,"Pepeao, dried",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'dried' confirmed present in 'Pepeao, dried', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,Same mismatch.,,Paul S,16/08/2026,
03010612:PHYTC-,"Pea, Karat, dried",PHYTC-,675.7128,"Pepeao, dried",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'dried' confirmed present in 'Pepeao, dried', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,Same mismatch.,,Paul S,16/08/2026,
03010632:PHYTCPP,"Rajmah, black, raw",PHYTCPP,470.0,"Blackberries, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Blackberries, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"""Rajmah"" (Hindi for kidney bean) vs BLACKBERRIES -- wrong category entirely, coincidental ""black"" color word.",,Paul S,16/08/2026,
03010636:PHYTCPP,"Red gram, raw",PHYTCPP,14.91,"Grapes, red, seedless, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Grapes, red, seedless, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"""Red gram"" (pigeon pea) vs GRAPES -- wrong category, coincidental ""red"" color word.",,Paul S,16/08/2026,
03010688:PHYTCPPD,"Stink bean, raw",PHYTCPPD,1647.76,"Yardlong bean, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Yardlong bean, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,Stink bean (Parkia speciosa) vs yardlong bean (Vigna unguiculata) -- different species.,,Paul S,16/08/2026,
03020019:PHYTC-,Soybean flour,PHYTC-,763.6,"Soy flour, low-fat",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,reject,,"Plain ""Soybean flour"" (fat content unspecified, standard/full-fat assumed by default) matched to LOW-FAT specifically -- an unconfirmed, compositionally meaningful assumption.",,Paul S,16/08/2026,
03020020:IP6,Soybean flour,IP6,168.165,"Soy flour, low-fat",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,reject,,"Plain ""Soybean flour"" (fat content unspecified, standard/full-fat assumed by default) matched to LOW-FAT specifically -- an unconfirmed, compositionally meaningful assumption.",,Paul S,16/08/2026,
03020044:IP6,"Soybean, Dekabig, raw",IP6,1068.528,"Soybeans, green, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Soybeans, green, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"Source doesn't specify ""green""/immature soybeans; candidate assumes that maturity stage, which has very different composition from mature dry soybean -- an unconfirmed assumption.",,Paul S,16/08/2026,
03020155:IP5_A_IP6,Tempeh,IP5_A_IP6,122.60999999999999,Tempeh,sr_legacy_food,close_analogue,0.85,"name-matched at confidence 0.85, but preparation state/moisture basis alignment could not be confirmed automatically",random_sample,approve,Tempeh,,category_estimate,Paul S,16/08/2026,Exact match.
03020159:IP5,"Tofu, boiled",IP5,5.016000000000002,"Tofu, fried",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,reject,,"BOILED vs FRIED -- different cooking method, frying adds oil and meaningfully changes composition.",,Paul S,16/08/2026,
03020165:IP5,"Tofu, fried",IP5,17.178,"Tofu, fried",sr_legacy_food,close_analogue,0.85,"name-matched at confidence 0.85, but preparation state/moisture basis alignment could not be confirmed automatically",random_sample,approve,"Tofu, fried",,category_estimate,Paul S,16/08/2026,Exact match.
03020165:IP5_A_IP6,"Tofu, fried",IP5_A_IP6,318.202,"Tofu, fried",sr_legacy_food,close_analogue,0.85,"name-matched at confidence 0.85, but preparation state/moisture basis alignment could not be confirmed automatically",random_sample,approve,"Tofu, fried",,category_estimate,Paul S,16/08/2026,Exact match.
