row_identifier,food_description,compound_fraction,value,candidate,candidate_data_type,match_method,rationale,selected_score,unselected_alternative_score,score_gap,suggested_action,generic_candidates_found,generic_candidates_sample,all_candidates_for_genus_count,all_candidates_for_genus_sample,quick_hint,review_verdict,approved_fdc_food,match_scope,rejection_reason,review_notes
03010166:PHYTCPPD,"Chickpea, raw",PHYTCPPD,744.24,PEREG CHICKPEA,branded_food,fuzzy,"top two name-search candidates ('PEREG CHICKPEA', 'Chives, raw') are too textually similar to the source description (0.59 vs 0.75 similarity) to place confidently",0.59,0.75,0.16,OPEN — needs review,10,"Chickpea flour (besan) (sr_legacy_food) | Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed (foundation_food) | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained solids (sr_legacy_food) | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained, rinsed in tap water (sr_legacy_food) | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids (sr_legacy_food)",30,"13 FOODS CHICKPEAS | 13 Foods LLC CHICKPEAS | 13 Foods LLC CHICKPEAS | 34 DEGREES EVERYTHING BAKED CHICKPEA THINS SNAPS, EVERYTHING | 34 DEGREES UMAMI BAKED CHICKPEA THINS, UMAMI | 34 Degrees LLC EVERYTHING BAKED CHICKPEA THINS SNAPS | 34 Degrees LLC EVERYTHING BAKED CHICKPEA THINS SNAPS, EVERYTHING | 34 Degrees LLC EVERYTHING BAKED CHICKPEA THINS SNAPS, EVERYTHING",genus word appears in rationale text — worth checking the unselected alternative directly,replace,"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",category_estimate,,
03010335:PHYTCPP,"Cowpea, Kpletchevi, smooth, brown, raw",PHYTCPP,1041.25,SEA PEARL RAW BROWN HEADLESS SHRIMP,branded_food,fuzzy,"top two name-search candidates ('SEA PEARL RAW BROWN HEADLESS SHRIMP', 'Cowpeas, young pods with seeds, raw') are too textually similar to the source description (0.33 vs 0.49 similarity) to place confidently",0.33,0.49,0.16,OPEN — needs review,20,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with salt (sr_legacy_food) | Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt (sr_legacy_food) | Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, with salt (sr_legacy_food) | Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, without salt (sr_legacy_food) | Cowpeas (blackeyes), immature seeds, frozen, unprepared (sr_legacy_food)",20,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with salt | Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt | Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, with salt | Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, without salt | Cowpeas (blackeyes), immature seeds, frozen, unprepared | Cowpeas (blackeyes), immature seeds, raw | Cowpeas, catjang, mature seeds, cooked, boiled, with salt | Cowpeas, catjang, mature seeds, cooked, boiled, without salt",genus word appears in rationale text — worth checking the unselected alternative directly,replace,"Cowpeas, catjang, mature seeds, raw",category_estimate,,
04030112:PHYTCPP,"Zucchini, green, raw",PHYTCPP,10.57,"Squash, summer, green, zucchini, includes skin, raw",foundation_food,fuzzy,"top two name-search candidates ('Squash, summer, green, zucchini, includes skin, raw', 'Squash, zucchini, baby, raw') are too textually similar to the source description (0.48 vs 0.64 similarity) to place confidently",0.48,0.64,0.16,OPEN — needs review,9,"Squash, summer, green, zucchini, includes skin, raw (foundation_food) | Squash, summer, zucchini, includes skin, cooked, boiled, drained, with salt (sr_legacy_food) | Squash, summer, zucchini, includes skin, cooked, boiled, drained, without salt (sr_legacy_food) | Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, with salt (sr_legacy_food) | Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, without salt (sr_legacy_food)",30,"1001 DELIGHTS ZUCCHINI STUFFED WITH RICE, ZUCCHINI | A.G. Wines, Ltd. YELLOW ZUCCHINI NOODLES, YELLOW ZUCCHINI | AWESOME FOODS AWESOME FOODS, ZUCCHINI TEMPURAW | AWESOME FOODS AWESOME FOODS, ZUCCHINI TEMPURAW | AWESOME FOODS AWESOME FOODS, ZUCCHINI TEMPURAW | AWESOME FOODS AWESOME FOODS, ZUCCHINI TEMPURAW | Actionsoft Corporation MEDIUM ZUCCHINI SALSA, MEDIUM ZUCCHINI | Ahold USA, Inc. GIANT, NORMANDY STYLE VEGETABLE BLEND, BROCCOLI, CAULLFLOWER, CARROTS, ZUCCHINI & YELLOW SQUASH",genus word appears in rationale text — worth checking the unselected alternative directly,approve,,,,Selected candidate already correct.
05010013:PHYTCPP,"Mango, Banganapalli, ripe, raw",PHYTCPP,85.83,"Mangos, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Mangos, raw', 'Bananas, overripe, raw') are too textually similar to the source description (0.49 vs 0.65 similarity) to place confidently",0.49,0.65,0.16,OPEN — needs review,13,"Babyfood, GERBER, 3rd Foods, apple, mango and kiwi (sr_legacy_food) | Babyfood, fruit dessert, mango with tapioca (sr_legacy_food) | Beverages, FUZE, orange mango, fortified with vitamins A, C, E, B6 (sr_legacy_food) | Beverages, V8 SPLASH Smoothies, Peach Mango (sr_legacy_food) | Beverages, V8 V-FUSION Juices, Peach Mango (sr_legacy_food)",30,"""TO DIE FOR!"" DIPS AND SPREADS, MANGO CHUTNEY & CURRY | (S.M.G.) Shoals Music Group ORGANIC MANGO SLICES | (S.M.G.) Shoals Music Group ORGANIC MANGO SLICES | (S.M.G.) Shoals Music Group ORGANIC MANGO SLICES | 11984861 Canada Ltd. MANGO + PASSION FRUIT 9.0 PH ALKALINE SPORTS DRINK + PERFORMANCE BOOSTING ELECTROLYTES, MANGO + PASSION FRUIT | 18 Rabbits, Inc. JR. ORGANIC GRANOLA BAR, MANGO STRAWBERRY | 18 Rabbits, Inc. JR. ORGANIC GRANOLA BAR, MANGO STRAWBERRY | 18 Rabbits, Inc. MANGO STRAWBERRY MANGOES CHIA, SUNFLOWER & PUMPKIN SEEDS, CRISPY BROWN RICE, STRAWBERRIES, WHOLE GRAIN OATS ORGANIC GRANOLA CEREAL, MANGO STRAWBERRY",genus word appears in rationale text — worth checking the unselected alternative directly,replace,"Mangos, raw",category_estimate,,
01010044:PHYTCPPD,"Rice bran, IRGA 417, raw",PHYTCPPD,7501.408,"Bread, rice bran",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, rice bran', 'Rice bran, crude') are too textually similar to the source description (0.45 vs 0.60 similarity) to place confidently",0.45,0.6,0.15,OPEN — needs review,4,"Bread, rice bran (sr_legacy_food) | Bread, rice bran, toasted (sr_legacy_food) | Pasta, gluten-free, rice flour and rice bran extract, cooked, DE BOLES (sr_legacy_food) | Rice bran, crude (sr_legacy_food)",30,"Bob's Red Mill Natural Foods, Inc. RICE BRAN | Bob's Red Mill Natural Foods, Inc. RICE BRAN | Bob's Red Mill Natural Foods, Inc. RICE BRAN | Bob's Red Mill Natural Foods, Inc. RICE BRAN | Bob's Red Mill Natural Foods, Inc. RICE BRAN | Bread, rice bran | Bread, rice bran, toasted | Inventure Foods, Inc. HIMALAYAN PINK SALT RICE BRAN OIL KETTLE COOKED POTATO CHIPS",genus word appears in rationale text — worth checking the unselected alternative directly,replace,"Rice bran, crude",category_estimate,,
01010044:PPD,"Rice bran, IRGA 417, raw",PPD,2105.348,"Bread, rice bran",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, rice bran', 'Rice bran, crude') are too textually similar to the source description (0.45 vs 0.60 similarity) to place confidently",0.45,0.6,0.15,OPEN — needs review,4,"Bread, rice bran (sr_legacy_food) | Bread, rice bran, toasted (sr_legacy_food) | Pasta, gluten-free, rice flour and rice bran extract, cooked, DE BOLES (sr_legacy_food) | Rice bran, crude (sr_legacy_food)",30,"Bob's Red Mill Natural Foods, Inc. RICE BRAN | Bob's Red Mill Natural Foods, Inc. RICE BRAN | Bob's Red Mill Natural Foods, Inc. RICE BRAN | Bob's Red Mill Natural Foods, Inc. RICE BRAN | Bob's Red Mill Natural Foods, Inc. RICE BRAN | Bread, rice bran | Bread, rice bran, toasted | Inventure Foods, Inc. HIMALAYAN PINK SALT RICE BRAN OIL KETTLE COOKED POTATO CHIPS",genus word appears in rationale text — worth checking the unselected alternative directly,replace,"Rice bran, crude",category_estimate,,
01020054:PHYTCPP,"Dumplings, corn-based, boiled in plantain leaves",PHYTCPP,66.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,fuzzy,"top two name-search candidates ('Ito, Inc. PLANT-BASED DUMPLINGS', 'MINIATURE PLANT-BASED CORN DOGS') are too textually similar to the source description (0.23 vs 0.38 similarity) to place confidently",0.23,0.38,0.15,OPEN — needs review,2,"Babyfood, dinner, vegetables and dumplings and beef, junior (sr_legacy_food) | Babyfood, dinner, vegetables and dumplings and beef, strained (sr_legacy_food)",30,"ALESSI PREMIUM GNOCCHI DI PATATE ITALIAN POTATO DUMPLINGS, GLUTEN FREE GNOCCHI | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,Tamale-style dumplings boiled in leaves; no FDC representation.,
01020054:IP5,"Dumplings, corn-based, boiled in plantain leaves",IP5,34.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,fuzzy,"top two name-search candidates ('Ito, Inc. PLANT-BASED DUMPLINGS', 'MINIATURE PLANT-BASED CORN DOGS') are too textually similar to the source description (0.23 vs 0.38 similarity) to place confidently",0.23,0.38,0.15,OPEN — needs review,2,"Babyfood, dinner, vegetables and dumplings and beef, junior (sr_legacy_food) | Babyfood, dinner, vegetables and dumplings and beef, strained (sr_legacy_food)",30,"ALESSI PREMIUM GNOCCHI DI PATATE ITALIAN POTATO DUMPLINGS, GLUTEN FREE GNOCCHI | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,Tamale-style dumplings boiled in leaves; no FDC representation.,
01020054:IP6,"Dumplings, corn-based, boiled in plantain leaves",IP6,15.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,fuzzy,"top two name-search candidates ('Ito, Inc. PLANT-BASED DUMPLINGS', 'MINIATURE PLANT-BASED CORN DOGS') are too textually similar to the source description (0.23 vs 0.38 similarity) to place confidently",0.23,0.38,0.15,OPEN — needs review,2,"Babyfood, dinner, vegetables and dumplings and beef, junior (sr_legacy_food) | Babyfood, dinner, vegetables and dumplings and beef, strained (sr_legacy_food)",30,"ALESSI PREMIUM GNOCCHI DI PATATE ITALIAN POTATO DUMPLINGS, GLUTEN FREE GNOCCHI | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,Tamale-style dumplings boiled in leaves; no FDC representation.,
01020054:IP5_A_IP6,"Dumplings, corn-based, boiled in plantain leaves",IP5_A_IP6,49.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,fuzzy,"top two name-search candidates ('Ito, Inc. PLANT-BASED DUMPLINGS', 'MINIATURE PLANT-BASED CORN DOGS') are too textually similar to the source description (0.23 vs 0.38 similarity) to place confidently",0.23,0.38,0.15,OPEN — needs review,2,"Babyfood, dinner, vegetables and dumplings and beef, junior (sr_legacy_food) | Babyfood, dinner, vegetables and dumplings and beef, strained (sr_legacy_food)",30,"ALESSI PREMIUM GNOCCHI DI PATATE ITALIAN POTATO DUMPLINGS, GLUTEN FREE GNOCCHI | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,Tamale-style dumplings boiled in leaves; no FDC representation.,
01020055:PHYTCPP,"Dumplings, corn-based, boiled in plantain leaves",PHYTCPP,170.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,fuzzy,"top two name-search candidates ('Ito, Inc. PLANT-BASED DUMPLINGS', 'MINIATURE PLANT-BASED CORN DOGS') are too textually similar to the source description (0.23 vs 0.38 similarity) to place confidently",0.23,0.38,0.15,OPEN — needs review,2,"Babyfood, dinner, vegetables and dumplings and beef, junior (sr_legacy_food) | Babyfood, dinner, vegetables and dumplings and beef, strained (sr_legacy_food)",30,"ALESSI PREMIUM GNOCCHI DI PATATE ITALIAN POTATO DUMPLINGS, GLUTEN FREE GNOCCHI | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,Tamale-style dumplings boiled in leaves; no FDC representation.,
01020055:IP5,"Dumplings, corn-based, boiled in plantain leaves",IP5,31.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,fuzzy,"top two name-search candidates ('Ito, Inc. PLANT-BASED DUMPLINGS', 'MINIATURE PLANT-BASED CORN DOGS') are too textually similar to the source description (0.23 vs 0.38 similarity) to place confidently",0.23,0.38,0.15,OPEN — needs review,2,"Babyfood, dinner, vegetables and dumplings and beef, junior (sr_legacy_food) | Babyfood, dinner, vegetables and dumplings and beef, strained (sr_legacy_food)",30,"ALESSI PREMIUM GNOCCHI DI PATATE ITALIAN POTATO DUMPLINGS, GLUTEN FREE GNOCCHI | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,Tamale-style dumplings boiled in leaves; no FDC representation.,
01020055:IP6,"Dumplings, corn-based, boiled in plantain leaves",IP6,18.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,fuzzy,"top two name-search candidates ('Ito, Inc. PLANT-BASED DUMPLINGS', 'MINIATURE PLANT-BASED CORN DOGS') are too textually similar to the source description (0.23 vs 0.38 similarity) to place confidently",0.23,0.38,0.15,OPEN — needs review,2,"Babyfood, dinner, vegetables and dumplings and beef, junior (sr_legacy_food) | Babyfood, dinner, vegetables and dumplings and beef, strained (sr_legacy_food)",30,"ALESSI PREMIUM GNOCCHI DI PATATE ITALIAN POTATO DUMPLINGS, GLUTEN FREE GNOCCHI | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,Tamale-style dumplings boiled in leaves; no FDC representation.,
01020055:IP5_A_IP6,"Dumplings, corn-based, boiled in plantain leaves",IP5_A_IP6,49.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,fuzzy,"top two name-search candidates ('Ito, Inc. PLANT-BASED DUMPLINGS', 'MINIATURE PLANT-BASED CORN DOGS') are too textually similar to the source description (0.23 vs 0.38 similarity) to place confidently",0.23,0.38,0.15,OPEN — needs review,2,"Babyfood, dinner, vegetables and dumplings and beef, junior (sr_legacy_food) | Babyfood, dinner, vegetables and dumplings and beef, strained (sr_legacy_food)",30,"ALESSI PREMIUM GNOCCHI DI PATATE ITALIAN POTATO DUMPLINGS, GLUTEN FREE GNOCCHI | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | ANNE'S ORIGINAL OLD FASHIONED FLAT DUMPLINGS, ORIGINAL | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ahold USA, Inc. CHICKEN POTSTICKERS ASIAN INSPIRED DUMPLINGS WITH CHICKEN AND VEGETABLES, CHICKEN POTSTICKERS | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE | Ajinomoto Foods North America, Inc. CHICKEN & VEGETABLE DUMPLINGS WITH SAVORY DIPPING SAUCE POTSTICKERS, CHICKEN & VEGETABLE",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,Tamale-style dumplings boiled in leaves; no FDC representation.,
01050198:IP6,"Pearl millet, paste",IP6,35.7,NAMASTE MILLET FLOUR,branded_food,fuzzy,"top two name-search candidates ('NAMASTE MILLET FLOUR', 'Millet, puffed') are too textually similar to the source description (0.46 vs 0.61 similarity) to place confidently",0.46,0.61,0.15,OPEN — needs review,0,,0,,,reject,,,No representation for pearl millet paste.,
01060032:IP5_A_IP6,"Barley flour, white flour, roasted, milled",IP5_A_IP6,452.0,"Flour, barley",foundation_food,fuzzy,"top two name-search candidates ('Flour, barley', 'Barley malt flour') are too textually similar to the source description (0.36 vs 0.51 similarity) to place confidently",0.36,0.51,0.15,OPEN — needs review,1,Barley flour or meal (sr_legacy_food),24,"Amazonas Imports, Inc. BARLEY FLOUR DRINK MIX | Amazonas Imports, Inc. BARLEY FLOUR DRINK MIX | Amazonas Imports, Inc. BARLEY FLOUR DRINK MIX | Amazonas Imports, Inc. BARLEY FLOUR DRINK MIX | Andino's Food Imports Inc. MACHICA BARLEY FLOUR | Andino's Food Imports Inc. MACHICA BARLEY FLOUR | Barley flour or meal | Bob's Red Mill Natural Foods, Inc. BARLEY FLOUR",,replace,Barley flour or meal,category_estimate,,
01060167:PHYTCPPD,"Oat bran, extruded at 115ºC and 14%H20",PHYTCPPD,2150.0,HEARTLAND OAT BRAN,branded_food,fuzzy,"top two name-search candidates ('HEARTLAND OAT BRAN', 'Oat bran, cooked') are too textually similar to the source description (0.29 vs 0.44 similarity) to place confidently",0.29,0.44,0.15,OPEN — needs review,14,"Bagels, oat bran (sr_legacy_food) | Bread, oat bran (sr_legacy_food) | Bread, oat bran, toasted (sr_legacy_food) | Bread, reduced-calorie, oat bran (sr_legacy_food) | Bread, reduced-calorie, oat bran, toasted (sr_legacy_food)",30,"ASPEN MILLS LIGHT OAT BRAN | Alpha Baking Co., Inc. KLASSIC WHEAT WITH OAT BRAN BUNS | Alpha Baking Co., Inc. KLASSIC WHEAT WITH OAT BRAN BUNS | Alpha Baking Co., Inc. KLASSIC WHEAT WITH OAT BRAN BUNS | Alpha Baking Co., Inc. KLASSIC WHEAT WITH OAT BRAN BUNS | Alpha Baking Co., Inc. OAT BRAN BREAD | Alpha Baking Co., Inc. OAT BRAN BREAD | Alpha Baking Co., Inc. OAT BRAN BREAD",genus word appears in rationale text — worth checking the unselected alternative directly,replace,"Oat bran, raw",category_estimate,,No temperature/moisture-treated oat bran entries exist (research variable); plain raw used as closest proxy.
01060168:PHYTCPPD,"Oat bran, extruded at 115ºC and 17%H20",PHYTCPPD,2076.0,HEARTLAND OAT BRAN,branded_food,fuzzy,"top two name-search candidates ('HEARTLAND OAT BRAN', 'Oat bran, cooked') are too textually similar to the source description (0.29 vs 0.44 similarity) to place confidently",0.29,0.44,0.15,OPEN — needs review,14,"Bagels, oat bran (sr_legacy_food) | Bread, oat bran (sr_legacy_food) | Bread, oat bran, toasted (sr_legacy_food) | Bread, reduced-calorie, oat bran (sr_legacy_food) | Bread, reduced-calorie, oat bran, toasted (sr_legacy_food)",30,"ASPEN MILLS LIGHT OAT BRAN | Alpha Baking Co., Inc. KLASSIC WHEAT WITH OAT BRAN BUNS | Alpha Baking Co., Inc. KLASSIC WHEAT WITH OAT BRAN BUNS | Alpha Baking Co., Inc. KLASSIC WHEAT WITH OAT BRAN BUNS | Alpha Baking Co., Inc. KLASSIC WHEAT WITH OAT BRAN BUNS | Alpha Baking Co., Inc. OAT BRAN BREAD | Alpha Baking Co., Inc. OAT BRAN BREAD | Alpha Baking Co., Inc. OAT BRAN BREAD",genus word appears in rationale text — worth checking the unselected alternative directly,replace,"Oat bran, raw",category_estimate,,No temperature/moisture-treated oat bran entries exist (research variable); plain raw used as closest proxy.
01060169:PHYTCPPD,"Oat bran, extruded at 115ºC and 20%H20",PHYTCPPD,2036.0,HEARTLAND OAT BRAN,branded_food,fuzzy,"top two name-search candidates ('HEARTLAND OAT BRAN', 'Oat bran, cooked') are too textually similar to the source description (0.29 vs 0.44 similarity) to place confidently",0.29,0.44,0.15,OPEN — needs review,14,"Bagels, oat bran (sr_legacy_food) | Bread, oat bran (sr_legacy_food) | Bread, oat bran, toasted (sr_legacy_food) | Bread, reduced-calorie, oat bran (sr_legacy_food) | Bread, reduced-calorie, oat bran, toasted (sr_legacy_food)",30,"ASPEN MILLS LIGHT OAT BRAN | Alpha Baking Co., Inc. KLASSIC WHEAT WITH OAT BRAN BUNS | Alpha Baking Co., Inc. KLASSIC WHEAT WITH OAT BRAN BUNS | Alpha Baking Co., Inc. KLASSIC WHEAT WITH OAT BRAN BUNS | Alpha Baking Co., Inc. KLASSIC WHEAT WITH OAT BRAN BUNS | Alpha Baking Co., Inc. OAT BRAN BREAD | Alpha Baking Co., Inc. OAT BRAN BREAD | Alpha Baking Co., Inc. OAT BRAN BREAD",genus word appears in rationale text — worth checking the unselected alternative directly,replace,"Oat bran, raw",category_estimate,,No temperature/moisture-treated oat bran entries exist (research variable); plain raw used as closest proxy.
