row_identifier,chosen_fdc_id,resolver_note
19020034:PHYTCPPD,1995760,"auto-resolved: all 2 candidate Food rows for 'CVS Pharmacy, Inc. RED KIDNEY BEAN CURRY WITH BASMATI RICE' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
19020036:PHYTCPPD,2201414,"auto-resolved: all 2 candidate Food rows for 'Goya Foods, Inc. SEASONED RICE WITH COCONUT, COCONUT' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
19020040:PHYTCPPD,1856578,"auto-resolved: all 2 candidate Food rows for 'Andre Prost Inc. YELLOW CURRY RICE, YELLOW CURRY' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
19020045:PHYTCPPI,395103,"auto-resolved: all 4 candidate Food rows for 'The Kroger Co. RICE WITH CHICKEN AND VEGETABLES' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
01010008:IP6,2662934,"auto-resolved: all 4 candidate Food rows for ""WK KELLOGG CO Kellogg's Rice Krispies Cereal .88oz"" share the same real-world product identity (gtin_upc=00038000219344) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
01030046:PHYTC-,545882,"auto-resolved: all 5 candidate Food rows for 'Flowers Foods, Inc. WHEAT+PROTEIN BREAD' share the same real-world product identity (gtin_upc=072250093873) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
01030074:IP3,520311,"auto-resolved: all 6 candidate Food rows for ""Love's Bakery Inc. 100% WHOLE WHEAT BREAD"" share the same real-world product identity (gtin_upc=076990003871) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
01030074:IP4,520311,"auto-resolved: all 6 candidate Food rows for ""Love's Bakery Inc. 100% WHOLE WHEAT BREAD"" share the same real-world product identity (gtin_upc=076990003871) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
01030074:IP5,520311,"auto-resolved: all 6 candidate Food rows for ""Love's Bakery Inc. 100% WHOLE WHEAT BREAD"" share the same real-world product identity (gtin_upc=076990003871) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
01030074:IP5_A_IP6,520311,"auto-resolved: all 6 candidate Food rows for ""Love's Bakery Inc. 100% WHOLE WHEAT BREAD"" share the same real-world product identity (gtin_upc=076990003871) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
01030074:IP6,520311,"auto-resolved: all 6 candidate Food rows for ""Love's Bakery Inc. 100% WHOLE WHEAT BREAD"" share the same real-world product identity (gtin_upc=076990003871) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
01030088:IP6,1759068,"auto-resolved: all 21 candidate Food rows for 'GENERAL MILLS SALES INC. Wheaties Whole Grain Wheat Flakes Breakfast Cereal' share the same real-world product identity (gtin_upc=00016000275652) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
01030189:PHYTCPPI,2380188,"auto-resolved: all 2 candidate Food rows for 'Meijer, Inc. WHITE WHOLE WHEAT FLOUR, WHITE' share the same real-world product identity (gtin_upc=713733369565) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
01030196:PHYTCPPI,834648,"auto-resolved: all 6 candidate Food rows for 'Whole Foods Market, Inc. WHOLE WHEAT PASTRY FLOUR' share the same real-world product identity (gtin_upc=099482418304) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
01030209:PHYTCPPI,909976,"auto-resolved: all 4 candidate Food rows for 'Topco Associates, Inc. 100% WHOLE GRAIN WHOLE WHEAT FLOUR, WHOLE GRAIN' share the same real-world product identity (gtin_upc=036800469884) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
01030210:PHYTCPP,909976,"auto-resolved: all 4 candidate Food rows for 'Topco Associates, Inc. 100% WHOLE GRAIN WHOLE WHEAT FLOUR, WHOLE GRAIN' share the same real-world product identity (gtin_upc=036800469884) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
01030211:PHYTC-,909976,"auto-resolved: all 4 candidate Food rows for 'Topco Associates, Inc. 100% WHOLE GRAIN WHOLE WHEAT FLOUR, WHOLE GRAIN' share the same real-world product identity (gtin_upc=036800469884) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
01030212:PHYTCPPD,909976,"auto-resolved: all 4 candidate Food rows for 'Topco Associates, Inc. 100% WHOLE GRAIN WHOLE WHEAT FLOUR, WHOLE GRAIN' share the same real-world product identity (gtin_upc=036800469884) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
01030213:PHYTCPPD,909976,"auto-resolved: all 4 candidate Food rows for 'Topco Associates, Inc. 100% WHOLE GRAIN WHOLE WHEAT FLOUR, WHOLE GRAIN' share the same real-world product identity (gtin_upc=036800469884) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
01030214:PHYTCPPI,909976,"auto-resolved: all 4 candidate Food rows for 'Topco Associates, Inc. 100% WHOLE GRAIN WHOLE WHEAT FLOUR, WHOLE GRAIN' share the same real-world product identity (gtin_upc=036800469884) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
01030215:PHYTCA,909976,"auto-resolved: all 4 candidate Food rows for 'Topco Associates, Inc. 100% WHOLE GRAIN WHOLE WHEAT FLOUR, WHOLE GRAIN' share the same real-world product identity (gtin_upc=036800469884) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
01060064:PHYTC-,2472416,"auto-resolved: all 3 candidate Food rows for 'Sturdiwheat Inc. GOLDEN GRAIN WHITE BREAD MIX, GOLDEN GRAIN WHITE' share the same real-world product identity (gtin_upc=079054000120) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
01060229:PHYTCA,937094,"auto-resolved: all 6 candidate Food rows for 'The Teff Company IVORY TEFF FLOUR' share the same real-world product identity (gtin_upc=646628000048) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
02010001:PHYTCPP,946270,"auto-resolved: all 5 candidate Food rows for 'Gracekennedy Foods (USA) LLC POTATO STARCH FLOUR' share the same real-world product identity (gtin_upc=023545202456) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
03010126:PHYTCPP,1152644,"auto-resolved: all 5 candidate Food rows for 'T. Jag Crew Records BLACK GRAM SPLIT (URAD CHILKA)' share the same real-world product identity (gtin_upc=682863046625) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
03010501:PHYTC-,624364,"auto-resolved: all 6 candidate Food rows for 'Del Monte Foods Inc. DEL MONTE, LIMA BEAN' share the same real-world product identity (gtin_upc=024000013976) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
03010501:PP-,624364,"auto-resolved: all 6 candidate Food rows for 'Del Monte Foods Inc. DEL MONTE, LIMA BEAN' share the same real-world product identity (gtin_upc=024000013976) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
03010502:PHYTC-,624364,"auto-resolved: all 6 candidate Food rows for 'Del Monte Foods Inc. DEL MONTE, LIMA BEAN' share the same real-world product identity (gtin_upc=024000013976) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
03010502:PP-,624364,"auto-resolved: all 6 candidate Food rows for 'Del Monte Foods Inc. DEL MONTE, LIMA BEAN' share the same real-world product identity (gtin_upc=024000013976) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
03010508:PHYTC-,624364,"auto-resolved: all 6 candidate Food rows for 'Del Monte Foods Inc. DEL MONTE, LIMA BEAN' share the same real-world product identity (gtin_upc=024000013976) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
03010508:PP-,624364,"auto-resolved: all 6 candidate Food rows for 'Del Monte Foods Inc. DEL MONTE, LIMA BEAN' share the same real-world product identity (gtin_upc=024000013976) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
03010509:PHYTC-,624364,"auto-resolved: all 6 candidate Food rows for 'Del Monte Foods Inc. DEL MONTE, LIMA BEAN' share the same real-world product identity (gtin_upc=024000013976) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
03010509:PP-,624364,"auto-resolved: all 6 candidate Food rows for 'Del Monte Foods Inc. DEL MONTE, LIMA BEAN' share the same real-world product identity (gtin_upc=024000013976) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
03010510:PHYTC-,624364,"auto-resolved: all 6 candidate Food rows for 'Del Monte Foods Inc. DEL MONTE, LIMA BEAN' share the same real-world product identity (gtin_upc=024000013976) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
03010510:PP-,624364,"auto-resolved: all 6 candidate Food rows for 'Del Monte Foods Inc. DEL MONTE, LIMA BEAN' share the same real-world product identity (gtin_upc=024000013976) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
03020128:PHYTCPPD,2527349,"auto-resolved: all 2 candidate Food rows for 'ORIGINAL SOYMILK' share the same real-world product identity (gtin_upc=0025293600393) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
03020129:PHYTCPPD,2527349,"auto-resolved: all 2 candidate Food rows for 'ORIGINAL SOYMILK' share the same real-world product identity (gtin_upc=0025293600393) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
03020130:PHYTCPPD,2527349,"auto-resolved: all 2 candidate Food rows for 'ORIGINAL SOYMILK' share the same real-world product identity (gtin_upc=0025293600393) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
03020153:PHYTCPPD,945690,"auto-resolved: all 5 candidate Food rows for 'Green World TEXTURED SOY PROTEIN' share the same real-world product identity (gtin_upc=781899155353) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
05020038:PHYTCPP,2263891,"auto-resolved: all 2 candidate Food rows for 'Grapes, green, seedless, raw' share the same real-world product identity (foundation_food sample (near-identical nutrient profile, one trace nutrient present/absent)) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
05030001:PHYTCPP,591070,"auto-resolved: all 2 candidate Food rows for 'YUSA DRIED APRICOTS' share the same real-world product identity (gtin_upc=8696740100050) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
06010153:PHYTCPPI,2366076,"auto-resolved: all 2 candidate Food rows for 'Paramount Foods, LLC RAW PISTACHIOS' share the same real-world product identity (gtin_upc=814719015398) -- differences are limited to null-vs-explicit-zero or unit-representation (e.g. Vitamin A as IU vs RAE) annotation noise across duplicate USDA catalog entries for the same barcode, not a different product, so the lowest fdc_id was picked deterministically"
03020027:PHYTCPP,1124109,"auto-resolved: 5 of the 6 candidate Food rows for 'Bob's Red Mill Natural Foods, Inc. TEXTURED VEGETABLE PROTEIN' share the same GTIN (039978035424) and identical core nutrition (protein=52.17g, carbohydrate=39.13g, fibre=17.4g, iron=8.7mg) -- only fdc_id=733492 genuinely differs (protein=52.0g, carbohydrate=36.0g, fibre=20.0g, iron=8.0mg), likely a real reformulation or data correction under the unchanged barcode. Lowest fdc_id among the 5 agreeing candidates picked deterministically; fdc_id=733492 explicitly excluded, not silently folded in -- majority-agreement-with-a-named-exclusion, not unanimous agreement, flagged as a distinct (slightly weaker) justification from the other overrides in this file"
17010007:PHYTC-,1124109,"auto-resolved: 5 of the 6 candidate Food rows for 'Bob's Red Mill Natural Foods, Inc. TEXTURED VEGETABLE PROTEIN' share the same GTIN (039978035424) and identical core nutrition (protein=52.17g, carbohydrate=39.13g, fibre=17.4g, iron=8.7mg) -- only fdc_id=733492 genuinely differs (protein=52.0g, carbohydrate=36.0g, fibre=20.0g, iron=8.0mg), likely a real reformulation or data correction under the unchanged barcode. Lowest fdc_id among the 5 agreeing candidates picked deterministically; fdc_id=733492 explicitly excluded, not silently folded in -- majority-agreement-with-a-named-exclusion, not unanimous agreement, flagged as a distinct (slightly weaker) justification from the other overrides in this file"
17010008:PHYTC-,1124109,"auto-resolved: 5 of the 6 candidate Food rows for 'Bob's Red Mill Natural Foods, Inc. TEXTURED VEGETABLE PROTEIN' share the same GTIN (039978035424) and identical core nutrition (protein=52.17g, carbohydrate=39.13g, fibre=17.4g, iron=8.7mg) -- only fdc_id=733492 genuinely differs (protein=52.0g, carbohydrate=36.0g, fibre=20.0g, iron=8.0mg), likely a real reformulation or data correction under the unchanged barcode. Lowest fdc_id among the 5 agreeing candidates picked deterministically; fdc_id=733492 explicitly excluded, not silently folded in -- majority-agreement-with-a-named-exclusion, not unanimous agreement, flagged as a distinct (slightly weaker) justification from the other overrides in this file"
17010009:PHYTC-,1124109,"auto-resolved: 5 of the 6 candidate Food rows for 'Bob's Red Mill Natural Foods, Inc. TEXTURED VEGETABLE PROTEIN' share the same GTIN (039978035424) and identical core nutrition (protein=52.17g, carbohydrate=39.13g, fibre=17.4g, iron=8.7mg) -- only fdc_id=733492 genuinely differs (protein=52.0g, carbohydrate=36.0g, fibre=20.0g, iron=8.0mg), likely a real reformulation or data correction under the unchanged barcode. Lowest fdc_id among the 5 agreeing candidates picked deterministically; fdc_id=733492 explicitly excluded, not silently folded in -- majority-agreement-with-a-named-exclusion, not unanimous agreement, flagged as a distinct (slightly weaker) justification from the other overrides in this file"
